Roky,"ČR, Reg. soudržnosti, Kraje",Ukazatel,value
2024,Severozápad,Pořadí dítěte 3.,875.0
2024,Severozápad,Pořadí dítěte 4. a vyšší,676.0
2024,Severozápad,Živě narození mimo manželství,4971.0
2024,Severozápad,Podíl živě narozených mimo manželství (%),62.5597785049
2024,Severozápad,Mrtvě narození,42.0
2024,Severozápad,Průměrný věk matek při narození dítěte,29.15400546
2024,Severozápad,Průměrný věk matek při narození 1. dítěte,27.37439544
2024,Severozápad,Úhrnná plodnost,1.337046172
2024,Severovýchod,Narození,11624.0
2024,Severovýchod,Živě narození,11596.0
2024,Severovýchod,Živě narození - chlapci,5938.0
2024,Severovýchod,Živě narození - dívky,5658.0
2024,Severovýchod,Pořadí dítěte 1.,5043.0
2024,Severovýchod,Pořadí dítěte 2.,4676.0
2024,Severovýchod,Pořadí dítěte 3.,1305.0
2024,Severovýchod,Pořadí dítěte 4. a vyšší,572.0
2024,Severovýchod,Živě narození mimo manželství,5764.0
2024,Severovýchod,Podíl živě narozených mimo manželství (%),49.7067954467
2024,Severovýchod,Mrtvě narození,28.0
2024,Severovýchod,Průměrný věk matek při narození dítěte,30.34366945
2024,Severovýchod,Průměrný věk matek při narození 1. dítěte,28.64692119
2024,Severovýchod,Úhrnná plodnost,1.391896673
2024,Jihovýchod,Narození,14107.0
2024,Jihovýchod,Živě narození,14052.0
2024,Jihovýchod,Živě narození - chlapci,7195.0
2024,Jihovýchod,Živě narození - dívky,6857.0
2024,Jihovýchod,Pořadí dítěte 1.,6279.0
2024,Jihovýchod,Pořadí dítěte 2.,5719.0
2024,Jihovýchod,Pořadí dítěte 3.,1482.0
2024,Jihovýchod,Pořadí dítěte 4. a vyšší,572.0
2024,Jihovýchod,Živě narození mimo manželství,5982.0
2024,Jihovýchod,Podíl živě narozených mimo manželství (%),42.5704526046
2024,Jihovýchod,Mrtvě narození,55.0
2024,Jihovýchod,Průměrný věk matek při narození dítěte,30.69832063
2024,Jihovýchod,Průměrný věk matek při narození 1. dítěte,29.12199271
2024,Jihovýchod,Úhrnná plodnost,1.416640119
2024,Střední Morava,Narození,9419.0
2024,Střední Morava,Živě narození,9390.0
2024,Střední Morava,Živě narození - chlapci,4797.0
2024,Střední Morava,Živě narození - dívky,4593.0
2024,Střední Morava,Pořadí dítěte 1.,4094.0
2024,Střední Morava,Pořadí dítěte 2.,3844.0
2024,Střední Morava,Pořadí dítěte 3.,1030.0
2024,Střední Morava,Pořadí dítěte 4. a vyšší,422.0
2024,Střední Morava,Živě narození mimo manželství,4240.0
2024,Střední Morava,Podíl živě narozených mimo manželství (%),45.1544195953
2024,Střední Morava,Mrtvě narození,29.0
2024,Střední Morava,Průměrný věk matek při narození dítěte,30.66431424
2024,Střední Morava,Průměrný věk matek při narození 1. dítěte,29.11204129
2024,Střední Morava,Úhrnná plodnost,1.444440053
2024,Moravskoslezsko,Narození,8639.0
2024,Moravskoslezsko,Živě narození,8610.0
2024,Moravskoslezsko,Živě narození - chlapci,4354.0
2024,Moravskoslezsko,Živě narození - dívky,4256.0
2024,Moravskoslezsko,Pořadí dítěte 1.,3782.0
2024,Moravskoslezsko,Pořadí dítěte 2.,3326.0
2024,Moravskoslezsko,Pořadí dítěte 3.,967.0
2024,Moravskoslezsko,Pořadí dítěte 4. a vyšší,535.0
2024,Moravskoslezsko,Živě narození mimo manželství,4292.0
2024,Moravskoslezsko,Podíl živě narozených mimo manželství (%),49.8490127758
2024,Moravskoslezsko,Mrtvě narození,29.0
2024,Moravskoslezsko,Průměrný věk matek při narození dítěte,29.9962361
2024,Moravskoslezsko,Průměrný věk matek při narození 1. dítěte,28.47156062
2024,Moravskoslezsko,Úhrnná plodnost,1.340582256
2024,Hlavní město Praha,Narození,12125.0
2024,Hlavní město Praha,Živě narození,12085.0
2024,Hlavní město Praha,Živě narození - chlapci,6226.0
2024,Hlavní město Praha,Živě narození - dívky,5859.0
2024,Hlavní město Praha,Pořadí dítěte 1.,6417.0
2024,Hlavní město Praha,Pořadí dítěte 2.,4429.0
2024,Hlavní město Praha,Pořadí dítěte 3.,979.0
2024,Hlavní město Praha,Pořadí dítěte 4. a vyšší,260.0
2024,Hlavní město Praha,Živě narození mimo manželství,4591.0
2024,Hlavní město Praha,Podíl živě narozených mimo manželství (%),37.9892428631
2024,Hlavní město Praha,Mrtvě narození,40.0
2024,Hlavní město Praha,Průměrný věk matek při narození dítěte,31.89031362
2024,Hlavní město Praha,Průměrný věk matek při narození 1. dítěte,30.71371064
2024,Hlavní město Praha,Úhrnná plodnost,1.259606955
2024,Středočeský kraj,Narození,11022.0
2024,Středočeský kraj,Živě narození,10981.0
2024,Středočeský kraj,Živě narození - chlapci,5684.0
2024,Středočeský kraj,Živě narození - dívky,5297.0
2024,Středočeský kraj,Pořadí dítěte 1.,4885.0
2024,Středočeský kraj,Pořadí dítěte 2.,4557.0
2024,Středočeský kraj,Pořadí dítěte 3.,1130.0
2024,Středočeský kraj,Pořadí dítěte 4. a vyšší,409.0
2024,Středočeský kraj,Živě narození mimo manželství,5111.0
2024,Středočeský kraj,Podíl živě narozených mimo manželství (%),46.5440305983
2024,Středočeský kraj,Mrtvě narození,41.0
2024,Středočeský kraj,Průměrný věk matek při narození dítěte,30.61743594
2024,Středočeský kraj,Průměrný věk matek při narození 1. dítěte,28.99356916
2024,Středočeský kraj,Úhrnná plodnost,1.355613297
2024,Jihočeský kraj,Narození,5099.0
2024,Jihočeský kraj,Živě narození,5082.0
2024,Jihočeský kraj,Živě narození - chlapci,2679.0
2024,Jihočeský kraj,Živě narození - dívky,2403.0
2024,Jihočeský kraj,Pořadí dítěte 1.,2267.0
2024,Jihočeský kraj,Pořadí dítěte 2.,2042.0
2024,Jihočeský kraj,Pořadí dítěte 3.,550.0
2024,Jihočeský kraj,Pořadí dítěte 4. a vyšší,223.0
2024,Jihočeský kraj,Živě narození mimo manželství,2445.0
2024,Jihočeský kraj,Podíl živě narozených mimo manželství (%),48.1109799292
2024,Jihočeský kraj,Mrtvě narození,17.0
2024,Jihočeský kraj,Průměrný věk matek při narození dítěte,30.36870231
2024,Jihočeský kraj,Průměrný věk matek při narození 1. dítěte,28.71783181
2024,Jihočeský kraj,Úhrnná plodnost,1.437338928
2024,Plzeňský kraj,Narození,4579.0
2024,Plzeňský kraj,Živě narození,4569.0
2024,Plzeňský kraj,Živě narození - chlapci,2376.0
2024,Plzeňský kraj,Živě narození - dívky,2193.0
2024,Plzeňský kraj,Pořadí dítěte 1.,2128.0
2024,Plzeňský kraj,Pořadí dítěte 2.,1815.0
2024,Plzeňský kraj,Pořadí dítěte 3.,439.0
2024,Plzeňský kraj,Pořadí dítěte 4. a vyšší,187.0
2024,Plzeňský kraj,Živě narození mimo manželství,2203.0
2024,Plzeňský kraj,Podíl živě narozených mimo manželství (%),48.2162398774
2024,Plzeňský kraj,Mrtvě narození,10.0
2024,Plzeňský kraj,Průměrný věk matek při narození dítěte,30.14910421
2024,Plzeňský kraj,Průměrný věk matek při narození 1. dítěte,28.61029061
2024,Plzeňský kraj,Úhrnná plodnost,1.323289202
2024,Karlovarský kraj,Narození,1825.0
2024,Karlovarský kraj,Živě narození,1814.0
2024,Karlovarský kraj,Živě narození - chlapci,926.0
2024,Karlovarský kraj,Živě narození - dívky,888.0
2024,Karlovarský kraj,Pořadí dítěte 1.,870.0
2024,Karlovarský kraj,Pořadí dítěte 2.,611.0
2024,Karlovarský kraj,Pořadí dítěte 3.,203.0
2024,Karlovarský kraj,Pořadí dítěte 4. a vyšší,130.0
2024,Karlovarský kraj,Živě narození mimo manželství,1117.0
2024,Karlovarský kraj,Podíl živě narozených mimo manželství (%),61.5766262404
2024,Karlovarský kraj,Mrtvě narození,11.0
2024,Karlovarský kraj,Průměrný věk matek při narození dítěte,29.16979925
2024,Karlovarský kraj,Průměrný věk matek při narození 1. dítěte,27.42567255
2024,Karlovarský kraj,Úhrnná plodnost,1.147510307
2024,Ústecký kraj,Narození,6163.0
2024,Ústecký kraj,Živě narození,6132.0
2024,Ústecký kraj,Živě narození - chlapci,3216.0
2024,Ústecký kraj,Živě narození - dívky,2916.0
2024,Ústecký kraj,Pořadí dítěte 1.,2753.0
2024,Ústecký kraj,Pořadí dítěte 2.,2161.0
2024,Ústecký kraj,Pořadí dítěte 3.,672.0
2024,Ústecký kraj,Pořadí dítěte 4. a vyšší,546.0
2024,Ústecký kraj,Živě narození mimo manželství,3854.0
2024,Ústecký kraj,Podíl živě narozených mimo manželství (%),62.8506196999
2024,Ústecký kraj,Mrtvě narození,31.0
2024,Ústecký kraj,Průměrný věk matek při narození dítěte,29.15583414
2024,Ústecký kraj,Průměrný věk matek při narození 1. dítěte,27.36322826
2024,Ústecký kraj,Úhrnná plodnost,1.40558701
2024,Liberecký kraj,Narození,3261.0
2024,Liberecký kraj,Živě narození,3253.0
2024,Liberecký kraj,Živě narození - chlapci,1638.0
2024,Liberecký kraj,Živě narození - dívky,1615.0
2024,Liberecký kraj,Pořadí dítěte 1.,1446.0
2024,Liberecký kraj,Pořadí dítěte 2.,1270.0
2024,Liberecký kraj,Pořadí dítěte 3.,350.0
2024,Liberecký kraj,Pořadí dítěte 4. a vyšší,187.0
2024,Liberecký kraj,Živě narození mimo manželství,1682.0
2024,Liberecký kraj,Podíl živě narozených mimo manželství (%),51.7061174301
2024,Liberecký kraj,Mrtvě narození,8.0
2024,Liberecký kraj,Průměrný věk matek při narození dítěte,30.18483034
2024,Liberecký kraj,Průměrný věk matek při narození 1. dítěte,28.37910391
2024,Liberecký kraj,Úhrnná plodnost,1.32590967
2024,Královéhradecký kraj,Narození,4157.0
2024,Královéhradecký kraj,Živě narození,4142.0
2024,Královéhradecký kraj,Živě narození - chlapci,2126.0
2024,Královéhradecký kraj,Živě narození - dívky,2016.0
2024,Královéhradecký kraj,Pořadí dítěte 1.,1789.0
2024,Královéhradecký kraj,Pořadí dítěte 2.,1699.0
2024,Královéhradecký kraj,Pořadí dítěte 3.,467.0
2024,Královéhradecký kraj,Pořadí dítěte 4. a vyšší,187.0
2024,Královéhradecký kraj,Živě narození mimo manželství,2065.0
2024,Královéhradecký kraj,Podíl živě narozených mimo manželství (%),49.8551424433
2024,Královéhradecký kraj,Mrtvě narození,15.0
2024,Královéhradecký kraj,Průměrný věk matek při narození dítěte,30.46684292
2024,Královéhradecký kraj,Průměrný věk matek při narození 1. dítěte,28.79013108
2024,Královéhradecký kraj,Úhrnná plodnost,1.399151507
2024,Pardubický kraj,Narození,4206.0
2024,Pardubický kraj,Živě narození,4201.0
2024,Pardubický kraj,Živě narození - chlapci,2174.0
2024,Pardubický kraj,Živě narození - dívky,2027.0
2024,Pardubický kraj,Pořadí dítěte 1.,1808.0
2024,Pardubický kraj,Pořadí dítěte 2.,1707.0
2024,Pardubický kraj,Pořadí dítěte 3.,488.0
2024,Pardubický kraj,Pořadí dítěte 4. a vyšší,198.0
2024,Pardubický kraj,Živě narození mimo manželství,2017.0
2024,Pardubický kraj,Podíl živě narozených mimo manželství (%),48.0123780052
2024,Pardubický kraj,Mrtvě narození,5.0
2024,Pardubický kraj,Průměrný věk matek při narození dítěte,30.34772962
2024,Pardubický kraj,Průměrný věk matek při narození 1. dítěte,28.72385213
2024,Pardubický kraj,Úhrnná plodnost,1.438969099
2024,Kraj Vysočina,Narození,4205.0
2024,Kraj Vysočina,Živě narození,4184.0
2024,Kraj Vysočina,Živě narození - chlapci,2156.0
2024,Kraj Vysočina,Živě narození - dívky,2028.0
2024,Kraj Vysočina,Pořadí dítěte 1.,1751.0
2024,Kraj Vysočina,Pořadí dítěte 2.,1737.0
2024,Kraj Vysočina,Pořadí dítěte 3.,484.0
2024,Kraj Vysočina,Pořadí dítěte 4. a vyšší,212.0
2024,Kraj Vysočina,Živě narození mimo manželství,1864.0
2024,Kraj Vysočina,Podíl živě narozených mimo manželství (%),44.5506692161
2024,Kraj Vysočina,Mrtvě narození,21.0
2024,Kraj Vysočina,Průměrný věk matek při narození dítěte,30.39252185
2024,Kraj Vysočina,Průměrný věk matek při narození 1. dítěte,28.48564424
2024,Kraj Vysočina,Úhrnná plodnost,1.488139346
2024,Jihomoravský kraj,Narození,9902.0
2024,Jihomoravský kraj,Živě narození,9868.0
2024,Jihomoravský kraj,Živě narození - chlapci,5039.0
2024,Jihomoravský kraj,Živě narození - dívky,4829.0
2024,Jihomoravský kraj,Pořadí dítěte 1.,4528.0
2024,Jihomoravský kraj,Pořadí dítěte 2.,3982.0
2024,Jihomoravský kraj,Pořadí dítěte 3.,998.0
2024,Jihomoravský kraj,Pořadí dítěte 4. a vyšší,360.0
2024,Jihomoravský kraj,Živě narození mimo manželství,4118.0
2024,Jihomoravský kraj,Podíl živě narozených mimo manželství (%),41.7308471828
2024,Jihomoravský kraj,Mrtvě narození,34.0
2024,Jihomoravský kraj,Průměrný věk matek při narození dítěte,30.83669324
2024,Jihomoravský kraj,Průměrný věk matek při narození 1. dítěte,29.36981817
2024,Jihomoravský kraj,Úhrnná plodnost,1.385425773
2024,Olomoucký kraj,Narození,4966.0
2024,Olomoucký kraj,Živě narození,4943.0
2024,Olomoucký kraj,Živě narození - chlapci,2511.0
2024,Olomoucký kraj,Živě narození - dívky,2432.0
2024,Olomoucký kraj,Pořadí dítěte 1.,2167.0
2024,Olomoucký kraj,Pořadí dítěte 2.,1997.0
2024,Olomoucký kraj,Pořadí dítěte 3.,519.0
2024,Olomoucký kraj,Pořadí dítěte 4. a vyšší,260.0
2024,Olomoucký kraj,Živě narození mimo manželství,2415.0
2024,Olomoucký kraj,Podíl živě narozených mimo manželství (%),48.8569694517
2024,Olomoucký kraj,Mrtvě narození,23.0
2024,Olomoucký kraj,Průměrný věk matek při narození dítěte,30.42498827
2024,Olomoucký kraj,Průměrný věk matek při narození 1. dítěte,28.89662535
2024,Olomoucký kraj,Úhrnná plodnost,1.450400729
2024,Zlínský kraj,Narození,4453.0
2024,Zlínský kraj,Živě narození,4447.0
2024,Zlínský kraj,Živě narození - chlapci,2286.0
2024,Zlínský kraj,Živě narození - dívky,2161.0
2024,Zlínský kraj,Pořadí dítěte 1.,1927.0
2024,Zlínský kraj,Pořadí dítěte 2.,1847.0
2024,Zlínský kraj,Pořadí dítěte 3.,511.0
2024,Zlínský kraj,Pořadí dítěte 4. a vyšší,162.0
2024,Zlínský kraj,Živě narození mimo manželství,1825.0
2024,Zlínský kraj,Podíl živě narozených mimo manželství (%),41.038902631
2024,Zlínský kraj,Mrtvě narození,6.0
2024,Zlínský kraj,Průměrný věk matek při narození dítěte,30.93272952
2024,Zlínský kraj,Průměrný věk matek při narození 1. dítěte,29.35749504
2024,Zlínský kraj,Úhrnná plodnost,1.438097478
2024,Moravskoslezský kraj,Narození,8639.0
2024,Moravskoslezský kraj,Živě narození,8610.0
2024,Moravskoslezský kraj,Živě narození - chlapci,4354.0
2024,Moravskoslezský kraj,Živě narození - dívky,4256.0
2024,Moravskoslezský kraj,Pořadí dítěte 1.,3782.0
2024,Moravskoslezský kraj,Pořadí dítěte 2.,3326.0
2024,Moravskoslezský kraj,Pořadí dítěte 3.,967.0
2024,Moravskoslezský kraj,Pořadí dítěte 4. a vyšší,535.0
2024,Moravskoslezský kraj,Živě narození mimo manželství,4292.0
2024,Moravskoslezský kraj,Podíl živě narozených mimo manželství (%),49.8490127758
2024,Moravskoslezský kraj,Mrtvě narození,29.0
2024,Moravskoslezský kraj,Průměrný věk matek při narození dítěte,29.9962361
2024,Moravskoslezský kraj,Průměrný věk matek při narození 1. dítěte,28.47156062
2024,Moravskoslezský kraj,Úhrnná plodnost,1.340582256
