Území;Institucionální sektor ;Ukazatel;Odvětví ekonomické činnosti;Roky;value
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Těžba a dobývání;2013;409.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zpracovatelský průmysl;2022;184573.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zpracovatelský průmysl;2021;181618.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zpracovatelský průmysl;2020;179163.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zpracovatelský průmysl;2019;180520.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zpracovatelský průmysl;2018;180193.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zpracovatelský průmysl;2017;175894.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zpracovatelský průmysl;2016;175399.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zpracovatelský průmysl;2015;173004.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zpracovatelský průmysl;2014;170934.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zpracovatelský průmysl;2013;149413.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2022;12738.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2021;12203.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2020;12025.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2019;11894.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2018;11723.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2017;11438.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2016;11023.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2015;11009.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2014;10335.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2013;14352.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2022;7115.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2021;7331.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2020;7149.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2019;6940.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2018;6796.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2017;6495.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2016;6423.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2015;6209.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2014;6317.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2013;5762.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Stavebnictví;2022;195730.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Stavebnictví;2021;189868.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Stavebnictví;2020;185704.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Stavebnictví;2019;183632.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Stavebnictví;2018;181647.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Stavebnictví;2017;177389.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Stavebnictví;2016;174909.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Stavebnictví;2015;173258.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Stavebnictví;2014;171589.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Stavebnictví;2013;158633.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2022;225178.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2021;226919.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2020;224405.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2019;225465.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2018;225257.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2017;227907.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2016;240592.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2015;243067.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2014;245056.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2013;227204.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Doprava a skladování;2022;46779.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Doprava a skladování;2021;44256.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Doprava a skladování;2020;42430.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Doprava a skladování;2019;41571.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Doprava a skladování;2018;40878.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Doprava a skladování;2017;39791.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Doprava a skladování;2016;38439.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Doprava a skladování;2015;38360.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Doprava a skladování;2014;38840.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Doprava a skladování;2013;37428.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Ubytování, stravování a pohostinství;2022;59945.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Ubytování, stravování a pohostinství;2021;58752.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Ubytování, stravování a pohostinství;2020;59461.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Ubytování, stravování a pohostinství;2019;59913.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Ubytování, stravování a pohostinství;2018;58840.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Ubytování, stravování a pohostinství;2017;58085.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Ubytování, stravování a pohostinství;2016;60120.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Ubytování, stravování a pohostinství;2015;58912.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Ubytování, stravování a pohostinství;2014;59550.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Ubytování, stravování a pohostinství;2013;62024.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Informační a komunikační činnosti;2022;62771.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Informační a komunikační činnosti;2021;58956.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Informační a komunikační činnosti;2020;55754.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Informační a komunikační činnosti;2019;52400.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Informační a komunikační činnosti;2018;49786.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Informační a komunikační činnosti;2017;46204.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Informační a komunikační činnosti;2016;41373.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Informační a komunikační činnosti;2015;38127.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Informační a komunikační činnosti;2014;36428.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Informační a komunikační činnosti;2013;29493.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Peněžní zprostředkování;2022;28643.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Peněžní zprostředkování;2021;23187.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Peněžní zprostředkování;2020;23456.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Peněžní zprostředkování;2019;23781.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Peněžní zprostředkování;2018;24502.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Peněžní zprostředkování;2017;24837.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Peněžní zprostředkování;2016;27439.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Peněžní zprostředkování;2015;28052.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Peněžní zprostředkování;2014;28915.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Peněžní zprostředkování;2013;49142.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Činnosti v oblasti nemovitostí;2022;69105.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Činnosti v oblasti nemovitostí;2021;66346.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Činnosti v oblasti nemovitostí;2020;55017.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Činnosti v oblasti nemovitostí;2019;52211.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Činnosti v oblasti nemovitostí;2018;49135.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Činnosti v oblasti nemovitostí;2017;47714.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Činnosti v oblasti nemovitostí;2016;46480.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Činnosti v oblasti nemovitostí;2015;45436.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Činnosti v oblasti nemovitostí;2014;46960.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Činnosti v oblasti nemovitostí;2013;42251.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Profesní, vědecké a technické činnosti;2022;210378.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Profesní, vědecké a technické činnosti;2021;205781.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Profesní, vědecké a technické činnosti;2020;202576.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Profesní, vědecké a technické činnosti;2019;200475.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Profesní, vědecké a technické činnosti;2018;196715.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Profesní, vědecké a technické činnosti;2017;188421.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Profesní, vědecké a technické činnosti;2016;183975.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Profesní, vědecké a technické činnosti;2015;179506.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Profesní, vědecké a technické činnosti;2014;175891.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Profesní, vědecké a technické činnosti;2013;170149.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Administrativní a podpůrné činnosti;2022;41150.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Administrativní a podpůrné činnosti;2021;38216.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Administrativní a podpůrné činnosti;2020;36150.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Administrativní a podpůrné činnosti;2019;35207.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Administrativní a podpůrné činnosti;2018;33961.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Administrativní a podpůrné činnosti;2017;32083.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Administrativní a podpůrné činnosti;2016;31314.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Administrativní a podpůrné činnosti;2015;31030.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Administrativní a podpůrné činnosti;2014;30839.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Administrativní a podpůrné činnosti;2013;22361.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Vzdělávání;2022;24106.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Vzdělávání;2021;22557.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Vzdělávání;2020;21932.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Vzdělávání;2019;21743.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Vzdělávání;2018;20956.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Vzdělávání;2017;19985.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Vzdělávání;2016;19582.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Vzdělávání;2015;19176.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Vzdělávání;2014;19020.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Vzdělávání;2013;16504.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zdravotní a sociální péče;2022;26716.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zdravotní a sociální péče;2021;26468.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zdravotní a sociální péče;2020;26371.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zdravotní a sociální péče;2019;26364.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zdravotní a sociální péče;2018;26442.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zdravotní a sociální péče;2017;26356.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zdravotní a sociální péče;2016;25851.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zdravotní a sociální péče;2015;26298.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zdravotní a sociální péče;2014;26513.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Zdravotní a sociální péče;2013;26889.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2022;28388.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2021;26184.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2020;25382.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2019;24560.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2018;23197.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2017;21318.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2016;20067.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2015;19366.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2014;18527.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Kulturní, zábavní a rekreační činnosti;2013;17308.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Osobní služby ;2022;67680.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Osobní služby ;2021;64157.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Osobní služby ;2020;63844.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Osobní služby ;2019;62244.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Osobní služby ;2018;60192.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Osobní služby ;2017;58484.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Osobní služby ;2016;57271.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Osobní služby ;2015;56016.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Osobní služby ;2014;55192.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet aktivních podniků;Osobní služby ;2013;64213.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Celkem;2022;116612.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Celkem;2021;110052.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Celkem;2020;98625.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Celkem;2019;104806.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Celkem;2018;111332.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Celkem;2017;104439.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Celkem;2016;99406.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Celkem;2015;94285.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Celkem;2014;102500.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Celkem;2013;87462.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Těžba a dobývání;2022;36.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Těžba a dobývání;2021;41.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Těžba a dobývání;2020;35.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Těžba a dobývání;2019;26.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet vzniklých podniků;Těžba a dobývání;2018;34.0
