Stát,Roky,Odvětví ekonomické činnosti,Velkost zpravodajské jednotky,Ukazatel,value
Česko,2023,Celkem,100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.0060758106
Česko,2023,Celkem,100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,-1.0469665477
Česko,2023,Celkem,250 až 499 zaměstnanců,Náklady práce celkem,452.2870517994
Česko,2023,Celkem,250 až 499 zaměstnanců,Přímé náklady celkem,324.7414776001
Česko,2023,Celkem,250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,287.3696897717
Česko,2023,Celkem,250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,37.3717878283
Česko,2023,Celkem,250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,5.9092887042
Česko,2023,Celkem,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,111.2812677774
Česko,2023,Celkem,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,6.8348392335
Česko,2023,Celkem,250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,4.3614865915
Česko,2023,Celkem,250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,-0.8413081073
Česko,2023,Celkem,500 až 999 zaměstnanců,Náklady práce celkem,489.6493214572
Česko,2023,Celkem,500 až 999 zaměstnanců,Přímé náklady celkem,350.7892630995
Česko,2023,Celkem,500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,310.5005073884
Česko,2023,Celkem,500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,40.2887557111
Česko,2023,Celkem,500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,6.4684217292
Česko,2023,Celkem,500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,120.017920183
Česko,2023,Celkem,500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,8.7283604008
Česko,2023,Celkem,500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,4.9082016634
Česko,2023,Celkem,500 až 999 zaměstnanců,Nepřímé náklady - daně a dotace,-1.2628456187
Česko,2023,Celkem,1 000 a více zaměstnanců,Náklady práce celkem,522.6582243115
Česko,2023,Celkem,1 000 a více zaměstnanců,Přímé náklady celkem,369.4573913395
Česko,2023,Celkem,1 000 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,326.7542108044
Česko,2023,Celkem,1 000 a více zaměstnanců,Přímé náklady - náhrady mzdy,42.7031805351
Česko,2023,Celkem,1 000 a více zaměstnanců,Nepřímé náklady - sociální požitky,8.7659811783
Česko,2023,Celkem,1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,126.7864493107
Česko,2023,Celkem,1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,9.6947027093
Česko,2023,Celkem,1 000 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,8.0579125737
Česko,2023,Celkem,1 000 a více zaměstnanců,Nepřímé náklady - daně a dotace,-0.1042128
Česko,2023,"A - Zemědělství, lesnictví, rybářství",Celkem zaměstnanců,Náklady práce celkem,318.1107515474
Česko,2023,"A - Zemědělství, lesnictví, rybářství",Celkem zaměstnanců,Přímé náklady celkem,226.3089749735
Česko,2023,"A - Zemědělství, lesnictví, rybářství",Celkem zaměstnanců,Přímé náklady - mzdy za vykonanou práci,201.8673292315
Česko,2023,"A - Zemědělství, lesnictví, rybářství",Celkem zaměstnanců,Přímé náklady - náhrady mzdy,24.441645742
Česko,2023,"A - Zemědělství, lesnictví, rybářství",Celkem zaměstnanců,Nepřímé náklady - sociální požitky,5.5970017769
Česko,2023,"A - Zemědělství, lesnictví, rybářství",Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,79.2391746803
Česko,2023,"A - Zemědělství, lesnictví, rybářství",Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,3.7594100272
Česko,2023,"A - Zemědělství, lesnictví, rybářství",Celkem zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.1042649819
Česko,2023,"A - Zemědělství, lesnictví, rybářství",Celkem zaměstnanců,Nepřímé náklady - daně a dotace,0.1019251076
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 až 9 zaměstnanců,Náklady práce celkem,255.6115214719
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 až 9 zaměstnanců,Přímé náklady celkem,187.1033743772
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 až 9 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,170.3272780057
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 až 9 zaměstnanců,Přímé náklady - náhrady mzdy,16.7760963716
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 až 9 zaměstnanců,Nepřímé náklady - sociální požitky,1.2589551738
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,63.1701363463
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,1.5389418051
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 až 9 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.303286966
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 až 9 zaměstnanců,Nepřímé náklady - daně a dotace,0.2368268034
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Náklady práce celkem,289.6344800268
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Přímé náklady celkem,205.7035474403
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,183.4469866255
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Přímé náklady - náhrady mzdy,22.2565608148
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Nepřímé náklady - sociální požitky,5.2375982157
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,72.1203005925
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,3.4110668489
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.9815668287
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Nepřímé náklady - daně a dotace,0.1804001007
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Náklady práce celkem,316.7006520135
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Přímé náklady celkem,224.3931467767
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,199.6977608504
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Přímé náklady - náhrady mzdy,24.6953859264
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Nepřímé náklady - sociální požitky,6.2633808352
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,79.1335543771
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,3.5813198821
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.1350067267
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,0.1942434157
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Náklady práce celkem,329.0542767662
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Přímé náklady celkem,232.9943092125
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,207.3030135568
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,25.6912956557
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,6.783714517
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,82.2896517797
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,3.8518116789
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.1347633842
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,2.61939e-05
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Náklady práce celkem,324.9271750525
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Přímé náklady celkem,233.6788114186
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,207.4564961947
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,26.2223152238
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,2.2180316354
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,82.3941190339
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,3.945012963
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.6931381214
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,-0.0019381197
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Náklady práce celkem,375.3815204267
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Přímé náklady celkem,266.768962168
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,237.6940182067
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,29.0749439613
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,7.1555883524
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,93.2305955918
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,4.5463708895
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.680003425
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Náklady práce celkem,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Přímé náklady celkem,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Nepřímé náklady - daně a dotace,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Náklady práce celkem,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Přímé náklady celkem,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Přímé náklady - náhrady mzdy,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Nepřímé náklady - sociální požitky,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Nepřímé náklady - daně a dotace,
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Náklady práce celkem,502.2376205337
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Přímé náklady celkem,350.4919709729
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Přímé náklady - mzdy za vykonanou práci,304.7352448661
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Přímé náklady - náhrady mzdy,45.7567261068
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Nepřímé náklady - sociální požitky,11.6894043544
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,122.5874037493
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,14.2757444666
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Nepřímé náklady - personální náklady/výdaje,3.1906936052
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Nepřímé náklady - daně a dotace,0.0024033853
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Náklady práce celkem,299.9172392488
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Přímé náklady celkem,219.8819475124
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,195.0689738979
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Přímé náklady - náhrady mzdy,24.8129736145
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Nepřímé náklady - sociální požitky,0.1937657807
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,76.3846074283
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,2.5511494089
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,0.7951112408
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Nepřímé náklady - daně a dotace,0.1106578776
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Náklady práce celkem,351.2528773028
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Přímé náklady celkem,254.0307511711
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,227.7930959083
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Přímé náklady - náhrady mzdy,26.2376552628
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Nepřímé náklady - sociální požitky,2.1686444998
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,87.5517710576
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,4.9409008879
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.5608096865
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Náklady práce celkem,394.6087856041
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Přímé náklady celkem,286.2286315075
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,256.552782874
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Přímé náklady - náhrady mzdy,29.6758486334
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Nepřímé náklady - sociální požitky,2.5457244654
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,97.7133245099
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,5.4771309338
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,2.6439741875
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Náklady práce celkem,449.7428439291
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Přímé náklady celkem,322.8052725277
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,288.0009427813
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,34.8043297464
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,5.125759153
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,110.4382536596
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,6.6674723411
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,4.7060862477
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,B - Těžba a dobývání,100 až 249 zaměstnanců,Náklady práce celkem,436.3271423775
Česko,2023,B - Těžba a dobývání,100 až 249 zaměstnanců,Přímé náklady celkem,313.8289795965
Česko,2023,B - Těžba a dobývání,100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,280.2185278894
Česko,2023,B - Těžba a dobývání,100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,33.6104517071
Česko,2023,B - Těžba a dobývání,100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,2.5722390962
Česko,2023,B - Těžba a dobývání,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,108.0219611175
Česko,2023,B - Těžba a dobývání,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,10.1249375521
Česko,2023,B - Těžba a dobývání,100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1.7790250151
Česko,2023,B - Těžba a dobývání,100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,B - Těžba a dobývání,250 až 499 zaměstnanců,Náklady práce celkem,549.2289736402
Česko,2023,B - Těžba a dobývání,250 až 499 zaměstnanců,Přímé náklady celkem,385.9062604271
Česko,2023,B - Těžba a dobývání,250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,338.5349865618
Česko,2023,B - Těžba a dobývání,250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,47.3712738654
Česko,2023,B - Těžba a dobývání,250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,13.4050038928
Česko,2023,B - Těžba a dobývání,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,135.8526905321
Česko,2023,B - Těžba a dobývání,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,7.5290692354
Česko,2023,B - Těžba a dobývání,250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,6.5359495528
Česko,2023,B - Těžba a dobývání,250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,B - Těžba a dobývání,500 až 999 zaměstnanců,Náklady práce celkem,472.8004076836
Česko,2023,B - Těžba a dobývání,500 až 999 zaměstnanců,Přímé náklady celkem,331.0422984822
Česko,2023,B - Těžba a dobývání,500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,281.1089273001
Česko,2023,B - Těžba a dobývání,500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,49.9333711822
Česko,2023,B - Těžba a dobývání,500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,14.5298461703
Česko,2023,B - Těžba a dobývání,500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,116.8145874498
Česko,2023,B - Těžba a dobývání,500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní ,8.8256414089
Česko,2023,B - Těžba a dobývání,500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1.5880341723
Česko,2023,B - Těžba a dobývání,500 až 999 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
