Území;Ukazatel;PRODCOM;Roky;value
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2018;40604.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2017;42234.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2016;41241.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2015;38553.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2014;31681.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2013;27219.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2012;28853.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2011;28172.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2010;27805.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2009;23116.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2008;27029.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2007;21481.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2006;27721.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2005;28876.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2004;29201.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2003;26215.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2002;24321.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2001;21294.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);2000;20761.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);1999;18500.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);1998;16079.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);1997;14262.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);1996;11294.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);1995;6895.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);1994;6285.0
Česko;Produkce průmyslových výrobků;Pytle, sáčky a kelímky z polymerů ethylenu (t);1993;5535.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2022;1418.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2021;1299.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2020;1323.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2019;1321.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2018;1355.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2017;1337.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2016;1332.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2015;1490.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2014;1629.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2013;2041.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2012;1921.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2011;3464.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2010;3312.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2009;3249.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2008;6536.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2007;122286.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2006;140144.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2005;111936.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2004;90644.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2003;74355.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2002;53910.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2001;45112.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);2000;39519.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);1999;32978.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);1998;33423.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);1997;29285.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);1996;26803.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);1995;19833.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);1994;16978.0
Česko;Produkce průmyslových výrobků;Dveře, okna, rámy, rolety a pod., z plastů (tis. ks);1993;11620.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2022;4555.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2021;4785.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2020;4593.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2019;4662.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2018;4532.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2017;4079.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2016;4007.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2015;3822.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2014;3749.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2013;3423.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2012;3620.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2011;4052.558
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2010;3559.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2009;3851.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2008;4805.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2007;4899.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2006;4239.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2005;3978.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2004;3829.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2003;3502.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2002;3249.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2001;3591.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);2000;4093.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);1999;4241.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);1998;4599.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);1997;4874.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);1996;5016.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);1995;4831.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);1994;5252.0
Česko;Produkce průmyslových výrobků;Portlandský cement a ostatní hydraulické cementy (tis. t);1993;5393.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2022;908.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2021;1035.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2020;1004.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2019;1139.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2018;1255.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2017;1128.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2016;1052.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2015;1044.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2014;1052.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2013;951.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2012;956.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2011;1092.897
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2010;1062.079
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2009;982.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2008;1185.939
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2007;1265.873
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2006;1196.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2005;1223.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2004;1277.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2003;1262.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2002;1258.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2001;1312.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);2000;1202.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);1999;1142.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);1998;1151.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);1997;1217.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);1996;1176.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);1995;1186.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);1994;1212.0
Česko;Produkce průmyslových výrobků;Vápno nehašené, hašené a hydraulické (tis. t);1993;1147.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2022;
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2021;27167.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2020;29702.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2019;26367.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2018;30494.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2017;29504.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2016;28063.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2015;27308.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2014;30335.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2013;31370.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2012;39208.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2011;43905.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2010;41409.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2009;43607.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2008;50188.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2007;47423.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2006;148.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2005;145.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2004;122.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2003;160.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2002;174.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2001;170.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);2000;184.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);1999;338.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);1998;276.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);1997;267.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);1996;264.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);1995;141.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);1994;138.0
Česko;Produkce průmyslových výrobků;Výrobky z asfaltu nebo podobných materiálů (tis. m2);1993;46.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2022;1494.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2021;1802.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2020;1480.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2019;1261.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2018;1420.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2017;1295.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2016;1617.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2015;1257.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2014;1139.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2013;1272.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2012;1296.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2011;1654.186
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2010;1666.122
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2009;1357.607
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2008;2148.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2007;2135.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2006;2139.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2005;1968.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2004;2150.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2003;1579.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2002;1769.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2001;1450.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);2000;1357.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);1999;1216.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);1998;1501.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);1997;1579.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);1996;1286.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);1995;1479.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);1994;1299.0
Česko;Produkce průmyslových výrobků;Ploché výrobky válcované za tepla (tis. t);1993;1145.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2022;318.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2021;327.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2020;384.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2019;397.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2018;402.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2017;361.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2016;367.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2015;344.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2014;338.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2013;301.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2012;298.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2011;287.768
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2010;265.451
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2009;239.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2008;356.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2007;355.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2006;352.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2005;362.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2004;389.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2003;333.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2002;233.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2001;364.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);2000;416.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);1999;385.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);1998;368.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);1997;349.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);1996;282.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);1995;256.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);1994;228.0
Česko;Produkce průmyslových výrobků;Dráty tažené za studena, z nelegované oceli (tis. t);1993;232.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2022;2698252.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2021;2656484.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2020;1982023.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2019;1973491.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2018;1720028.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2017;1528661.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2016;1575228.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2015;1465219.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2014;912440.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2013;984196.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2012;915081.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2011;1023920.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2010;812444.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2009;722513.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2008;741259.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2007;23923.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2006;21378.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2005;17400.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2004;18713.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2003;17657.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2002;12763.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2001;12631.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);2000;12367.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);1999;10009.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);1998;10537.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);1997;9635.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);1996;7202.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);1995;7395.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);1994;9402.0
Česko;Produkce průmyslových výrobků;Dveře, okna a jejich rámy, ze železa, oceli nebo hliníku (ks);1993;6514.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2022;4668.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2021;4713.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2020;4191.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2019;4333.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2018;4152.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2017;3842.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2016;3729.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2015;3932.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2014;3753.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2013;3683.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2012;3900.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2011;63136.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2010;63617.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2009;60140.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2008;75466.377
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2007;98463.933
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2006;106637.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2005;98502.0
Česko;Produkce průmyslových výrobků;Radiátory pro ústřední topení, nevytápěné elektricky, a jejich části a součásti, ze železa nebo oceli (mil. Kč);2004;107147.0
