Území;Ukazatel;Pohlaví;Roky;value
Česko;Osoby používající sociální sítě (%);muži;2014;37.7
Česko;Osoby používající sociální sítě (%);muži;2015;37.6
Česko;Osoby používající sociální sítě (%);muži;2016;40.7
Česko;Osoby používající sociální sítě (%);muži;2017;44.7
Česko;Osoby používající sociální sítě (%);muži;2018;49.4
Česko;Osoby používající sociální sítě (%);muži;2019;53.1
Česko;Osoby používající sociální sítě (%);muži;2020;52.565
Česko;Osoby používající sociální sítě (%);muži;2021;54.426
Česko;Osoby používající sociální sítě (%);muži;2022;58.098
Česko;Osoby používající sociální sítě (%);muži;2023;59.903
Česko;Osoby používající sociální sítě (%);muži;2024;59.688332858
