Ukazatel,Území,Typ indexu,Klasifikace produkce,Čtvrtletí,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",2. čtvrtletí 2018,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",3. čtvrtletí 2018,102.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",4. čtvrtletí 2018,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",1. čtvrtletí 2019,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",2. čtvrtletí 2019,104.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",3. čtvrtletí 2019,104.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",4. čtvrtletí 2019,104.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",1. čtvrtletí 2020,105.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",2. čtvrtletí 2020,104.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",3. čtvrtletí 2020,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",4. čtvrtletí 2020,104.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",1. čtvrtletí 2021,105.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",2. čtvrtletí 2021,106.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",3. čtvrtletí 2021,106.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",4. čtvrtletí 2021,107.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",1. čtvrtletí 2022,109.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",2. čtvrtletí 2022,113.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",3. čtvrtletí 2022,113.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",4. čtvrtletí 2022,114.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",1. čtvrtletí 2023,117.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",2. čtvrtletí 2023,118.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",3. čtvrtletí 2023,119.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",4. čtvrtletí 2023,119.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",1. čtvrtletí 2024,120.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",2. čtvrtletí 2024,120.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",3. čtvrtletí 2024,119.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",4. čtvrtletí 2024,120.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",1. čtvrtletí 2025,123.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací",2. čtvrtletí 2025,124.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2015,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2015,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2015,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2015,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2016,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2016,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2016,97.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2016,97.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2017,97.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2017,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2017,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2017,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2018,97.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2018,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2018,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2018,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2019,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2019,97.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2019,97.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2019,96.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2020,96.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2020,98.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2020,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2020,97.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2021,97.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2021,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2021,104.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2021,106.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2022,110.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2022,118.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2022,122.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2022,122.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2023,120.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2023,119.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2023,119.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2023,118.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2024,119.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2024,119.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2024,119.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2024,119.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2025,120.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Pryžové a plastové výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2025,121.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2015,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2015,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2015,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2015,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2016,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2016,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2016,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2016,101.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2017,101.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2017,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2017,102.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2017,102.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2018,103.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2018,104.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2018,106.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2018,107.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2019,111.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2019,113.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2019,113.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2019,113.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2020,114.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2020,113.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2020,114.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2020,114.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2021,115.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2021,116.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2021,118.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2021,123.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2022,135.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2022,145.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2022,151.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2022,156.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2023,167.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2023,169.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2023,167.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2023,165.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2024,166.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2024,165.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",3. čtvrtletí 2024,164.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",4. čtvrtletí 2024,164.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",1. čtvrtletí 2025,166.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Ostatní nekovové minerální výrobky, vč. souvisejících služeb a prací",2. čtvrtletí 2025,167.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2015,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2015,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",3. čtvrtletí 2015,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",4. čtvrtletí 2015,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2016,92.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2016,91.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",3. čtvrtletí 2016,94.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",4. čtvrtletí 2016,94.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2017,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2017,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",3. čtvrtletí 2017,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",4. čtvrtletí 2017,103.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2018,105.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2018,107.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",3. čtvrtletí 2018,108.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",4. čtvrtletí 2018,110.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2019,108.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2019,107.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",3. čtvrtletí 2019,106.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",4. čtvrtletí 2019,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2020,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2020,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",3. čtvrtletí 2020,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",4. čtvrtletí 2020,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2021,110.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2021,120.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",3. čtvrtletí 2021,141.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",4. čtvrtletí 2021,144.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2022,150.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2022,174.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",3. čtvrtletí 2022,172.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",4. čtvrtletí 2022,165.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2023,157.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2023,154.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",3. čtvrtletí 2023,146.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",4. čtvrtletí 2023,141.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2024,141.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2024,142.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",3. čtvrtletí 2024,142.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",4. čtvrtletí 2024,140.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",1. čtvrtletí 2025,137.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Základní kovy, vč. subdodavatelských prací",2. čtvrtletí 2025,138.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",1. čtvrtletí 2015,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",2. čtvrtletí 2015,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",3. čtvrtletí 2015,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",4. čtvrtletí 2015,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",1. čtvrtletí 2016,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",2. čtvrtletí 2016,99.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",3. čtvrtletí 2016,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",4. čtvrtletí 2016,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",1. čtvrtletí 2017,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",2. čtvrtletí 2017,101.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",3. čtvrtletí 2017,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",4. čtvrtletí 2017,101.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",1. čtvrtletí 2018,102.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",2. čtvrtletí 2018,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",3. čtvrtletí 2018,103.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",4. čtvrtletí 2018,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací",1. čtvrtletí 2019,105.1
