Území,Roky,Ukazatel,value
Česko,2018,Tabulková prvosňatečnost žen (%),66.8714349487
Česko,2018,Průměrný věk mužů při prvním sňatku,32.1700145607
Česko,2018,Průměrný věk žen při prvním sňatku,29.7730903658
Česko,2017,Úhrnná plodnost,1.686674769
Česko,2017,Hrubá míra reprodukce,0.8220361539
Česko,2017,Čistá míra reprodukce,0.8163111077
Česko,2017,Průměrný věk matek při narození dítěte,30.0231637887
Česko,2017,Průměrný věk matek při narození 1. dítěte,28.2362055431
Česko,2017,Naděje dožití mužů při narození,76.0048893891
Česko,2017,Naděje dožití žen při narození,81.8451273946
Česko,2017,Úhrnná rozvodovost (%),47.1552675601
Česko,2017,Průměrná délka trvání manželství při rozvodu,13.2057017717
Česko,2017,Tabulková prvosňatečnost mužů (%),57.5867826834
Česko,2017,Tabulková prvosňatečnost žen (%),65.4451049142
Česko,2017,Průměrný věk mužů při prvním sňatku,32.211953703
Česko,2017,Průměrný věk žen při prvním sňatku,29.7945726633
Česko,2016,Úhrnná plodnost,1.629999335
Česko,2016,Hrubá míra reprodukce,0.7935857509
Česko,2016,Čistá míra reprodukce,0.7874233715
Česko,2016,Průměrný věk matek při narození dítěte,29.9860915647
Česko,2016,Průměrný věk matek při narození 1. dítěte,28.2117645871
Česko,2016,Naděje dožití mužů při narození,76.044936268
Česko,2016,Naděje dožití žen při narození,81.8260870838
Česko,2016,Úhrnná rozvodovost (%),45.2394423961
Česko,2016,Průměrná délka trvání manželství při rozvodu,13.1060055292
Česko,2016,Tabulková prvosňatečnost mužů (%),56.2214066606
Česko,2016,Tabulková prvosňatečnost žen (%),64.2975599944
Česko,2016,Průměrný věk mužů při prvním sňatku,32.1952134775
Česko,2016,Průměrný věk žen při prvním sňatku,29.8728209081
Česko,2015,Úhrnná plodnost,1.570023378
Česko,2015,Hrubá míra reprodukce,0.7644962381
Česko,2015,Čistá míra reprodukce,0.7590696779
Česko,2015,Průměrný věk matek při narození dítěte,29.9923102727
Česko,2015,Průměrný věk matek při narození 1. dítěte,28.2235585821
Česko,2015,Naděje dožití mužů při narození,75.6148426981
Česko,2015,Naděje dožití žen při narození,81.4535557999
Česko,2015,Úhrnná rozvodovost (%),46.5236925465
Česko,2015,Průměrná délka trvání manželství při rozvodu,13.0154180908
Česko,2015,Tabulková prvosňatečnost mužů (%),55.0984358813
Česko,2015,Tabulková prvosňatečnost žen (%),62.3570035995
Česko,2015,Průměrný věk mužů při prvním sňatku,32.3554647842
Česko,2015,Průměrný věk žen při prvním sňatku,29.8307694522
Česko,2014,Úhrnná plodnost,1.527567307
Česko,2014,Hrubá míra reprodukce,0.7432302754
Česko,2014,Čistá míra reprodukce,0.7381172465
Česko,2014,Průměrný věk matek při narození dítěte,29.9388546244
Česko,2014,Průměrný věk matek při narození 1. dítěte,28.1365657078
Česko,2014,Naděje dožití mužů při narození,75.7075451827
Česko,2014,Naděje dožití žen při narození,81.7288420906
Česko,2014,Úhrnná rozvodovost (%),46.7249768282
Česko,2014,Průměrná délka trvání manželství při rozvodu,13.0596391068
Česko,2014,Tabulková prvosňatečnost mužů (%),53.0865048817
Česko,2014,Tabulková prvosňatečnost žen (%),60.7757429096
Česko,2014,Průměrný věk mužů při prvním sňatku,32.3063046663
Česko,2014,Průměrný věk žen při prvním sňatku,29.8444657985
Česko,2013,Úhrnná plodnost,1.456018401
Česko,2013,Hrubá míra reprodukce,0.7101892606
Česko,2013,Čistá míra reprodukce,0.705232241
Česko,2013,Průměrný věk matek při narození dítěte,29.8620461861
Česko,2013,Průměrný věk matek při narození 1. dítěte,28.0827601215
Česko,2013,Naděje dožití mužů při narození,75.1531452448
Česko,2013,Naděje dožití žen při narození,81.1573956667
Česko,2013,Úhrnná rozvodovost (%),47.8401875847
Česko,2013,Průměrná délka trvání manželství při rozvodu,12.9671074573
Česko,2013,Tabulková prvosňatečnost mužů (%),51.4170764134
Česko,2013,Tabulková prvosňatečnost žen (%),59.0110832136
Česko,2013,Průměrný věk mužů při prvním sňatku,32.3069121943
Česko,2013,Průměrný věk žen při prvním sňatku,29.8196409821
Česko,2012,Úhrnná plodnost,1.452046855
Česko,2012,Hrubá míra reprodukce,0.7089997572
Česko,2012,Čistá míra reprodukce,0.7036617102
Česko,2012,Průměrný věk matek při narození dítěte,29.7608945851
Česko,2012,Průměrný věk matek při narození 1. dítěte,27.9169571314
Česko,2012,Naděje dožití mužů při narození,74.9582726458
Česko,2012,Naděje dožití žen při narození,80.9939649002
Česko,2012,Úhrnná rozvodovost (%),44.4922698555
Česko,2012,Průměrná délka trvání manželství při rozvodu,12.8339834567
Česko,2012,Tabulková prvosňatečnost mužů (%),53.2320636254
Česko,2012,Tabulková prvosňatečnost žen (%),60.6140504324
Česko,2012,Průměrný věk mužů při prvním sňatku,32.2510191723
Česko,2012,Průměrný věk žen při prvním sňatku,29.5802041136
Česko,2011,Úhrnná plodnost,1.426534852
Česko,2011,Hrubá míra reprodukce,0.6939413823
Česko,2011,Čistá míra reprodukce,0.6885327738
Česko,2011,Průměrný věk matek při narození dítěte,29.6941955095
Česko,2011,Průměrný věk matek při narození 1. dítěte,27.7847681341
Česko,2011,Naděje dožití mužů při narození,74.7098524846
Česko,2011,Naděje dožití žen při narození,80.8332229218
Česko,2011,Úhrnná rozvodovost (%),46.2329937939
Česko,2011,Průměrná délka trvání manželství při rozvodu,12.9400346345
Česko,2011,Tabulková prvosňatečnost mužů (%),53.5166263719
Česko,2011,Tabulková prvosňatečnost žen (%),61.0207026255
Česko,2011,Průměrný věk mužů při prvním sňatku,32.1819674716
Česko,2011,Průměrný věk žen při prvním sňatku,29.5753383805
Česko,2010,Úhrnná plodnost,1.49318365
Česko,2010,Hrubá míra reprodukce,0.7256487733
Česko,2010,Čistá míra reprodukce,0.7198830514
Česko,2010,Průměrný věk matek při narození dítěte,29.5869352383
Česko,2010,Průměrný věk matek při narození 1. dítěte,27.6245938818
Česko,2010,Naděje dožití mužů při narození,74.3985739607
Česko,2010,Naděje dožití žen při narození,80.631133236
Česko,2010,Úhrnná rozvodovost (%),49.9629433221
Česko,2010,Průměrná délka trvání manželství při rozvodu,12.6992391968
Česko,2010,Tabulková prvosňatečnost mužů (%),54.9114826995
Česko,2010,Tabulková prvosňatečnost žen (%),61.6119323945
Česko,2010,Průměrný věk mužů při prvním sňatku,32.178083315
Česko,2010,Průměrný věk žen při prvním sňatku,29.4103919254
Česko,2009,Úhrnná plodnost,1.492261105
Česko,2009,Hrubá míra reprodukce,0.7314480905
Česko,2009,Čistá míra reprodukce,0.7253171794
Česko,2009,Průměrný věk matek při narození dítěte,29.4275199095
Česko,2009,Průměrný věk matek při narození 1. dítěte,27.4442635725
Česko,2009,Naděje dožití mužů při narození,74.1738106018
Česko,2009,Naděje dožití žen při narození,80.3025748223
Česko,2009,Úhrnná rozvodovost (%),46.7639096058
Česko,2009,Průměrná délka trvání manželství při rozvodu,12.4645422001
Česko,2009,Tabulková prvosňatečnost mužů (%),56.0544874523
Česko,2009,Tabulková prvosňatečnost žen (%),62.7364831751
Česko,2009,Průměrný věk mužů při prvním sňatku,31.9583760748
Česko,2009,Průměrný věk žen při prvním sňatku,29.2058081446
Česko,2008,Úhrnná plodnost,1.497028298
Česko,2008,Hrubá míra reprodukce,0.7296678488
Česko,2008,Čistá míra reprodukce,0.7239572663
Česko,2008,Průměrný věk matek při narození dítěte,29.3311881671
Česko,2008,Průměrný věk matek při narození 1. dítěte,27.3317951121
Česko,2008,Naděje dožití mužů při narození,74.0211756026
Česko,2008,Naděje dožití žen při narození,80.2943482573
Česko,2008,Úhrnná rozvodovost (%),49.629547639
Česko,2008,Průměrná délka trvání manželství při rozvodu,12.3362370238
Česko,2008,Tabulková prvosňatečnost mužů (%),59.5717137587
Česko,2008,Tabulková prvosňatečnost žen (%),66.086165028
Česko,2008,Průměrný věk mužů při prvním sňatku,31.4487671476
Česko,2008,Průměrný věk žen při prvním sňatku,28.771296222
Česko,2007,Úhrnná plodnost,1.437943046
Česko,2007,Hrubá míra reprodukce,0.7043772641
Česko,2007,Čistá míra reprodukce,0.6988730566
Česko,2007,Průměrný věk matek při narození dítěte,29.1398919126
Česko,2007,Průměrný věk matek při narození 1. dítěte,27.1405745175
Česko,2007,Naděje dožití mužů při narození,73.6689831281
Česko,2007,Naděje dožití žen při narození,80.0554464978
Česko,2007,Úhrnná rozvodovost (%),48.7475110579
Česko,2007,Průměrná délka trvání manželství při rozvodu,12.2561319245
Česko,2007,Tabulková prvosňatečnost mužů (%),64.4752860519
Česko,2007,Tabulková prvosňatečnost žen (%),71.1124590249
Česko,2007,Průměrný věk mužů při prvním sňatku,31.1673197784
Česko,2007,Průměrný věk žen při prvním sňatku,28.5615001513
Česko,2006,Úhrnná plodnost,1.327947839
Česko,2006,Hrubá míra reprodukce,0.6429612407
Česko,2006,Čistá míra reprodukce,0.6379548814
Česko,2006,Průměrný věk matek při narození dítěte,28.879555591
Česko,2006,Průměrný věk matek při narození 1. dítěte,26.9426934031
Česko,2006,Naděje dožití mužů při narození,73.4414269844
Česko,2006,Naděje dožití žen při narození,79.8501110076
Česko,2006,Úhrnná rozvodovost (%),48.6882243262
Česko,2006,Průměrná délka trvání manželství při rozvodu,12.0377473841
Česko,2006,Tabulková prvosňatečnost mužů (%),62.9123141138
Česko,2006,Tabulková prvosňatečnost žen (%),69.7135575073
Česko,2006,Průměrný věk mužů při prvním sňatku,31.0063044999
Česko,2006,Průměrný věk žen při prvním sňatku,28.4424989896
Česko,2005,Úhrnná plodnost,1.281538461
Česko,2005,Hrubá míra reprodukce,0.6237233597
Česko,2005,Čistá míra reprodukce,0.6180900332
Česko,2005,Průměrný věk matek při narození dítěte,28.6060646505
Česko,2005,Průměrný věk matek při narození 1. dítěte,26.6107010273
Česko,2005,Naděje dožití mužů při narození,72.9100238422
Česko,2005,Naděje dožití žen při narození,79.3439895802
Česko,2005,Úhrnná rozvodovost (%),47.3397479021
Česko,2005,Průměrná délka trvání manželství při rozvodu,12.1540419549
Česko,2005,Tabulková prvosňatečnost mužů (%),62.8302921308
Česko,2005,Tabulková prvosňatečnost žen (%),69.1476024966
Česko,2005,Průměrný věk mužů při prvním sňatku,30.754581237
Česko,2005,Průměrný věk žen při prvním sňatku,28.129393185
Česko,2004,Úhrnná plodnost,1.226441722
Česko,2004,Hrubá míra reprodukce,0.5954943707
Česko,2004,Čistá míra reprodukce,0.5901093154
Česko,2004,Průměrný věk matek při narození dítěte,28.3325946671
Česko,2004,Průměrný věk matek při narození 1. dítěte,26.3122668373
Česko,2004,Naděje dožití mužů při narození,72.5638938613
Česko,2004,Naděje dožití žen při narození,79.2042151889
Česko,2004,Úhrnná rozvodovost (%),49.2855547444
Česko,2004,Průměrná délka trvání manželství při rozvodu,11.8723686794
Česko,2004,Tabulková prvosňatečnost mužů (%),63.591863885
Česko,2004,Tabulková prvosňatečnost žen (%),69.809050162
Česko,2004,Průměrný věk mužů při prvním sňatku,30.5057686487
Česko,2004,Průměrný věk žen při prvním sňatku,27.9886336296
Česko,2003,Úhrnná plodnost,1.178684722
Česko,2003,Hrubá míra reprodukce,0.5735390233
Česko,2003,Čistá míra reprodukce,0.5681485526
Česko,2003,Průměrný věk matek při narození dítěte,28.0547379307
Česko,2003,Průměrný věk matek při narození 1. dítěte,25.9258260351
Česko,2003,Naděje dožití mužů při narození,72.062250972
Česko,2003,Naděje dožití žen při narození,78.6429714726
Česko,2003,Úhrnná rozvodovost (%),48.0103250019
Česko,2003,Průměrná délka trvání manželství při rozvodu,11.7586049456
Česko,2003,Tabulková prvosňatečnost mužů (%),62.5499786621
Česko,2003,Tabulková prvosňatečnost žen (%),68.6697196874
Česko,2003,Průměrný věk mužů při prvním sňatku,30.2599622637
Česko,2003,Průměrný věk žen při prvním sňatku,27.7465232208
Česko,2002,Úhrnná plodnost,1.170676595
Česko,2002,Hrubá míra reprodukce,0.5685394692
Česko,2002,Čistá míra reprodukce,0.5627453725
Česko,2002,Průměrný věk matek při narození dítěte,27.8098599527
Česko,2002,Průměrný věk matek při narození 1. dítěte,25.6278000579
Česko,2002,Naděje dožití mužů při narození,72.0772014499
Česko,2002,Naděje dožití žen při narození,78.6968520681
Česko,2002,Úhrnná rozvodovost (%),45.7462846308
Česko,2002,Průměrná délka trvání manželství při rozvodu,11.5073683465
Česko,2002,Tabulková prvosňatečnost mužů (%),66.1518984859
Česko,2002,Tabulková prvosňatečnost žen (%),72.4167204338
Česko,2002,Průměrný věk mužů při prvním sňatku,29.7199771116
Česko,2002,Průměrný věk žen při prvním sňatku,27.2720194708
Česko,2001,Úhrnná plodnost,1.145721873
Česko,2001,Hrubá míra reprodukce,0.5572442756
Česko,2001,Čistá míra reprodukce,0.5518278417
Česko,2001,Průměrný věk matek při narození dítěte,27.5492894963
Česko,2001,Průměrný věk matek při narození 1. dítěte,25.3448110244
Česko,2001,Naděje dožití mužů při narození,72.0261848818
Česko,2001,Naděje dožití žen při narození,78.5149246523
Česko,2001,Úhrnná rozvodovost (%),44.6790264371
Česko,2001,Průměrná délka trvání manželství při rozvodu,11.2624436548
Česko,2001,Tabulková prvosňatečnost mužů (%),66.0301564757
Česko,2001,Tabulková prvosňatečnost žen (%),72.5163064357
Česko,2001,Průměrný věk mužů při prvním sňatku,29.2877518713
Česko,2001,Průměrný věk žen při prvním sňatku,26.8918369527
Česko,2000,Úhrnná plodnost,1.143633471
Česko,2000,Hrubá míra reprodukce,0.5514818949
Česko,2000,Čistá míra reprodukce,0.5458635817
Česko,2000,Průměrný věk matek při narození dítěte,27.1766367213
Česko,2000,Průměrný věk matek při narození 1. dítěte,24.9416813011
Česko,2000,Naděje dožití mužů při narození,71.6265464972
Česko,2000,Naděje dožití žen při narození,78.3898206659
Česko,2000,Úhrnná rozvodovost (%),41.3880733306
Česko,2000,Průměrná délka trvání manželství při rozvodu,11.0145058913
Česko,2000,Tabulková prvosňatečnost mužů (%),69.4530629037
Česko,2000,Tabulková prvosňatečnost žen (%),74.4192449226
Česko,2000,Průměrný věk mužů při prvním sňatku,28.8560188745
Česko,2000,Průměrný věk žen při prvním sňatku,26.4653463207
Česko,1999,Úhrnná plodnost,1.132838167
Česko,1999,Hrubá míra reprodukce,0.5523457429
Česko,1999,Čistá míra reprodukce,0.546562874
Česko,1999,Průměrný věk matek při narození dítěte,26.8580119949
Česko,1999,Průměrný věk matek při narození 1. dítěte,24.5931193378
Česko,1999,Naděje dožití mužů při narození,71.4022227178
Česko,1999,Naděje dožití žen při narození,78.1370972527
Česko,1999,Úhrnná rozvodovost (%),32.4772983481
Česko,1999,Průměrná délka trvání manželství při rozvodu,10.7735384631
Česko,1999,Tabulková prvosňatečnost mužů (%),68.7761860353
Česko,1999,Tabulková prvosňatečnost žen (%),74.1436137038
Česko,1999,Průměrný věk mužů při prvním sňatku,28.524063354
Česko,1999,Průměrný věk žen při prvním sňatku,26.2342709406
Česko,1998,Úhrnná plodnost,1.1565974269
Česko,1998,Hrubá míra reprodukce,0.5616281606
Česko,1998,Čistá míra reprodukce,0.555509224
Česko,1998,Průměrný věk matek při narození dítěte,26.623397107
Česko,1998,Průměrný věk matek při narození 1. dítěte,24.3510829793
Česko,1998,Naděje dožití mužů při narození,71.1143054026
Česko,1998,Naděje dožití žen při narození,78.0252254942
Česko,1998,Úhrnná rozvodovost (%),43.0718492811
Česko,1998,Průměrná délka trvání manželství při rozvodu,10.7894577315
Česko,1998,Tabulková prvosňatečnost mužů (%),70.7860648946
Česko,1998,Tabulková prvosňatečnost žen (%),75.7448370388
Česko,1998,Průměrný věk mužů při prvním sňatku,28.113489859
Česko,1998,Průměrný věk žen při prvním sňatku,25.7680574147
Česko,1997,Úhrnná plodnost,1.1726206667
Česko,1997,Hrubá míra reprodukce,0.5700111981
Česko,1997,Čistá míra reprodukce,0.5630942103
Česko,1997,Průměrný věk matek při narození dítěte,26.3642960744
Česko,1997,Průměrný věk matek při narození 1. dítěte,24.0369306273
Česko,1997,Naděje dožití mužů při narození,70.4873288516
Česko,1997,Naděje dožití žen při narození,77.4760124689
Česko,1997,Úhrnná rozvodovost (%),42.1440112172
Česko,1997,Průměrná délka trvání manželství při rozvodu,10.7009359081
Česko,1997,Tabulková prvosňatečnost mužů (%),73.1153320697
Česko,1997,Tabulková prvosňatečnost žen (%),78.6569390614
Česko,1997,Průměrný věk mužů při prvním sňatku,27.6481632572
Česko,1997,Průměrný věk žen při prvním sňatku,25.4320162442
Česko,1996,Úhrnná plodnost,1.185253952
Česko,1996,Hrubá míra reprodukce,0.5768336523
Česko,1996,Čistá míra reprodukce,0.5698169646
Česko,1996,Průměrný věk matek při narození dítěte,26.0857161303
Česko,1996,Průměrný věk matek při narození 1. dítěte,23.6760147692
Česko,1996,Naděje dožití mužů při narození,70.351494331
Česko,1996,Naděje dožití žen při narození,77.3641868025
Česko,1996,Úhrnná rozvodovost (%),41.8274836683
Česko,1996,Průměrná délka trvání manželství při rozvodu,10.6422171352
Česko,1996,Tabulková prvosňatečnost mužů (%),71.3619768031
Česko,1996,Tabulková prvosňatečnost žen (%),77.1015089392
Česko,1996,Průměrný věk mužů při prvním sňatku,27.1184370236
Česko,1996,Průměrný věk žen při prvním sňatku,24.8836949242
Česko,1995,Úhrnná plodnost,1.2777367414
Česko,1995,Hrubá míra reprodukce,0.6206374311
Česko,1995,Čistá míra reprodukce,0.6121122201
Česko,1995,Průměrný věk matek při narození dítěte,25.7581842498
Česko,1995,Průměrný věk matek při narození 1. dítěte,23.321813037
Česko,1995,Naděje dožití mužů při narození,69.7074367658
Česko,1995,Naděje dožití žen při narození,76.6874955815
Česko,1995,Úhrnná rozvodovost (%),38.4475710038
Česko,1995,Průměrná délka trvání manželství při rozvodu,10.4677052492
Česko,1995,Tabulková prvosňatečnost mužů (%),73.2044955125
Česko,1995,Tabulková prvosňatečnost žen (%),79.9401324222
Česko,1995,Průměrný věk mužů při prvním sňatku,26.6843147313
Česko,1995,Průměrný věk žen při prvním sňatku,24.5856840371
Česko,1994,Úhrnná plodnost,1.4383068517
Česko,1994,Hrubá míra reprodukce,0.700033395
Česko,1994,Čistá míra reprodukce,0.690234355
Česko,1994,Průměrný věk matek při narození dítěte,25.3687737127
Česko,1994,Průměrný věk matek při narození 1. dítěte,22.9166934659
Česko,1994,Naděje dožití mužů při narození,69.5226380962
Česko,1994,Naděje dožití žen při narození,76.6704794245
Česko,1994,Úhrnná rozvodovost (%),37.5109376362
Česko,1994,Průměrná délka trvání manželství při rozvodu,10.4558742201
Česko,1994,Tabulková prvosňatečnost mužů (%),76.4230299318
Česko,1994,Tabulková prvosňatečnost žen (%),82.559832701
Česko,1994,Průměrný věk mužů při prvním sňatku,26.1492036537
Česko,1994,Průměrný věk žen při prvním sňatku,23.9298149143
Česko,1993,Úhrnná plodnost,1.6656434022
Česko,1993,Hrubá míra reprodukce,0.8112262595
Česko,1993,Čistá míra reprodukce,0.7998204802
Česko,1993,Průměrný věk matek při narození dítěte,25.0387301297
Česko,1993,Průměrný věk matek při narození 1. dítěte,22.6068459455
Česko,1993,Naděje dožití mužů při narození,69.2776824308
Česko,1993,Naděje dožití žen při narození,76.4591109565
Česko,1993,Úhrnná rozvodovost (%),36.1801669579
Česko,1993,Průměrná délka trvání manželství při rozvodu,10.2510606679
Česko,1993,Tabulková prvosňatečnost mužů (%),81.4237107174
Česko,1993,Tabulková prvosňatečnost žen (%),87.694968479
Česko,1993,Průměrný věk mužů při prvním sňatku,25.380609185
Česko,1993,Průměrný věk žen při prvním sňatku,23.2283077446
Česko,1992,Úhrnná plodnost,1.7147855671
Česko,1992,Hrubá míra reprodukce,0.831708457
Česko,1992,Čistá míra reprodukce,0.818702227
Česko,1992,Průměrný věk matek při narození dítěte,24.8274373114
Česko,1992,Průměrný věk matek při narození 1. dítěte,22.5068623476
Česko,1992,Naděje dožití mužů při narození,68.5439215368
Česko,1992,Naděje dožití žen při narození,76.2163906874
Česko,1992,Úhrnná rozvodovost (%),33.911044277
Česko,1992,Průměrná délka trvání manželství při rozvodu,10.1907037333
Česko,1992,Tabulková prvosňatečnost mužů (%),85.4102145866
Česko,1992,Tabulková prvosňatečnost žen (%),91.5303967208
Česko,1992,Průměrný věk mužů při prvním sňatku,24.823641682
Česko,1992,Průměrný věk žen při prvním sňatku,22.56408381
Česko,1991,Úhrnná plodnost,1.860947179
Česko,1991,Hrubá míra reprodukce,0.9020756535
Česko,1991,Čistá míra reprodukce,0.8873781275
Česko,1991,Průměrný věk matek při narození dítěte,24.7254357149
Česko,1991,Průměrný věk matek při narození 1. dítěte,22.4293500752
Česko,1991,Naděje dožití mužů při narození,68.2333679175
Česko,1991,Naděje dožití žen při narození,75.75431687
Česko,1991,Úhrnná rozvodovost (%),34.7532514555
Česko,1991,Průměrná délka trvání manželství při rozvodu,10.0943249596
Česko,1991,Tabulková prvosňatečnost mužů (%),84.4020001813
Česko,1991,Tabulková prvosňatečnost žen (%),91.2291122046
Česko,1991,Průměrný věk mužů při prvním sňatku,24.6893996381
Česko,1991,Průměrný věk žen při prvním sňatku,22.313416363
Česko,1990,Úhrnná plodnost,1.8932124982
Česko,1990,Hrubá míra reprodukce,0.9222756334
Česko,1990,Čistá míra reprodukce,0.9072350312
Česko,1990,Průměrný věk matek při narození dítěte,24.7636354991
Česko,1990,Průměrný věk matek při narození 1. dítěte,22.4686466457
Česko,1990,Naděje dožití mužů při narození,67.5700799894
Česko,1990,Naděje dožití žen při narození,75.4286970604
Česko,1990,Úhrnná rozvodovost (%),37.9822593027
Česko,1990,Průměrná délka trvání manželství při rozvodu,10.1337057919
Česko,1990,Tabulková prvosňatečnost mužů (%),91.06
Česko,1990,Tabulková prvosňatečnost žen (%),96.18
Česko,1990,Průměrný věk mužů při prvním sňatku,23.96
Česko,1990,Průměrný věk žen při prvním sňatku,21.43
Česko,1989,Úhrnná plodnost,1.8736475361
Česko,1989,Hrubá míra reprodukce,0.9152147362
