Ukazatel,Území,Pohlaví,Roky,Věk (roky),Rodinný stav,value
Počet obyvatel k 31. 12.,Česko,Ženy,2023,24,"Rozvedení, rozvedené",274
Počet obyvatel k 31. 12.,Česko,Ženy,2023,24,"Ovdovělí, ovdovělé",12
Počet obyvatel k 31. 12.,Česko,Ženy,2023,25,Celkem,50721
Počet obyvatel k 31. 12.,Česko,Ženy,2023,25,"Svobodní, svobodné",42021
Počet obyvatel k 31. 12.,Česko,Ženy,2023,25,"Ženatí, vdané",8253
Počet obyvatel k 31. 12.,Česko,Ženy,2023,25,"Rozvedení, rozvedené",425
Počet obyvatel k 31. 12.,Česko,Ženy,2023,25,"Ovdovělí, ovdovělé",22
Počet obyvatel k 31. 12.,Česko,Ženy,2023,26,Celkem,51343
Počet obyvatel k 31. 12.,Česko,Ženy,2023,26,"Svobodní, svobodné",39450
Počet obyvatel k 31. 12.,Česko,Ženy,2023,26,"Ženatí, vdané",11176
Počet obyvatel k 31. 12.,Česko,Ženy,2023,26,"Rozvedení, rozvedené",699
Počet obyvatel k 31. 12.,Česko,Ženy,2023,26,"Ovdovělí, ovdovělé",18
Počet obyvatel k 31. 12.,Česko,Ženy,2023,27,Celkem,51687
Počet obyvatel k 31. 12.,Česko,Ženy,2023,27,"Svobodní, svobodné",36518
Počet obyvatel k 31. 12.,Česko,Ženy,2023,27,"Ženatí, vdané",14217
Počet obyvatel k 31. 12.,Česko,Ženy,2023,27,"Rozvedení, rozvedené",926
Počet obyvatel k 31. 12.,Česko,Ženy,2023,27,"Ovdovělí, ovdovělé",26
Počet obyvatel k 31. 12.,Česko,Ženy,2023,28,Celkem,54293
Počet obyvatel k 31. 12.,Česko,Ženy,2023,28,"Svobodní, svobodné",35629
Počet obyvatel k 31. 12.,Česko,Ženy,2023,28,"Ženatí, vdané",17434
Počet obyvatel k 31. 12.,Česko,Ženy,2023,28,"Rozvedení, rozvedené",1188
Počet obyvatel k 31. 12.,Česko,Ženy,2023,28,"Ovdovělí, ovdovělé",42
Počet obyvatel k 31. 12.,Česko,Ženy,2023,29,Celkem,59901
Počet obyvatel k 31. 12.,Česko,Ženy,2023,29,"Svobodní, svobodné",36387
Počet obyvatel k 31. 12.,Česko,Ženy,2023,29,"Ženatí, vdané",21780
Počet obyvatel k 31. 12.,Česko,Ženy,2023,29,"Rozvedení, rozvedené",1677
Počet obyvatel k 31. 12.,Česko,Ženy,2023,29,"Ovdovělí, ovdovělé",57
Počet obyvatel k 31. 12.,Česko,Ženy,2023,30,Celkem,66246
Počet obyvatel k 31. 12.,Česko,Ženy,2023,30,"Svobodní, svobodné",37405
Počet obyvatel k 31. 12.,Česko,Ženy,2023,30,"Ženatí, vdané",26626
Počet obyvatel k 31. 12.,Česko,Ženy,2023,30,"Rozvedení, rozvedené",2155
Počet obyvatel k 31. 12.,Česko,Ženy,2023,30,"Ovdovělí, ovdovělé",60
Počet obyvatel k 31. 12.,Česko,Ženy,2023,31,Celkem,66614
Počet obyvatel k 31. 12.,Česko,Ženy,2023,31,"Svobodní, svobodné",35048
Počet obyvatel k 31. 12.,Česko,Ženy,2023,31,"Ženatí, vdané",28984
Počet obyvatel k 31. 12.,Česko,Ženy,2023,31,"Rozvedení, rozvedené",2498
Počet obyvatel k 31. 12.,Česko,Ženy,2023,31,"Ovdovělí, ovdovělé",84
Počet obyvatel k 31. 12.,Česko,Ženy,2023,32,Celkem,70242
Počet obyvatel k 31. 12.,Česko,Ženy,2023,32,"Svobodní, svobodné",34811
Počet obyvatel k 31. 12.,Česko,Ženy,2023,32,"Ženatí, vdané",32154
Počet obyvatel k 31. 12.,Česko,Ženy,2023,32,"Rozvedení, rozvedené",3155
Počet obyvatel k 31. 12.,Česko,Ženy,2023,32,"Ovdovělí, ovdovělé",122
Počet obyvatel k 31. 12.,Česko,Ženy,2023,33,Celkem,70784
Počet obyvatel k 31. 12.,Česko,Ženy,2023,33,"Svobodní, svobodné",32904
Počet obyvatel k 31. 12.,Česko,Ženy,2023,33,"Ženatí, vdané",33988
Počet obyvatel k 31. 12.,Česko,Ženy,2023,33,"Rozvedení, rozvedené",3738
Počet obyvatel k 31. 12.,Česko,Ženy,2023,33,"Ovdovělí, ovdovělé",154
Počet obyvatel k 31. 12.,Česko,Ženy,2023,34,Celkem,70031
Počet obyvatel k 31. 12.,Česko,Ženy,2023,34,"Svobodní, svobodné",30636
Počet obyvatel k 31. 12.,Česko,Ženy,2023,34,"Ženatí, vdané",34946
Počet obyvatel k 31. 12.,Česko,Ženy,2023,34,"Rozvedení, rozvedené",4295
Počet obyvatel k 31. 12.,Česko,Ženy,2023,34,"Ovdovělí, ovdovělé",154
Počet obyvatel k 31. 12.,Česko,Ženy,2023,35,Celkem,72812
Počet obyvatel k 31. 12.,Česko,Ženy,2023,35,"Svobodní, svobodné",30004
Počet obyvatel k 31. 12.,Česko,Ženy,2023,35,"Ženatí, vdané",37512
Počet obyvatel k 31. 12.,Česko,Ženy,2023,35,"Rozvedení, rozvedené",5082
Počet obyvatel k 31. 12.,Česko,Ženy,2023,35,"Ovdovělí, ovdovělé",214
Počet obyvatel k 31. 12.,Česko,Ženy,2023,36,Celkem,71401
Počet obyvatel k 31. 12.,Česko,Ženy,2023,36,"Svobodní, svobodné",27811
Počet obyvatel k 31. 12.,Česko,Ženy,2023,36,"Ženatí, vdané",37714
Počet obyvatel k 31. 12.,Česko,Ženy,2023,36,"Rozvedení, rozvedené",5615
Počet obyvatel k 31. 12.,Česko,Ženy,2023,36,"Ovdovělí, ovdovělé",261
Počet obyvatel k 31. 12.,Česko,Ženy,2023,37,Celkem,72772
Počet obyvatel k 31. 12.,Česko,Ženy,2023,37,"Svobodní, svobodné",26877
Počet obyvatel k 31. 12.,Česko,Ženy,2023,37,"Ženatí, vdané",38824
Počet obyvatel k 31. 12.,Česko,Ženy,2023,37,"Rozvedení, rozvedené",6747
Počet obyvatel k 31. 12.,Česko,Ženy,2023,37,"Ovdovělí, ovdovělé",324
Počet obyvatel k 31. 12.,Česko,Ženy,2023,38,Celkem,73863
Počet obyvatel k 31. 12.,Česko,Ženy,2023,38,"Svobodní, svobodné",26551
Počet obyvatel k 31. 12.,Česko,Ženy,2023,38,"Ženatí, vdané",39726
Počet obyvatel k 31. 12.,Česko,Ženy,2023,38,"Rozvedení, rozvedené",7224
Počet obyvatel k 31. 12.,Česko,Ženy,2023,38,"Ovdovělí, ovdovělé",362
Počet obyvatel k 31. 12.,Česko,Ženy,2023,39,Celkem,74228
Počet obyvatel k 31. 12.,Česko,Ženy,2023,39,"Svobodní, svobodné",24943
Počet obyvatel k 31. 12.,Česko,Ženy,2023,39,"Ženatí, vdané",40623
Počet obyvatel k 31. 12.,Česko,Ženy,2023,39,"Rozvedení, rozvedené",8222
Počet obyvatel k 31. 12.,Česko,Ženy,2023,39,"Ovdovělí, ovdovělé",440
Počet obyvatel k 31. 12.,Česko,Ženy,2023,40,Celkem,74597
Počet obyvatel k 31. 12.,Česko,Ženy,2023,40,"Svobodní, svobodné",23762
Počet obyvatel k 31. 12.,Česko,Ženy,2023,40,"Ženatí, vdané",41045
Počet obyvatel k 31. 12.,Česko,Ženy,2023,40,"Rozvedení, rozvedené",9304
Počet obyvatel k 31. 12.,Česko,Ženy,2023,40,"Ovdovělí, ovdovělé",486
Počet obyvatel k 31. 12.,Česko,Ženy,2023,41,Celkem,75782
Počet obyvatel k 31. 12.,Česko,Ženy,2023,41,"Svobodní, svobodné",22658
Počet obyvatel k 31. 12.,Česko,Ženy,2023,41,"Ženatí, vdané",42396
Počet obyvatel k 31. 12.,Česko,Ženy,2023,41,"Rozvedení, rozvedené",10178
Počet obyvatel k 31. 12.,Česko,Ženy,2023,41,"Ovdovělí, ovdovělé",550
Počet obyvatel k 31. 12.,Česko,Ženy,2023,42,Celkem,75792
Počet obyvatel k 31. 12.,Česko,Ženy,2023,42,"Svobodní, svobodné",21461
Počet obyvatel k 31. 12.,Česko,Ženy,2023,42,"Ženatí, vdané",42380
Počet obyvatel k 31. 12.,Česko,Ženy,2023,42,"Rozvedení, rozvedené",11289
Počet obyvatel k 31. 12.,Česko,Ženy,2023,42,"Ovdovělí, ovdovělé",662
Počet obyvatel k 31. 12.,Česko,Ženy,2023,43,Celkem,79452
Počet obyvatel k 31. 12.,Česko,Ženy,2023,43,"Svobodní, svobodné",20916
Počet obyvatel k 31. 12.,Česko,Ženy,2023,43,"Ženatí, vdané",44850
Počet obyvatel k 31. 12.,Česko,Ženy,2023,43,"Rozvedení, rozvedené",12925
Počet obyvatel k 31. 12.,Česko,Ženy,2023,43,"Ovdovělí, ovdovělé",761
Počet obyvatel k 31. 12.,Česko,Ženy,2023,44,Celkem,87286
Počet obyvatel k 31. 12.,Česko,Ženy,2023,44,"Svobodní, svobodné",21623
Počet obyvatel k 31. 12.,Česko,Ženy,2023,44,"Ženatí, vdané",49094
Počet obyvatel k 31. 12.,Česko,Ženy,2023,44,"Rozvedení, rozvedené",15632
Počet obyvatel k 31. 12.,Česko,Ženy,2023,44,"Ovdovělí, ovdovělé",937
Počet obyvatel k 31. 12.,Česko,Ženy,2023,45,Celkem,90025
Počet obyvatel k 31. 12.,Česko,Ženy,2023,45,"Svobodní, svobodné",20747
Počet obyvatel k 31. 12.,Česko,Ženy,2023,45,"Ženatí, vdané",50946
Počet obyvatel k 31. 12.,Česko,Ženy,2023,45,"Rozvedení, rozvedené",17220
Počet obyvatel k 31. 12.,Česko,Ženy,2023,45,"Ovdovělí, ovdovělé",1112
Počet obyvatel k 31. 12.,Česko,Ženy,2023,46,Celkem,91518
Počet obyvatel k 31. 12.,Česko,Ženy,2023,46,"Svobodní, svobodné",18801
Počet obyvatel k 31. 12.,Česko,Ženy,2023,46,"Ženatí, vdané",52320
Počet obyvatel k 31. 12.,Česko,Ženy,2023,46,"Rozvedení, rozvedené",19007
Počet obyvatel k 31. 12.,Česko,Ženy,2023,46,"Ovdovělí, ovdovělé",1390
Počet obyvatel k 31. 12.,Česko,Ženy,2023,47,Celkem,93613
Počet obyvatel k 31. 12.,Česko,Ženy,2023,47,"Svobodní, svobodné",17339
Počet obyvatel k 31. 12.,Česko,Ženy,2023,47,"Ženatí, vdané",53727
Počet obyvatel k 31. 12.,Česko,Ženy,2023,47,"Rozvedení, rozvedené",20991
Počet obyvatel k 31. 12.,Česko,Ženy,2023,47,"Ovdovělí, ovdovělé",1556
Počet obyvatel k 31. 12.,Česko,Ženy,2023,48,Celkem,95270
Počet obyvatel k 31. 12.,Česko,Ženy,2023,48,"Svobodní, svobodné",15809
Počet obyvatel k 31. 12.,Česko,Ženy,2023,48,"Ženatí, vdané",54694
Počet obyvatel k 31. 12.,Česko,Ženy,2023,48,"Rozvedení, rozvedené",22932
Počet obyvatel k 31. 12.,Česko,Ženy,2023,48,"Ovdovělí, ovdovělé",1835
Počet obyvatel k 31. 12.,Česko,Ženy,2023,49,Celkem,95772
Počet obyvatel k 31. 12.,Česko,Ženy,2023,49,"Svobodní, svobodné",14023
Počet obyvatel k 31. 12.,Česko,Ženy,2023,49,"Ženatí, vdané",54974
Počet obyvatel k 31. 12.,Česko,Ženy,2023,49,"Rozvedení, rozvedené",24630
Počet obyvatel k 31. 12.,Česko,Ženy,2023,49,"Ovdovělí, ovdovělé",2145
Počet obyvatel k 31. 12.,Česko,Ženy,2023,50,Celkem,89145
Počet obyvatel k 31. 12.,Česko,Ženy,2023,50,"Svobodní, svobodné",11267
Počet obyvatel k 31. 12.,Česko,Ženy,2023,50,"Ženatí, vdané",51607
Počet obyvatel k 31. 12.,Česko,Ženy,2023,50,"Rozvedení, rozvedené",24007
Počet obyvatel k 31. 12.,Česko,Ženy,2023,50,"Ovdovělí, ovdovělé",2264
Počet obyvatel k 31. 12.,Česko,Ženy,2023,51,Celkem,81282
Počet obyvatel k 31. 12.,Česko,Ženy,2023,51,"Svobodní, svobodné",9142
Počet obyvatel k 31. 12.,Česko,Ženy,2023,51,"Ženatí, vdané",47291
Počet obyvatel k 31. 12.,Česko,Ženy,2023,51,"Rozvedení, rozvedené",22522
Počet obyvatel k 31. 12.,Česko,Ženy,2023,51,"Ovdovělí, ovdovělé",2327
Počet obyvatel k 31. 12.,Česko,Ženy,2023,52,Celkem,76631
Počet obyvatel k 31. 12.,Česko,Ženy,2023,52,"Svobodní, svobodné",7433
Počet obyvatel k 31. 12.,Česko,Ženy,2023,52,"Ženatí, vdané",44787
Počet obyvatel k 31. 12.,Česko,Ženy,2023,52,"Rozvedení, rozvedené",21888
Počet obyvatel k 31. 12.,Česko,Ženy,2023,52,"Ovdovělí, ovdovělé",2523
Počet obyvatel k 31. 12.,Česko,Ženy,2023,53,Celkem,73526
Počet obyvatel k 31. 12.,Česko,Ženy,2023,53,"Svobodní, svobodné",6268
Počet obyvatel k 31. 12.,Česko,Ženy,2023,53,"Ženatí, vdané",42870
Počet obyvatel k 31. 12.,Česko,Ženy,2023,53,"Rozvedení, rozvedené",21673
Počet obyvatel k 31. 12.,Česko,Ženy,2023,53,"Ovdovělí, ovdovělé",2715
Počet obyvatel k 31. 12.,Česko,Ženy,2023,54,Celkem,70237
Počet obyvatel k 31. 12.,Česko,Ženy,2023,54,"Svobodní, svobodné",5517
Počet obyvatel k 31. 12.,Česko,Ženy,2023,54,"Ženatí, vdané",41203
Počet obyvatel k 31. 12.,Česko,Ženy,2023,54,"Rozvedení, rozvedené",20604
Počet obyvatel k 31. 12.,Česko,Ženy,2023,54,"Ovdovělí, ovdovělé",2913
Počet obyvatel k 31. 12.,Česko,Ženy,2023,55,Celkem,66702
Počet obyvatel k 31. 12.,Česko,Ženy,2023,55,"Svobodní, svobodné",4749
Počet obyvatel k 31. 12.,Česko,Ženy,2023,55,"Ženatí, vdané",38755
Počet obyvatel k 31. 12.,Česko,Ženy,2023,55,"Rozvedení, rozvedené",19926
Počet obyvatel k 31. 12.,Česko,Ženy,2023,55,"Ovdovělí, ovdovělé",3272
Počet obyvatel k 31. 12.,Česko,Ženy,2023,56,Celkem,66472
Počet obyvatel k 31. 12.,Česko,Ženy,2023,56,"Svobodní, svobodné",4429
Počet obyvatel k 31. 12.,Česko,Ženy,2023,56,"Ženatí, vdané",38764
Počet obyvatel k 31. 12.,Česko,Ženy,2023,56,"Rozvedení, rozvedené",19699
Počet obyvatel k 31. 12.,Česko,Ženy,2023,56,"Ovdovělí, ovdovělé",3580
Počet obyvatel k 31. 12.,Česko,Ženy,2023,57,Celkem,67187
Počet obyvatel k 31. 12.,Česko,Ženy,2023,57,"Svobodní, svobodné",4131
Počet obyvatel k 31. 12.,Česko,Ženy,2023,57,"Ženatí, vdané",39336
Počet obyvatel k 31. 12.,Česko,Ženy,2023,57,"Rozvedení, rozvedené",19663
Počet obyvatel k 31. 12.,Česko,Ženy,2023,57,"Ovdovělí, ovdovělé",4057
Počet obyvatel k 31. 12.,Česko,Ženy,2023,58,Celkem,69234
Počet obyvatel k 31. 12.,Česko,Ženy,2023,58,"Svobodní, svobodné",3811
Počet obyvatel k 31. 12.,Česko,Ženy,2023,58,"Ženatí, vdané",40957
Počet obyvatel k 31. 12.,Česko,Ženy,2023,58,"Rozvedení, rozvedené",19775
Počet obyvatel k 31. 12.,Česko,Ženy,2023,58,"Ovdovělí, ovdovělé",4691
Počet obyvatel k 31. 12.,Česko,Ženy,2023,59,Celkem,71822
Počet obyvatel k 31. 12.,Česko,Ženy,2023,59,"Svobodní, svobodné",3700
Počet obyvatel k 31. 12.,Česko,Ženy,2023,59,"Ženatí, vdané",42430
Počet obyvatel k 31. 12.,Česko,Ženy,2023,59,"Rozvedení, rozvedené",20301
Počet obyvatel k 31. 12.,Česko,Ženy,2023,59,"Ovdovělí, ovdovělé",5391
Počet obyvatel k 31. 12.,Česko,Ženy,2023,60,Celkem,69453
Počet obyvatel k 31. 12.,Česko,Ženy,2023,60,"Svobodní, svobodné",3454
Počet obyvatel k 31. 12.,Česko,Ženy,2023,60,"Ženatí, vdané",41201
Počet obyvatel k 31. 12.,Česko,Ženy,2023,60,"Rozvedení, rozvedené",19021
Počet obyvatel k 31. 12.,Česko,Ženy,2023,60,"Ovdovělí, ovdovělé",5777
Počet obyvatel k 31. 12.,Česko,Ženy,2023,61,Celkem,62292
Počet obyvatel k 31. 12.,Česko,Ženy,2023,61,"Svobodní, svobodné",2788
Počet obyvatel k 31. 12.,Česko,Ženy,2023,61,"Ženatí, vdané",37117
Počet obyvatel k 31. 12.,Česko,Ženy,2023,61,"Rozvedení, rozvedené",16370
