Rok sčítání;Území;Ukazatel;value
2021;Královéhradecký kraj;Senioři bydlící mimo byty a zařízení;1121
2021;Královéhradecký kraj;Senioři se základním vzděláním;15919
2021;Královéhradecký kraj;Senioři s vysokoškolským vzděláním;10927
2021;Královéhradecký kraj;Senioři věřící, hlásící se k církvi;21003
2021;Královéhradecký kraj;Senioři věřící, nehlásící se k církvi;11653
2021;Královéhradecký kraj;Senioři - rodáci;43169
2021;Královéhradecký kraj;Senioři - pracující důchodci;15040
2021;Královéhradecký kraj;Senioři - nepracující důchodci;104857
2021;Pardubický kraj;Počet seniorů celkem;107517
2021;Pardubický kraj;Senioři bydlící v bytech;102310
2021;Pardubický kraj;Senioři bydlící v zařízeních;4251
2021;Pardubický kraj;Senioři bydlící mimo byty a zařízení;928
2021;Pardubický kraj;Senioři se základním vzděláním;15163
2021;Pardubický kraj;Senioři s vysokoškolským vzděláním;8891
2021;Pardubický kraj;Senioři věřící, hlásící se k církvi;23770
2021;Pardubický kraj;Senioři věřící, nehlásící se k církvi;10567
2021;Pardubický kraj;Senioři - rodáci;39628
2021;Pardubický kraj;Senioři - pracující důchodci;11843
2021;Pardubický kraj;Senioři - nepracující důchodci;95269
2021;Kraj Vysočina;Počet seniorů celkem;106439
2021;Kraj Vysočina;Senioři bydlící v bytech;101144
2021;Kraj Vysočina;Senioři bydlící v zařízeních;3802
2021;Kraj Vysočina;Senioři bydlící mimo byty a zařízení;1478
2021;Kraj Vysočina;Senioři se základním vzděláním;16477
2021;Kraj Vysočina;Senioři s vysokoškolským vzděláním;8395
2021;Kraj Vysočina;Senioři věřící, hlásící se k církvi;35730
2021;Kraj Vysočina;Senioři věřící, nehlásící se k církvi;11272
2021;Kraj Vysočina;Senioři - rodáci;42309
2021;Kraj Vysočina;Senioři - pracující důchodci;10349
2021;Kraj Vysočina;Senioři - nepracující důchodci;95779
2021;Jihomoravský kraj;Počet seniorů celkem;241005
2021;Jihomoravský kraj;Senioři bydlící v bytech;229588
2021;Jihomoravský kraj;Senioři bydlící v zařízeních;8387
2021;Jihomoravský kraj;Senioři bydlící mimo byty a zařízení;2977
2021;Jihomoravský kraj;Senioři se základním vzděláním;36100
2021;Jihomoravský kraj;Senioři s vysokoškolským vzděláním;30864
2021;Jihomoravský kraj;Senioři věřící, hlásící se k církvi;77467
2021;Jihomoravský kraj;Senioři věřící, nehlásící se k církvi;29310
2021;Jihomoravský kraj;Senioři - rodáci;105510
2021;Jihomoravský kraj;Senioři - pracující důchodci;26875
2021;Jihomoravský kraj;Senioři - nepracující důchodci;212614
2021;Olomoucký kraj;Počet seniorů celkem;132718
2021;Olomoucký kraj;Senioři bydlící v bytech;126725
2021;Olomoucký kraj;Senioři bydlící v zařízeních;4534
2021;Olomoucký kraj;Senioři bydlící mimo byty a zařízení;1423
2021;Olomoucký kraj;Senioři se základním vzděláním;20027
2021;Olomoucký kraj;Senioři s vysokoškolským vzděláním;12814
2021;Olomoucký kraj;Senioři věřící, hlásící se k církvi;34609
2021;Olomoucký kraj;Senioři věřící, nehlásící se k církvi;15851
2021;Olomoucký kraj;Senioři - rodáci;49992
2021;Olomoucký kraj;Senioři - pracující důchodci;12769
2021;Olomoucký kraj;Senioři - nepracující důchodci;119282
2021;Zlínský kraj;Počet seniorů celkem;122682
2021;Zlínský kraj;Senioři bydlící v bytech;116675
2021;Zlínský kraj;Senioři bydlící v zařízeních;4775
2021;Zlínský kraj;Senioři bydlící mimo byty a zařízení;1206
2021;Zlínský kraj;Senioři se základním vzděláním;21460
2021;Zlínský kraj;Senioři s vysokoškolským vzděláním;11102
2021;Zlínský kraj;Senioři věřící, hlásící se k církvi;51085
2021;Zlínský kraj;Senioři věřící, nehlásící se k církvi;14276
2021;Zlínský kraj;Senioři - rodáci;52526
2021;Zlínský kraj;Senioři - pracující důchodci;12202
2021;Zlínský kraj;Senioři - nepracující důchodci;110055
2021;Moravskoslezský kraj;Počet seniorů celkem;243111
2021;Moravskoslezský kraj;Senioři bydlící v bytech;232334
2021;Moravskoslezský kraj;Senioři bydlící v zařízeních;8303
2021;Moravskoslezský kraj;Senioři bydlící mimo byty a zařízení;2397
2021;Moravskoslezský kraj;Senioři se základním vzděláním;40034
2021;Moravskoslezský kraj;Senioři s vysokoškolským vzděláním;23284
2021;Moravskoslezský kraj;Senioři věřící, hlásící se k církvi;73151
2021;Moravskoslezský kraj;Senioři věřící, nehlásící se k církvi;28446
2021;Moravskoslezský kraj;Senioři - rodáci;96613
2021;Moravskoslezský kraj;Senioři - pracující důchodci;21085
2021;Moravskoslezský kraj;Senioři - nepracující důchodci;220356
