Území;Institucionální sektor ;Právní forma;Ukazatel;Odvětví ekonomické činnosti;Roky;value
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Těžba a dobývání;2017;205.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Těžba a dobývání;2016;198.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Těžba a dobývání;2015;189.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zpracovatelský průmysl;2022;27984.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zpracovatelský průmysl;2021;27593.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zpracovatelský průmysl;2020;27064.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zpracovatelský průmysl;2019;27009.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zpracovatelský průmysl;2018;26282.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zpracovatelský průmysl;2017;25764.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zpracovatelský průmysl;2016;25627.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zpracovatelský průmysl;2015;25372.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2022;996.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2021;998.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2020;941.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2019;947.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2018;943.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2017;925.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2016;892.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2015;887.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2022;2139.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2021;2176.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2020;2169.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2019;2234.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2018;2195.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2017;2236.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2016;2212.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2015;2150.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Stavebnictví;2022;23576.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Stavebnictví;2021;22838.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Stavebnictví;2020;22217.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Stavebnictví;2019;21809.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Stavebnictví;2018;20931.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Stavebnictví;2017;20366.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Stavebnictví;2016;19733.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Stavebnictví;2015;19688.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2022;43810.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2021;43930.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2020;43339.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2019;44041.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2018;43884.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2017;44324.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2016;45378.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2015;46202.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Doprava a skladování;2022;8422.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Doprava a skladování;2021;8170.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Doprava a skladování;2020;7852.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Doprava a skladování;2019;7691.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Doprava a skladování;2018;7303.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Doprava a skladování;2017;6927.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Doprava a skladování;2016;6196.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Doprava a skladování;2015;5829.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2022;10762.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2021;10475.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2020;10784.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2019;10903.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2018;10464.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2017;10028.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2016;9488.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Ubytování, stravování a pohostinství;2015;8502.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Informační a komunikační činnosti;2022;8463.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Informační a komunikační činnosti;2021;8107.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Informační a komunikační činnosti;2020;7879.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Informační a komunikační činnosti;2019;7804.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Informační a komunikační činnosti;2018;7608.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Informační a komunikační činnosti;2017;7369.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Informační a komunikační činnosti;2016;6961.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Informační a komunikační činnosti;2015;6170.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Peněžní zprostředkování;2022;1587.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Peněžní zprostředkování;2021;1611.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Peněžní zprostředkování;2020;1573.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Peněžní zprostředkování;2019;1583.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Peněžní zprostředkování;2018;1600.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Peněžní zprostředkování;2017;1513.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Peněžní zprostředkování;2016;1572.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Peněžní zprostředkování;2015;1588.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2022;17266.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2021;15157.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2020;11626.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2019;11612.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2018;11470.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2017;11449.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2016;12319.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Činnosti v oblasti nemovitostí;2015;12572.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2022;24674.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2021;24617.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2020;24740.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2019;24940.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2018;24421.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2017;23407.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2016;22690.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Profesní, vědecké a technické činnosti;2015;21767.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2022;7891.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2021;7354.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2020;7131.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2019;6823.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2018;6589.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2017;6350.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2016;6028.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Administrativní a podpůrné činnosti;2015;5837.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Vzdělávání;2022;2234.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Vzdělávání;2021;2210.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Vzdělávání;2020;2187.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Vzdělávání;2019;2145.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Vzdělávání;2018;2166.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Vzdělávání;2017;2144.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Vzdělávání;2016;2048.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Vzdělávání;2015;2040.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zdravotní a sociální péče;2022;10845.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zdravotní a sociální péče;2021;10492.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zdravotní a sociální péče;2020;10165.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zdravotní a sociální péče;2019;9841.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zdravotní a sociální péče;2018;9416.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zdravotní a sociální péče;2017;8835.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zdravotní a sociální péče;2016;7685.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Zdravotní a sociální péče;2015;7055.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2022;1865.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2021;1844.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2020;1877.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2019;1834.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2018;1772.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2017;1778.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2016;1651.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Kulturní, zábavní a rekreační činnosti;2015;1649.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Osobní služby ;2022;2168.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Osobní služby ;2021;2167.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Osobní služby ;2020;2141.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Osobní služby ;2019;2062.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Osobní služby ;2018;1967.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Osobní služby ;2017;1708.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Osobní služby ;2016;1776.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet aktivních podniků - zaměstnavatelů;Osobní služby ;2015;1674.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Celkem;2022;15117.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Celkem;2021;13432.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Celkem;2020;11685.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Celkem;2019;14052.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Celkem;2018;14248.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Celkem;2017;15495.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Celkem;2016;15278.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků - zaměstnavatelů;Celkem;2015;17666.0
