Území,Ukazatel,Čtvrtletí,value
Česko,Náklady celkem (mil. Kč),3. čtvrtletí 2020,86599.738
Česko,Náklady celkem (mil. Kč),2. čtvrtletí 2020,83574.639
Česko,Náklady celkem (mil. Kč),1. čtvrtletí 2020,84747.324
Česko,Náklady celkem (mil. Kč),4. čtvrtletí 2019,89316.742
Česko,Náklady celkem (mil. Kč),3. čtvrtletí 2019,78087.866
Česko,Náklady celkem (mil. Kč),2. čtvrtletí 2019,80101.351
Česko,Náklady celkem (mil. Kč),1. čtvrtletí 2019,77867.106
Česko,Náklady celkem (mil. Kč),4. čtvrtletí 2018,79683.419
Česko,Náklady celkem (mil. Kč),3. čtvrtletí 2018,71896.995
Česko,Náklady celkem (mil. Kč),2. čtvrtletí 2018,73978.741
Česko,Náklady celkem (mil. Kč),1. čtvrtletí 2018,72873.595
Česko,Náklady celkem (mil. Kč),4. čtvrtletí 2017,75475.003
Česko,Náklady celkem (mil. Kč),3. čtvrtletí 2017,66410.099
Česko,Náklady celkem (mil. Kč),2. čtvrtletí 2017,70722.486
Česko,Náklady celkem (mil. Kč),1. čtvrtletí 2017,68444.319
Česko,Náklady na zdravotní služby (mil. Kč),1. čtvrtletí 2025,125451.056
Česko,Náklady na zdravotní služby (mil. Kč),4. čtvrtletí 2024,136303.315
Česko,Náklady na zdravotní služby (mil. Kč),3. čtvrtletí 2024,121204.937
Česko,Náklady na zdravotní služby (mil. Kč),2. čtvrtletí 2024,124504.149
Česko,Náklady na zdravotní služby (mil. Kč),1. čtvrtletí 2024,121297.655
Česko,Náklady na zdravotní služby (mil. Kč),4. čtvrtletí 2023,127939.512
Česko,Náklady na zdravotní služby (mil. Kč),3. čtvrtletí 2023,107971.067
Česko,Náklady na zdravotní služby (mil. Kč),2. čtvrtletí 2023,111166.148
Česko,Náklady na zdravotní služby (mil. Kč),1. čtvrtletí 2023,108386.024
Česko,Náklady na zdravotní služby (mil. Kč),4. čtvrtletí 2022,120922.104
Česko,Náklady na zdravotní služby (mil. Kč),3. čtvrtletí 2022,98019.51
Česko,Náklady na zdravotní služby (mil. Kč),2. čtvrtletí 2022,100932.134
Česko,Náklady na zdravotní služby (mil. Kč),1. čtvrtletí 2022,99370.834
Česko,Náklady na zdravotní služby (mil. Kč),4. čtvrtletí 2021,109877.275
Česko,Náklady na zdravotní služby (mil. Kč),3. čtvrtletí 2021,109567.263
Česko,Náklady na zdravotní služby (mil. Kč),2. čtvrtletí 2021,90023.166
Česko,Náklady na zdravotní služby (mil. Kč),1. čtvrtletí 2021,90053.866
Česko,Náklady na zdravotní služby (mil. Kč),4. čtvrtletí 2020,103331.179
Česko,Náklady na zdravotní služby (mil. Kč),3. čtvrtletí 2020,83164.698
Česko,Náklady na zdravotní služby (mil. Kč),2. čtvrtletí 2020,79972.973
Česko,Náklady na zdravotní služby (mil. Kč),1. čtvrtletí 2020,81088.456
Česko,Náklady na zdravotní služby (mil. Kč),4. čtvrtletí 2019,85038.456
Česko,Náklady na zdravotní služby (mil. Kč),3. čtvrtletí 2019,74267.527
Česko,Náklady na zdravotní služby (mil. Kč),2. čtvrtletí 2019,76122.671
Česko,Náklady na zdravotní služby (mil. Kč),1. čtvrtletí 2019,74541.067
Česko,Náklady na zdravotní služby (mil. Kč),4. čtvrtletí 2018,76004.615
Česko,Náklady na zdravotní služby (mil. Kč),3. čtvrtletí 2018,68331.564
Česko,Náklady na zdravotní služby (mil. Kč),2. čtvrtletí 2018,70657.485
Česko,Náklady na zdravotní služby (mil. Kč),1. čtvrtletí 2018,69687.166
Česko,Náklady na zdravotní služby (mil. Kč),4. čtvrtletí 2017,71371.978
Česko,Náklady na zdravotní služby (mil. Kč),3. čtvrtletí 2017,63190.906
Česko,Náklady na zdravotní služby (mil. Kč),2. čtvrtletí 2017,66882.655
Česko,Náklady na zdravotní služby (mil. Kč),1. čtvrtletí 2017,64981.75
