Kumulace čtvrtletí,"ČR, kraje",Ukazatel,value
Q1-Q2 2025,Jihočeský kraj,Pořadí dítěte 1.,1037.0
Q1-Q2 2025,Jihočeský kraj,Pořadí dítěte 2.,898.0
Q1-Q2 2025,Jihočeský kraj,Pořadí dítěte 3. a vyšší,323.0
Q1-Q2 2025,Jihočeský kraj,Živě narození v manželství,1135.0
Q1-Q2 2025,Jihočeský kraj,Živě narození mimo manželství,1123.0
Q1-Q2 2025,Jihočeský kraj,Podíl živě narozených mimo manželství (%),49.73427812
Q1-Q2 2025,Jihočeský kraj,Mrtvě narození,4.0
Q1-Q2 2025,Plzeňský kraj,Narození,2008.0
Q1-Q2 2025,Plzeňský kraj,Živě narození,2005.0
Q1-Q2 2025,Plzeňský kraj,Živě narození - chlapci,1018.0
Q1-Q2 2025,Plzeňský kraj,Živě narození - dívky,987.0
Q1-Q2 2025,Plzeňský kraj,Pořadí dítěte 1.,944.0
Q1-Q2 2025,Plzeňský kraj,Pořadí dítěte 2.,775.0
Q1-Q2 2025,Plzeňský kraj,Pořadí dítěte 3. a vyšší,286.0
Q1-Q2 2025,Plzeňský kraj,Živě narození v manželství,1000.0
Q1-Q2 2025,Plzeňský kraj,Živě narození mimo manželství,1005.0
Q1-Q2 2025,Plzeňský kraj,Podíl živě narozených mimo manželství (%),50.12468828
Q1-Q2 2025,Plzeňský kraj,Mrtvě narození,3.0
Q1-Q2 2025,Karlovarský kraj,Narození,895.0
Q1-Q2 2025,Karlovarský kraj,Živě narození,893.0
Q1-Q2 2025,Karlovarský kraj,Živě narození - chlapci,449.0
Q1-Q2 2025,Karlovarský kraj,Živě narození - dívky,444.0
Q1-Q2 2025,Karlovarský kraj,Pořadí dítěte 1.,401.0
Q1-Q2 2025,Karlovarský kraj,Pořadí dítěte 2.,325.0
Q1-Q2 2025,Karlovarský kraj,Pořadí dítěte 3. a vyšší,167.0
Q1-Q2 2025,Karlovarský kraj,Živě narození v manželství,385.0
Q1-Q2 2025,Karlovarský kraj,Živě narození mimo manželství,508.0
Q1-Q2 2025,Karlovarský kraj,Podíl živě narozených mimo manželství (%),56.8868981
Q1-Q2 2025,Karlovarský kraj,Mrtvě narození,2.0
Q1-Q2 2025,Ústecký kraj,Narození,2668.0
Q1-Q2 2025,Ústecký kraj,Živě narození,2646.0
Q1-Q2 2025,Ústecký kraj,Živě narození - chlapci,1377.0
Q1-Q2 2025,Ústecký kraj,Živě narození - dívky,1269.0
Q1-Q2 2025,Ústecký kraj,Pořadí dítěte 1.,1145.0
Q1-Q2 2025,Ústecký kraj,Pořadí dítěte 2.,961.0
Q1-Q2 2025,Ústecký kraj,Pořadí dítěte 3. a vyšší,540.0
Q1-Q2 2025,Ústecký kraj,Živě narození v manželství,976.0
Q1-Q2 2025,Ústecký kraj,Živě narození mimo manželství,1670.0
Q1-Q2 2025,Ústecký kraj,Podíl živě narozených mimo manželství (%),63.11413454
Q1-Q2 2025,Ústecký kraj,Mrtvě narození,22.0
Q1-Q2 2025,Liberecký kraj,Narození,1527.0
Q1-Q2 2025,Liberecký kraj,Živě narození,1522.0
Q1-Q2 2025,Liberecký kraj,Živě narození - chlapci,757.0
Q1-Q2 2025,Liberecký kraj,Živě narození - dívky,765.0
Q1-Q2 2025,Liberecký kraj,Pořadí dítěte 1.,679.0
Q1-Q2 2025,Liberecký kraj,Pořadí dítěte 2.,581.0
Q1-Q2 2025,Liberecký kraj,Pořadí dítěte 3. a vyšší,262.0
Q1-Q2 2025,Liberecký kraj,Živě narození v manželství,681.0
Q1-Q2 2025,Liberecký kraj,Živě narození mimo manželství,841.0
Q1-Q2 2025,Liberecký kraj,Podíl živě narozených mimo manželství (%),55.25624179
Q1-Q2 2025,Liberecký kraj,Mrtvě narození,5.0
Q1-Q2 2025,Královéhradecký kraj,Narození,1922.0
Q1-Q2 2025,Královéhradecký kraj,Živě narození,1920.0
Q1-Q2 2025,Královéhradecký kraj,Živě narození - chlapci,980.0
Q1-Q2 2025,Královéhradecký kraj,Živě narození - dívky,940.0
Q1-Q2 2025,Královéhradecký kraj,Pořadí dítěte 1.,905.0
Q1-Q2 2025,Královéhradecký kraj,Pořadí dítěte 2.,746.0
Q1-Q2 2025,Královéhradecký kraj,Pořadí dítěte 3. a vyšší,269.0
Q1-Q2 2025,Královéhradecký kraj,Živě narození v manželství,936.0
Q1-Q2 2025,Královéhradecký kraj,Živě narození mimo manželství,984.0
Q1-Q2 2025,Královéhradecký kraj,Podíl živě narozených mimo manželství (%),51.25
Q1-Q2 2025,Královéhradecký kraj,Mrtvě narození,2.0
Q1-Q2 2025,Pardubický kraj,Narození,1831.0
Q1-Q2 2025,Pardubický kraj,Živě narození,1827.0
Q1-Q2 2025,Pardubický kraj,Živě narození - chlapci,921.0
Q1-Q2 2025,Pardubický kraj,Živě narození - dívky,906.0
Q1-Q2 2025,Pardubický kraj,Pořadí dítěte 1.,816.0
Q1-Q2 2025,Pardubický kraj,Pořadí dítěte 2.,726.0
Q1-Q2 2025,Pardubický kraj,Pořadí dítěte 3. a vyšší,285.0
Q1-Q2 2025,Pardubický kraj,Živě narození v manželství,956.0
Q1-Q2 2025,Pardubický kraj,Živě narození mimo manželství,871.0
Q1-Q2 2025,Pardubický kraj,Podíl živě narozených mimo manželství (%),47.67378216
Q1-Q2 2025,Pardubický kraj,Mrtvě narození,4.0
Q1-Q2 2025,Kraj Vysočina,Narození,1921.0
Q1-Q2 2025,Kraj Vysočina,Živě narození,1916.0
Q1-Q2 2025,Kraj Vysočina,Živě narození - chlapci,994.0
Q1-Q2 2025,Kraj Vysočina,Živě narození - dívky,922.0
Q1-Q2 2025,Kraj Vysočina,Pořadí dítěte 1.,800.0
Q1-Q2 2025,Kraj Vysočina,Pořadí dítěte 2.,790.0
Q1-Q2 2025,Kraj Vysočina,Pořadí dítěte 3. a vyšší,326.0
Q1-Q2 2025,Kraj Vysočina,Živě narození v manželství,1057.0
Q1-Q2 2025,Kraj Vysočina,Živě narození mimo manželství,859.0
Q1-Q2 2025,Kraj Vysočina,Podíl živě narozených mimo manželství (%),44.83298539
Q1-Q2 2025,Kraj Vysočina,Mrtvě narození,5.0
Q1-Q2 2025,Jihomoravský kraj,Narození,4187.0
Q1-Q2 2025,Jihomoravský kraj,Živě narození,4176.0
Q1-Q2 2025,Jihomoravský kraj,Živě narození - chlapci,2142.0
Q1-Q2 2025,Jihomoravský kraj,Živě narození - dívky,2034.0
Q1-Q2 2025,Jihomoravský kraj,Pořadí dítěte 1.,1880.0
Q1-Q2 2025,Jihomoravský kraj,Pořadí dítěte 2.,1721.0
Q1-Q2 2025,Jihomoravský kraj,Pořadí dítěte 3. a vyšší,575.0
Q1-Q2 2025,Jihomoravský kraj,Živě narození v manželství,2431.0
Q1-Q2 2025,Jihomoravský kraj,Živě narození mimo manželství,1745.0
Q1-Q2 2025,Jihomoravský kraj,Podíl živě narozených mimo manželství (%),41.78639847
Q1-Q2 2025,Jihomoravský kraj,Mrtvě narození,11.0
Q1-Q2 2025,Olomoucký kraj,Narození,2218.0
Q1-Q2 2025,Olomoucký kraj,Živě narození,2213.0
Q1-Q2 2025,Olomoucký kraj,Živě narození - chlapci,1164.0
Q1-Q2 2025,Olomoucký kraj,Živě narození - dívky,1049.0
Q1-Q2 2025,Olomoucký kraj,Pořadí dítěte 1.,928.0
Q1-Q2 2025,Olomoucký kraj,Pořadí dítěte 2.,929.0
Q1-Q2 2025,Olomoucký kraj,Pořadí dítěte 3. a vyšší,356.0
Q1-Q2 2025,Olomoucký kraj,Živě narození v manželství,1176.0
Q1-Q2 2025,Olomoucký kraj,Živě narození mimo manželství,1037.0
Q1-Q2 2025,Olomoucký kraj,Podíl živě narozených mimo manželství (%),46.85946679
Q1-Q2 2025,Olomoucký kraj,Mrtvě narození,5.0
Q1-Q2 2025,Zlínský kraj,Narození,1961.0
Q1-Q2 2025,Zlínský kraj,Živě narození,1958.0
Q1-Q2 2025,Zlínský kraj,Živě narození - chlapci,1023.0
Q1-Q2 2025,Zlínský kraj,Živě narození - dívky,935.0
Q1-Q2 2025,Zlínský kraj,Pořadí dítěte 1.,825.0
Q1-Q2 2025,Zlínský kraj,Pořadí dítěte 2.,853.0
Q1-Q2 2025,Zlínský kraj,Pořadí dítěte 3. a vyšší,280.0
Q1-Q2 2025,Zlínský kraj,Živě narození v manželství,1151.0
Q1-Q2 2025,Zlínský kraj,Živě narození mimo manželství,807.0
Q1-Q2 2025,Zlínský kraj,Podíl živě narozených mimo manželství (%),41.21552605
Q1-Q2 2025,Zlínský kraj,Mrtvě narození,3.0
Q1-Q2 2025,Moravskoslezský kraj,Narození,3956.0
Q1-Q2 2025,Moravskoslezský kraj,Živě narození,3946.0
Q1-Q2 2025,Moravskoslezský kraj,Živě narození - chlapci,2018.0
Q1-Q2 2025,Moravskoslezský kraj,Živě narození - dívky,1928.0
Q1-Q2 2025,Moravskoslezský kraj,Pořadí dítěte 1.,1707.0
Q1-Q2 2025,Moravskoslezský kraj,Pořadí dítěte 2.,1579.0
Q1-Q2 2025,Moravskoslezský kraj,Pořadí dítěte 3. a vyšší,660.0
Q1-Q2 2025,Moravskoslezský kraj,Živě narození v manželství,1963.0
Q1-Q2 2025,Moravskoslezský kraj,Živě narození mimo manželství,1983.0
Q1-Q2 2025,Moravskoslezský kraj,Podíl živě narozených mimo manželství (%),50.25342119
Q1-Q2 2025,Moravskoslezský kraj,Mrtvě narození,10.0
