Roky;ČR, kraje;Ukazatel;value
2023;Liberecký kraj;Nepřímé náklady - daně a dotace;-1310.8601671004
2023;Královéhradecký kraj;Náklady práce celkem;646154.6425769995
2023;Královéhradecký kraj;Přímé náklady celkem;466625.6788704222
2023;Královéhradecký kraj;Přímé náklady - mzdy za vykonanou práci;413011.0137348853
2023;Královéhradecký kraj;Přímé náklady - náhrady mzdy;53614.6651355368
2023;Královéhradecký kraj;Nepřímé náklady - sociální požitky;6907.8923667007
2023;Královéhradecký kraj;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;160441.0329239023
2023;Královéhradecký kraj;Nepřímé náklady - sociální náklady/výdaje - ostatní;8301.2634769306
2023;Královéhradecký kraj;Nepřímé náklady - personální náklady/výdaje;5901.6777077322
2023;Královéhradecký kraj;Nepřímé náklady - daně a dotace;-2022.9027686884
2023;Pardubický kraj;Náklady práce celkem;625447.7476110253
2023;Pardubický kraj;Přímé náklady celkem;450145.5725217901
2023;Pardubický kraj;Přímé náklady - mzdy za vykonanou práci;396725.4738189951
2023;Pardubický kraj;Přímé náklady - náhrady mzdy;53420.0987027951
2023;Pardubický kraj;Nepřímé náklady - sociální požitky;6880.0210014629
2023;Pardubický kraj;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;154422.8772761576
2023;Pardubický kraj;Nepřímé náklady - sociální náklady/výdaje - ostatní;8512.9700321384
2023;Pardubický kraj;Nepřímé náklady - personální náklady/výdaje;6456.7583240378
2023;Pardubický kraj;Nepřímé náklady - daně a dotace;-970.4515445614
2023;Kraj Vysočina;Náklady práce celkem;645240.4232517336
2023;Kraj Vysočina;Přímé náklady celkem;465956.348081587
2023;Kraj Vysočina;Přímé náklady - mzdy za vykonanou práci;411278.3596425896
2023;Kraj Vysočina;Přímé náklady - náhrady mzdy;54677.9884389974
2023;Kraj Vysočina;Nepřímé náklady - sociální požitky;7104.8102919775
2023;Kraj Vysočina;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;159489.6835063379
2023;Kraj Vysočina;Nepřímé náklady - sociální náklady/výdaje - ostatní;8268.5119149934
2023;Kraj Vysočina;Nepřímé náklady - personální náklady/výdaje;5385.2756749811
2023;Kraj Vysočina;Nepřímé náklady - daně a dotace;-964.2062181431
2023;Jihomoravský kraj;Náklady práce celkem;683907.71116547
2023;Jihomoravský kraj;Přímé náklady celkem;495246.2753288293
2023;Jihomoravský kraj;Přímé náklady - mzdy za vykonanou práci;439638.1654967527
2023;Jihomoravský kraj;Přímé náklady - náhrady mzdy;55608.1098320766
2023;Jihomoravský kraj;Nepřímé náklady - sociální požitky;6622.0143612093
2023;Jihomoravský kraj;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;169554.0754120412
2023;Jihomoravský kraj;Nepřímé náklady - sociální náklady/výdaje - ostatní;8123.9325700389
2023;Jihomoravský kraj;Nepřímé náklady - personální náklady/výdaje;5015.8510869816
2023;Jihomoravský kraj;Nepřímé náklady - daně a dotace;-654.4375936304
2023;Olomoucký kraj;Náklady práce celkem;623665.0641663576
2023;Olomoucký kraj;Přímé náklady celkem;449918.8525083204
2023;Olomoucký kraj;Přímé náklady - mzdy za vykonanou práci;396562.6052516725
2023;Olomoucký kraj;Přímé náklady - náhrady mzdy;53356.2472566479
2023;Olomoucký kraj;Nepřímé náklady - sociální požitky;6018.5282925308
2023;Olomoucký kraj;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;153885.918778725
2023;Olomoucký kraj;Nepřímé náklady - sociální náklady/výdaje - ostatní;10028.2994986222
2023;Olomoucký kraj;Nepřímé náklady - personální náklady/výdaje;5182.3991451037
2023;Olomoucký kraj;Nepřímé náklady - daně a dotace;-1368.9340569445
2023;Zlínský kraj;Náklady práce celkem;638563.9726178527
2023;Zlínský kraj;Přímé náklady celkem;461199.9583735436
2023;Zlínský kraj;Přímé náklady - mzdy za vykonanou práci;407578.5389914289
2023;Zlínský kraj;Přímé náklady - náhrady mzdy;53621.4193821146
2023;Zlínský kraj;Nepřímé náklady - sociální požitky;6134.0970019866
2023;Zlínský kraj;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;158363.483905498
2023;Zlínský kraj;Nepřímé náklady - sociální náklady/výdaje - ostatní;8695.7491770472
2023;Zlínský kraj;Nepřímé náklady - personální náklady/výdaje;4907.0918269573
2023;Zlínský kraj;Nepřímé náklady - daně a dotace;-736.4076671801
2023;Moravskoslezský kraj;Náklady práce celkem;634260.8457062047
2023;Moravskoslezský kraj;Přímé náklady celkem;457927.412210483
2023;Moravskoslezský kraj;Přímé náklady - mzdy za vykonanou práci;405450.1500610477
2023;Moravskoslezský kraj;Přímé náklady - náhrady mzdy;52477.2621494354
2023;Moravskoslezský kraj;Nepřímé náklady - sociální požitky;6680.9733267009
2023;Moravskoslezský kraj;Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného;156790.8681154701
2023;Moravskoslezský kraj;Nepřímé náklady - sociální náklady/výdaje - ostatní;9560.792013805
2023;Moravskoslezský kraj;Nepřímé náklady - personální náklady/výdaje;5398.215272882
2023;Moravskoslezský kraj;Nepřímé náklady - daně a dotace;-2097.4152331365
