Ukazatel;Území;Pohlaví;Roky;Věk (roky);Rodinný stav;value
Počet obyvatel k 31. 12.;Česko;Celkem;2024;12;Ženatí, vdané;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;12;Rozvedení, rozvedené;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;12;Ovdovělí, ovdovělé;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;13;Celkem;116287
Počet obyvatel k 31. 12.;Česko;Celkem;2024;13;Svobodní, svobodné;116287
Počet obyvatel k 31. 12.;Česko;Celkem;2024;13;Ženatí, vdané;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;13;Rozvedení, rozvedené;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;13;Ovdovělí, ovdovělé;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;14;Celkem;123853
Počet obyvatel k 31. 12.;Česko;Celkem;2024;14;Svobodní, svobodné;123853
Počet obyvatel k 31. 12.;Česko;Celkem;2024;14;Ženatí, vdané;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;14;Rozvedení, rozvedené;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;14;Ovdovělí, ovdovělé;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;15;Celkem;125417
Počet obyvatel k 31. 12.;Česko;Celkem;2024;15;Svobodní, svobodné;125417
Počet obyvatel k 31. 12.;Česko;Celkem;2024;15;Ženatí, vdané;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;15;Rozvedení, rozvedené;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;15;Ovdovělí, ovdovělé;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;16;Celkem;127855
Počet obyvatel k 31. 12.;Česko;Celkem;2024;16;Svobodní, svobodné;127853
Počet obyvatel k 31. 12.;Česko;Celkem;2024;16;Ženatí, vdané;2
Počet obyvatel k 31. 12.;Česko;Celkem;2024;16;Rozvedení, rozvedené;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;16;Ovdovělí, ovdovělé;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;17;Celkem;126878
Počet obyvatel k 31. 12.;Česko;Celkem;2024;17;Svobodní, svobodné;126870
Počet obyvatel k 31. 12.;Česko;Celkem;2024;17;Ženatí, vdané;8
Počet obyvatel k 31. 12.;Česko;Celkem;2024;17;Rozvedení, rozvedené;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;17;Ovdovělí, ovdovělé;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;18;Celkem;121771
Počet obyvatel k 31. 12.;Česko;Celkem;2024;18;Svobodní, svobodné;121681
Počet obyvatel k 31. 12.;Česko;Celkem;2024;18;Ženatí, vdané;90
Počet obyvatel k 31. 12.;Česko;Celkem;2024;18;Rozvedení, rozvedené;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;18;Ovdovělí, ovdovělé;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;19;Celkem;116665
Počet obyvatel k 31. 12.;Česko;Celkem;2024;19;Svobodní, svobodné;116294
Počet obyvatel k 31. 12.;Česko;Celkem;2024;19;Ženatí, vdané;368
Počet obyvatel k 31. 12.;Česko;Celkem;2024;19;Rozvedení, rozvedené;3
Počet obyvatel k 31. 12.;Česko;Celkem;2024;19;Ovdovělí, ovdovělé;0
Počet obyvatel k 31. 12.;Česko;Celkem;2024;20;Celkem;111381
Počet obyvatel k 31. 12.;Česko;Celkem;2024;20;Svobodní, svobodné;110545
Počet obyvatel k 31. 12.;Česko;Celkem;2024;20;Ženatí, vdané;810
Počet obyvatel k 31. 12.;Česko;Celkem;2024;20;Rozvedení, rozvedené;25
Počet obyvatel k 31. 12.;Česko;Celkem;2024;20;Ovdovělí, ovdovělé;1
Počet obyvatel k 31. 12.;Česko;Celkem;2024;21;Celkem;106139
Počet obyvatel k 31. 12.;Česko;Celkem;2024;21;Svobodní, svobodné;104448
Počet obyvatel k 31. 12.;Česko;Celkem;2024;21;Ženatí, vdané;1641
Počet obyvatel k 31. 12.;Česko;Celkem;2024;21;Rozvedení, rozvedené;45
Počet obyvatel k 31. 12.;Česko;Celkem;2024;21;Ovdovělí, ovdovělé;5
Počet obyvatel k 31. 12.;Česko;Celkem;2024;22;Celkem;104987
Počet obyvatel k 31. 12.;Česko;Celkem;2024;22;Svobodní, svobodné;101969
Počet obyvatel k 31. 12.;Česko;Celkem;2024;22;Ženatí, vdané;2919
Počet obyvatel k 31. 12.;Česko;Celkem;2024;22;Rozvedení, rozvedené;95
Počet obyvatel k 31. 12.;Česko;Celkem;2024;22;Ovdovělí, ovdovělé;4
Počet obyvatel k 31. 12.;Česko;Celkem;2024;23;Celkem;102900
Počet obyvatel k 31. 12.;Česko;Celkem;2024;23;Svobodní, svobodné;98029
Počet obyvatel k 31. 12.;Česko;Celkem;2024;23;Ženatí, vdané;4681
Počet obyvatel k 31. 12.;Česko;Celkem;2024;23;Rozvedení, rozvedené;185
Počet obyvatel k 31. 12.;Česko;Celkem;2024;23;Ovdovělí, ovdovělé;5
Počet obyvatel k 31. 12.;Česko;Celkem;2024;24;Celkem;103699
Počet obyvatel k 31. 12.;Česko;Celkem;2024;24;Svobodní, svobodné;95731
Počet obyvatel k 31. 12.;Česko;Celkem;2024;24;Ženatí, vdané;7644
Počet obyvatel k 31. 12.;Česko;Celkem;2024;24;Rozvedení, rozvedené;317
Počet obyvatel k 31. 12.;Česko;Celkem;2024;24;Ovdovělí, ovdovělé;7
Počet obyvatel k 31. 12.;Česko;Celkem;2024;25;Celkem;101724
Počet obyvatel k 31. 12.;Česko;Celkem;2024;25;Svobodní, svobodné;89995
Počet obyvatel k 31. 12.;Česko;Celkem;2024;25;Ženatí, vdané;11198
Počet obyvatel k 31. 12.;Česko;Celkem;2024;25;Rozvedení, rozvedené;515
Počet obyvatel k 31. 12.;Česko;Celkem;2024;25;Ovdovělí, ovdovělé;16
Počet obyvatel k 31. 12.;Česko;Celkem;2024;26;Celkem;104130
Počet obyvatel k 31. 12.;Česko;Celkem;2024;26;Svobodní, svobodné;87595
Počet obyvatel k 31. 12.;Česko;Celkem;2024;26;Ženatí, vdané;15660
Počet obyvatel k 31. 12.;Česko;Celkem;2024;26;Rozvedení, rozvedené;850
Počet obyvatel k 31. 12.;Česko;Celkem;2024;26;Ovdovělí, ovdovělé;25
Počet obyvatel k 31. 12.;Česko;Celkem;2024;27;Celkem;105469
Počet obyvatel k 31. 12.;Česko;Celkem;2024;27;Svobodní, svobodné;83377
Počet obyvatel k 31. 12.;Česko;Celkem;2024;27;Ženatí, vdané;20848
Počet obyvatel k 31. 12.;Česko;Celkem;2024;27;Rozvedení, rozvedené;1216
Počet obyvatel k 31. 12.;Česko;Celkem;2024;27;Ovdovělí, ovdovělé;28
Počet obyvatel k 31. 12.;Česko;Celkem;2024;31;Celkem;136980
Počet obyvatel k 31. 12.;Česko;Celkem;2024;31;Svobodní, svobodné;82995
Počet obyvatel k 31. 12.;Česko;Celkem;2024;31;Ženatí, vdané;49988
Počet obyvatel k 31. 12.;Česko;Celkem;2024;31;Rozvedení, rozvedené;3905
Počet obyvatel k 31. 12.;Česko;Celkem;2024;31;Ovdovělí, ovdovělé;92
Počet obyvatel k 31. 12.;Česko;Celkem;2024;28;Celkem;106484
Počet obyvatel k 31. 12.;Česko;Celkem;2024;28;Svobodní, svobodné;78297
Počet obyvatel k 31. 12.;Česko;Celkem;2024;28;Ženatí, vdané;26491
Počet obyvatel k 31. 12.;Česko;Celkem;2024;28;Rozvedení, rozvedené;1651
Počet obyvatel k 31. 12.;Česko;Celkem;2024;28;Ovdovělí, ovdovělé;45
Počet obyvatel k 31. 12.;Česko;Celkem;2024;29;Celkem;112530
Počet obyvatel k 31. 12.;Česko;Celkem;2024;29;Svobodní, svobodné;77719
Počet obyvatel k 31. 12.;Česko;Celkem;2024;29;Ženatí, vdané;32519
Počet obyvatel k 31. 12.;Česko;Celkem;2024;29;Rozvedení, rozvedené;2235
Počet obyvatel k 31. 12.;Česko;Celkem;2024;29;Ovdovělí, ovdovělé;57
Počet obyvatel k 31. 12.;Česko;Celkem;2024;30;Celkem;123419
Počet obyvatel k 31. 12.;Česko;Celkem;2024;30;Svobodní, svobodné;79985
Počet obyvatel k 31. 12.;Česko;Celkem;2024;30;Ženatí, vdané;40315
Počet obyvatel k 31. 12.;Česko;Celkem;2024;30;Rozvedení, rozvedené;3045
Počet obyvatel k 31. 12.;Česko;Celkem;2024;30;Ovdovělí, ovdovělé;74
Počet obyvatel k 31. 12.;Česko;Celkem;2024;32;Celkem;138086
Počet obyvatel k 31. 12.;Česko;Celkem;2024;32;Svobodní, svobodné;78854
Počet obyvatel k 31. 12.;Česko;Celkem;2024;32;Ženatí, vdané;54550
Počet obyvatel k 31. 12.;Česko;Celkem;2024;32;Rozvedení, rozvedené;4552
Počet obyvatel k 31. 12.;Česko;Celkem;2024;32;Ovdovělí, ovdovělé;130
Počet obyvatel k 31. 12.;Česko;Celkem;2024;33;Celkem;145260
Počet obyvatel k 31. 12.;Česko;Celkem;2024;33;Svobodní, svobodné;79043
Počet obyvatel k 31. 12.;Česko;Celkem;2024;33;Ženatí, vdané;60451
Počet obyvatel k 31. 12.;Česko;Celkem;2024;33;Rozvedení, rozvedené;5591
Počet obyvatel k 31. 12.;Česko;Celkem;2024;33;Ovdovělí, ovdovělé;175
Počet obyvatel k 31. 12.;Česko;Celkem;2024;34;Celkem;145854
Počet obyvatel k 31. 12.;Česko;Celkem;2024;34;Svobodní, svobodné;74913
Počet obyvatel k 31. 12.;Česko;Celkem;2024;34;Ženatí, vdané;64029
Počet obyvatel k 31. 12.;Česko;Celkem;2024;34;Rozvedení, rozvedené;6706
Počet obyvatel k 31. 12.;Česko;Celkem;2024;34;Ovdovělí, ovdovělé;206
Počet obyvatel k 31. 12.;Česko;Celkem;2024;35;Celkem;143715
Počet obyvatel k 31. 12.;Česko;Celkem;2024;35;Svobodní, svobodné;70350
Počet obyvatel k 31. 12.;Česko;Celkem;2024;35;Ženatí, vdané;65539
Počet obyvatel k 31. 12.;Česko;Celkem;2024;35;Rozvedení, rozvedené;7614
Počet obyvatel k 31. 12.;Česko;Celkem;2024;35;Ovdovělí, ovdovělé;212
Počet obyvatel k 31. 12.;Česko;Celkem;2024;36;Celkem;148473
Počet obyvatel k 31. 12.;Česko;Celkem;2024;36;Svobodní, svobodné;69295
Počet obyvatel k 31. 12.;Česko;Celkem;2024;36;Ženatí, vdané;69854
Počet obyvatel k 31. 12.;Česko;Celkem;2024;36;Rozvedení, rozvedené;9015
Počet obyvatel k 31. 12.;Česko;Celkem;2024;36;Ovdovělí, ovdovělé;309
Počet obyvatel k 31. 12.;Česko;Celkem;2024;37;Celkem;146991
Počet obyvatel k 31. 12.;Česko;Celkem;2024;37;Svobodní, svobodné;65799
Počet obyvatel k 31. 12.;Česko;Celkem;2024;37;Ženatí, vdané;70975
Počet obyvatel k 31. 12.;Česko;Celkem;2024;37;Rozvedení, rozvedené;9871
Počet obyvatel k 31. 12.;Česko;Celkem;2024;37;Ovdovělí, ovdovělé;346
Počet obyvatel k 31. 12.;Česko;Celkem;2024;38;Celkem;148997
Počet obyvatel k 31. 12.;Česko;Celkem;2024;38;Svobodní, svobodné;63524
Počet obyvatel k 31. 12.;Česko;Celkem;2024;38;Ženatí, vdané;73345
Počet obyvatel k 31. 12.;Česko;Celkem;2024;38;Rozvedení, rozvedené;11695
Počet obyvatel k 31. 12.;Česko;Celkem;2024;38;Ovdovělí, ovdovělé;433
Počet obyvatel k 31. 12.;Česko;Celkem;2024;39;Celkem;151185
Počet obyvatel k 31. 12.;Česko;Celkem;2024;39;Svobodní, svobodné;62700
Počet obyvatel k 31. 12.;Česko;Celkem;2024;39;Ženatí, vdané;75308
Počet obyvatel k 31. 12.;Česko;Celkem;2024;39;Rozvedení, rozvedené;12673
Počet obyvatel k 31. 12.;Česko;Celkem;2024;39;Ovdovělí, ovdovělé;504
Počet obyvatel k 31. 12.;Česko;Celkem;2024;40;Celkem;151583
Počet obyvatel k 31. 12.;Česko;Celkem;2024;40;Svobodní, svobodné;59957
Počet obyvatel k 31. 12.;Česko;Celkem;2024;40;Ženatí, vdané;76724
Počet obyvatel k 31. 12.;Česko;Celkem;2024;40;Rozvedení, rozvedené;14315
Počet obyvatel k 31. 12.;Česko;Celkem;2024;40;Ovdovělí, ovdovělé;587
Počet obyvatel k 31. 12.;Česko;Celkem;2024;41;Celkem;151967
Počet obyvatel k 31. 12.;Česko;Celkem;2024;41;Svobodní, svobodné;57507
Počet obyvatel k 31. 12.;Česko;Celkem;2024;41;Ženatí, vdané;77686
Počet obyvatel k 31. 12.;Česko;Celkem;2024;41;Rozvedení, rozvedené;16113
Počet obyvatel k 31. 12.;Česko;Celkem;2024;41;Ovdovělí, ovdovělé;661
Počet obyvatel k 31. 12.;Česko;Celkem;2024;42;Celkem;154052
Počet obyvatel k 31. 12.;Česko;Celkem;2024;42;Svobodní, svobodné;55412
Počet obyvatel k 31. 12.;Česko;Celkem;2024;42;Ženatí, vdané;80185
Počet obyvatel k 31. 12.;Česko;Celkem;2024;42;Rozvedení, rozvedené;17724
Počet obyvatel k 31. 12.;Česko;Celkem;2024;42;Ovdovělí, ovdovělé;731
Počet obyvatel k 31. 12.;Česko;Celkem;2024;43;Celkem;154470
Počet obyvatel k 31. 12.;Česko;Celkem;2024;43;Svobodní, svobodné;52661
Počet obyvatel k 31. 12.;Česko;Celkem;2024;43;Ženatí, vdané;80955
Počet obyvatel k 31. 12.;Česko;Celkem;2024;43;Rozvedení, rozvedené;19985
Počet obyvatel k 31. 12.;Česko;Celkem;2024;43;Ovdovělí, ovdovělé;869
Počet obyvatel k 31. 12.;Česko;Celkem;2024;44;Celkem;162680
Počet obyvatel k 31. 12.;Česko;Celkem;2024;44;Svobodní, svobodné;52550
Počet obyvatel k 31. 12.;Česko;Celkem;2024;44;Ženatí, vdané;86121
Počet obyvatel k 31. 12.;Česko;Celkem;2024;44;Rozvedení, rozvedené;22954
Počet obyvatel k 31. 12.;Česko;Celkem;2024;44;Ovdovělí, ovdovělé;1055
Počet obyvatel k 31. 12.;Česko;Celkem;2024;45;Celkem;178018
Počet obyvatel k 31. 12.;Česko;Celkem;2024;45;Svobodní, svobodné;54516
Počet obyvatel k 31. 12.;Česko;Celkem;2024;45;Ženatí, vdané;94343
Počet obyvatel k 31. 12.;Česko;Celkem;2024;45;Rozvedení, rozvedené;27905
Počet obyvatel k 31. 12.;Česko;Celkem;2024;45;Ovdovělí, ovdovělé;1254
Počet obyvatel k 31. 12.;Česko;Celkem;2024;46;Celkem;183107
Počet obyvatel k 31. 12.;Česko;Celkem;2024;46;Svobodní, svobodné;52058
Počet obyvatel k 31. 12.;Česko;Celkem;2024;46;Ženatí, vdané;98718
Počet obyvatel k 31. 12.;Česko;Celkem;2024;46;Rozvedení, rozvedené;30854
Počet obyvatel k 31. 12.;Česko;Celkem;2024;46;Ovdovělí, ovdovělé;1477
Počet obyvatel k 31. 12.;Česko;Celkem;2024;47;Celkem;185518
Počet obyvatel k 31. 12.;Česko;Celkem;2024;47;Svobodní, svobodné;48477
Počet obyvatel k 31. 12.;Česko;Celkem;2024;47;Ženatí, vdané;101163
Počet obyvatel k 31. 12.;Česko;Celkem;2024;47;Rozvedení, rozvedené;34027
Počet obyvatel k 31. 12.;Česko;Celkem;2024;47;Ovdovělí, ovdovělé;1851
Počet obyvatel k 31. 12.;Česko;Celkem;2024;48;Celkem;189878
Počet obyvatel k 31. 12.;Česko;Celkem;2024;48;Svobodní, svobodné;45206
Počet obyvatel k 31. 12.;Česko;Celkem;2024;48;Ženatí, vdané;104614
Počet obyvatel k 31. 12.;Česko;Celkem;2024;48;Rozvedení, rozvedené;37995
Počet obyvatel k 31. 12.;Česko;Celkem;2024;48;Ovdovělí, ovdovělé;2063
Počet obyvatel k 31. 12.;Česko;Celkem;2024;49;Celkem;192495
Počet obyvatel k 31. 12.;Česko;Celkem;2024;49;Svobodní, svobodné;41970
Počet obyvatel k 31. 12.;Česko;Celkem;2024;49;Ženatí, vdané;106800
Počet obyvatel k 31. 12.;Česko;Celkem;2024;49;Rozvedení, rozvedené;41302
Počet obyvatel k 31. 12.;Česko;Celkem;2024;49;Ovdovělí, ovdovělé;2423
Počet obyvatel k 31. 12.;Česko;Celkem;2024;50;Celkem;193845
Počet obyvatel k 31. 12.;Česko;Celkem;2024;50;Svobodní, svobodné;37891
Počet obyvatel k 31. 12.;Česko;Celkem;2024;50;Ženatí, vdané;108562
Počet obyvatel k 31. 12.;Česko;Celkem;2024;50;Rozvedení, rozvedené;44574
Počet obyvatel k 31. 12.;Česko;Celkem;2024;50;Ovdovělí, ovdovělé;2818
Počet obyvatel k 31. 12.;Česko;Celkem;2024;51;Celkem;181273
Počet obyvatel k 31. 12.;Česko;Celkem;2024;51;Svobodní, svobodné;31703
Počet obyvatel k 31. 12.;Česko;Celkem;2024;51;Ženatí, vdané;102798
Počet obyvatel k 31. 12.;Česko;Celkem;2024;51;Rozvedení, rozvedené;43806
Počet obyvatel k 31. 12.;Česko;Celkem;2024;51;Ovdovělí, ovdovělé;2966
Počet obyvatel k 31. 12.;Česko;Celkem;2024;52;Celkem;163795
Počet obyvatel k 31. 12.;Česko;Celkem;2024;52;Svobodní, svobodné;25868
Počet obyvatel k 31. 12.;Česko;Celkem;2024;52;Ženatí, vdané;93451
Počet obyvatel k 31. 12.;Česko;Celkem;2024;52;Rozvedení, rozvedené;41459
Počet obyvatel k 31. 12.;Česko;Celkem;2024;52;Ovdovělí, ovdovělé;3017
Počet obyvatel k 31. 12.;Česko;Celkem;2024;53;Celkem;154285
Počet obyvatel k 31. 12.;Česko;Celkem;2024;53;Svobodní, svobodné;21819
Počet obyvatel k 31. 12.;Česko;Celkem;2024;53;Ženatí, vdané;88813
Počet obyvatel k 31. 12.;Česko;Celkem;2024;53;Rozvedení, rozvedené;40314
Počet obyvatel k 31. 12.;Česko;Celkem;2024;53;Ovdovělí, ovdovělé;3339
Počet obyvatel k 31. 12.;Česko;Celkem;2024;54;Celkem;147328
Počet obyvatel k 31. 12.;Česko;Celkem;2024;54;Svobodní, svobodné;18776
Počet obyvatel k 31. 12.;Česko;Celkem;2024;54;Ženatí, vdané;85213
Počet obyvatel k 31. 12.;Česko;Celkem;2024;54;Rozvedení, rozvedené;39829
Počet obyvatel k 31. 12.;Česko;Celkem;2024;54;Ovdovělí, ovdovělé;3510
Počet obyvatel k 31. 12.;Česko;Celkem;2024;55;Celkem;140983
Počet obyvatel k 31. 12.;Česko;Celkem;2024;55;Svobodní, svobodné;16659
Počet obyvatel k 31. 12.;Česko;Celkem;2024;55;Ženatí, vdané;81788
Počet obyvatel k 31. 12.;Česko;Celkem;2024;55;Rozvedení, rozvedené;38741
Počet obyvatel k 31. 12.;Česko;Celkem;2024;55;Ovdovělí, ovdovělé;3795
Počet obyvatel k 31. 12.;Česko;Celkem;2024;56;Celkem;133048
Počet obyvatel k 31. 12.;Česko;Celkem;2024;56;Svobodní, svobodné;14399
Počet obyvatel k 31. 12.;Česko;Celkem;2024;56;Ženatí, vdané;77180
Počet obyvatel k 31. 12.;Česko;Celkem;2024;56;Rozvedení, rozvedené;37194
Počet obyvatel k 31. 12.;Česko;Celkem;2024;56;Ovdovělí, ovdovělé;4275
Počet obyvatel k 31. 12.;Česko;Celkem;2024;57;Celkem;132736
Počet obyvatel k 31. 12.;Česko;Celkem;2024;57;Svobodní, svobodné;13429
Počet obyvatel k 31. 12.;Česko;Celkem;2024;57;Ženatí, vdané;77607
Počet obyvatel k 31. 12.;Česko;Celkem;2024;57;Rozvedení, rozvedené;36994
Počet obyvatel k 31. 12.;Česko;Celkem;2024;57;Ovdovělí, ovdovělé;4706
Počet obyvatel k 31. 12.;Česko;Celkem;2024;58;Celkem;133401
Počet obyvatel k 31. 12.;Česko;Celkem;2024;58;Svobodní, svobodné;12567
Počet obyvatel k 31. 12.;Česko;Celkem;2024;58;Ženatí, vdané;78608
Počet obyvatel k 31. 12.;Česko;Celkem;2024;58;Rozvedení, rozvedené;36964
Počet obyvatel k 31. 12.;Česko;Celkem;2024;58;Ovdovělí, ovdovělé;5262
Počet obyvatel k 31. 12.;Česko;Celkem;2024;59;Celkem;137076
Počet obyvatel k 31. 12.;Česko;Celkem;2024;59;Svobodní, svobodné;12038
Počet obyvatel k 31. 12.;Česko;Celkem;2024;59;Ženatí, vdané;81355
Počet obyvatel k 31. 12.;Česko;Celkem;2024;59;Rozvedení, rozvedené;37565
Počet obyvatel k 31. 12.;Česko;Celkem;2024;59;Ovdovělí, ovdovělé;6118
Počet obyvatel k 31. 12.;Česko;Celkem;2024;60;Celkem;142592
Počet obyvatel k 31. 12.;Česko;Celkem;2024;60;Svobodní, svobodné;11503
Počet obyvatel k 31. 12.;Česko;Celkem;2024;60;Ženatí, vdané;85651
Počet obyvatel k 31. 12.;Česko;Celkem;2024;60;Rozvedení, rozvedené;38396
Počet obyvatel k 31. 12.;Česko;Celkem;2024;60;Ovdovělí, ovdovělé;7042
Počet obyvatel k 31. 12.;Česko;Celkem;2024;63;Celkem;118026
Počet obyvatel k 31. 12.;Česko;Celkem;2024;63;Svobodní, svobodné;8101
Počet obyvatel k 31. 12.;Česko;Celkem;2024;63;Ženatí, vdané;72838
Počet obyvatel k 31. 12.;Česko;Celkem;2024;63;Rozvedení, rozvedené;28510
Počet obyvatel k 31. 12.;Česko;Celkem;2024;63;Ovdovělí, ovdovělé;8577
Počet obyvatel k 31. 12.;Česko;Celkem;2024;61;Celkem;137059
Počet obyvatel k 31. 12.;Česko;Celkem;2024;61;Svobodní, svobodné;10731
Počet obyvatel k 31. 12.;Česko;Celkem;2024;61;Ženatí, vdané;82945
Počet obyvatel k 31. 12.;Česko;Celkem;2024;61;Rozvedení, rozvedené;35804
