Území;Roky;Ukazatel;value
Česko;2014;Přistěhovalí na 1 000 obyvatel;3.9549509
Česko;2014;Vystěhovalí na 1 000 obyvatel;1.896856211
Česko;2014;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.39858304
Česko;2014;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.058094689
Česko;2014;Celkový přírůstek/úbytek na 1 000 obyvatel;2.456677729
Česko;2014;Podíl živě narozených mimo manželství (%);46.66575642
Česko;2014;Mrtvorozenost;3.555491057
Česko;2014;Perinatální úmrtnost;4.5985560353
Česko;2014;Novorozenecká úmrtnost;1.565628982
Česko;2014;Kojenecká úmrtnost;2.393955944
Česko;2013;Sňatky na 1 000 obyvatel;4.13853705
Česko;2013;Rozvody na 1 000 obyvatel;2.653957355
Česko;2013;Živě narození na 1 000 obyvatel;10.15639368
Česko;2013;Potraty na 1 000 obyvatel;3.5855777325985
Česko;2013;UPT na 1 000 obyvatel;2.16103199029486
Česko;2013;Zemřelí na 1 000 obyvatel;10.38558827
Česko;2013;Přistěhovalí na 1 000 obyvatel;2.814174749
Česko;2013;Vystěhovalí na 1 000 obyvatel;2.937572587
Česko;2013;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.229194596
Česko;2013;Přírůstek/úbytek stěhováním na 1 000 obyvatel;-0.123397838
Česko;2013;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.352592434
Česko;2013;Podíl živě narozených mimo manželství (%);44.96444998
Česko;2013;Mrtvorozenost;3.416824594
Česko;2013;Perinatální úmrtnost;4.3970611574
Česko;2013;Novorozenecká úmrtnost;1.414506656
Česko;2013;Kojenecká úmrtnost;2.482412343
Česko;2012;Sňatky na 1 000 obyvatel;4.301529143
Česko;2012;Rozvody na 1 000 obyvatel;2.512254401
Česko;2012;Živě narození na 1 000 obyvatel;10.3314345
Česko;2012;Potraty na 1 000 obyvatel;3.59044372757578
Česko;2012;UPT na 1 000 obyvatel;2.1915856129522
Česko;2012;Zemřelí na 1 000 obyvatel;10.29460993
Česko;2012;Přistěhovalí na 1 000 obyvatel;2.882974162
Česko;2012;Vystěhovalí na 1 000 obyvatel;1.903554628
Česko;2012;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.036824576
Česko;2012;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.979419534
Česko;2012;Celkový přírůstek/úbytek na 1 000 obyvatel;1.01624411
Česko;2012;Podíl živě narozených mimo manželství (%);43.36870027
Česko;2012;Mrtvorozenost;3.478500298
Česko;2012;Perinatální úmrtnost;4.5798724244
Česko;2012;Novorozenecká úmrtnost;1.611774241
Česko;2012;Kojenecká úmrtnost;2.624889478
Česko;2011;Sňatky na 1 000 obyvatel;4.30012484
Česko;2011;Rozvody na 1 000 obyvatel;2.678277458
Česko;2011;Živě narození na 1 000 obyvatel;10.35309096
Česko;2011;Potraty na 1 000 obyvatel;3.70250685169547
Česko;2011;UPT na 1 000 obyvatel;2.2916787339835
Česko;2011;Zemřelí na 1 000 obyvatel;10.17922633
Česko;2011;Přistěhovalí na 1 000 obyvatel;2.152110688
Česko;2011;Vystěhovalí na 1 000 obyvatel;0.543124526
Česko;2011;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.173864631
Česko;2011;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.608986162
Česko;2011;Celkový přírůstek/úbytek na 1 000 obyvatel;1.782850793
Česko;2011;Podíl živě narozených mimo manželství (%);41.79603029
Česko;2011;Mrtvorozenost;2.908523718
Česko;2011;Perinatální úmrtnost;4.0095421598
Česko;2011;Novorozenecká úmrtnost;1.711556688
Česko;2011;Kojenecká úmrtnost;2.742171469
Česko;2010;Sňatky na 1 000 obyvatel;4.444699264
Česko;2010;Rozvody na 1 000 obyvatel;2.926906633
Česko;2010;Živě narození na 1 000 obyvatel;11.13913175
Česko;2010;Potraty na 1 000 obyvatel;3.73415210273183
Česko;2010;UPT na 1 000 obyvatel;2.28177582973947
Česko;2010;Zemřelí na 1 000 obyvatel;10.15893228
Česko;2010;Přistěhovalí na 1 000 obyvatel;2.901424679
Česko;2010;Vystěhovalí na 1 000 obyvatel;1.413582851
Česko;2010;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.980199476
Česko;2010;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.487841828
Česko;2010;Celkový přírůstek/úbytek na 1 000 obyvatel;2.468041304
Česko;2010;Podíl živě narozených mimo manželství (%);40.25846543
Česko;2010;Mrtvorozenost;2.494763551
Česko;2010;Perinatální úmrtnost;3.5079951637
Česko;2010;Novorozenecká úmrtnost;1.673025872
Česko;2010;Kojenecká úmrtnost;2.671719888
Česko;2009;Sňatky na 1 000 obyvatel;4.561982223
Česko;2009;Rozvody na 1 000 obyvatel;2.776821447
Česko;2009;Živě narození na 1 000 obyvatel;11.28037842
Česko;2009;Potraty na 1 000 obyvatel;3.86293960858951
Česko;2009;UPT na 1 000 obyvatel;2.34818841781512
Česko;2009;Zemřelí na 1 000 obyvatel;10.23886784
Česko;2009;Přistěhovalí na 1 000 obyvatel;3.810039602
Česko;2009;Vystěhovalí na 1 000 obyvatel;1.108421948
Česko;2009;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.041510588
Česko;2009;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.701617654
Česko;2009;Celkový přírůstek/úbytek na 1 000 obyvatel;3.743128241
Česko;2009;Podíl živě narozených mimo manželství (%);38.82955352
Česko;2009;Mrtvorozenost;2.688194696
Česko;2009;Perinatální úmrtnost;3.556169786
Česko;2009;Novorozenecká úmrtnost;1.639233447
Česko;2009;Kojenecká úmrtnost;2.881333018
Česko;2008;Sňatky na 1 000 obyvatel;5.029582849
Česko;2008;Rozvody na 1 000 obyvatel;3.001047394
Česko;2008;Živě narození na 1 000 obyvatel;11.46438457
Česko;2008;Potraty na 1 000 obyvatel;3.97384697457988
Česko;2008;UPT na 1 000 obyvatel;2.46987159352357
Česko;2008;Zemřelí na 1 000 obyvatel;10.06242562
Česko;2008;Přistěhovalí na 1 000 obyvatel;7.461102399
Česko;2008;Vystěhovalí na 1 000 obyvatel;0.577869414
Česko;2008;Přirozený přírůstek/úbytek na 1 000 obyvatel;1.401958946
Česko;2008;Přírůstek/úbytek stěhováním na 1 000 obyvatel;6.883232985
Česko;2008;Celkový přírůstek/úbytek na 1 000 obyvatel;8.285191931
Česko;2008;Podíl živě narozených mimo manželství (%);36.34440077
Česko;2008;Mrtvorozenost;2.269655046
Česko;2008;Perinatální úmrtnost;3.2709734484
Česko;2008;Novorozenecká úmrtnost;1.814836497
Česko;2008;Kojenecká úmrtnost;2.826796019
Česko;2007;Sňatky na 1 000 obyvatel;5.537026254
Česko;2007;Rozvody na 1 000 obyvatel;3.015590221
Česko;2007;Živě narození na 1 000 obyvatel;11.10485843
Česko;2007;Potraty na 1 000 obyvatel;3.96379276756279
Česko;2007;UPT na 1 000 obyvatel;2.46195540716184
Česko;2007;Zemřelí na 1 000 obyvatel;10.1365061
Česko;2007;Přistěhovalí na 1 000 obyvatel;10.11800317
Česko;2007;Vystěhovalí na 1 000 obyvatel;1.985916654
Česko;2007;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.968352335
Česko;2007;Přírůstek/úbytek stěhováním na 1 000 obyvatel;8.132086514
Česko;2007;Celkový přírůstek/úbytek na 1 000 obyvatel;9.100438849
Česko;2007;Podíl živě narozených mimo manželství (%);34.49036918
Česko;2007;Mrtvorozenost;2.740393399
Česko;2007;Perinatální úmrtnost;3.9844450051
Česko;2007;Novorozenecká úmrtnost;2.050038384
Česko;2007;Kojenecká úmrtnost;3.140484332
Česko;2006;Sňatky na 1 000 obyvatel;5.148711663
Česko;2006;Rozvody na 1 000 obyvatel;3.059908757
Česko;2006;Živě narození na 1 000 obyvatel;10.30823504
Česko;2006;Potraty na 1 000 obyvatel;3.89211822439383
Česko;2006;UPT na 1 000 obyvatel;2.46935562013144
Česko;2006;Zemřelí na 1 000 obyvatel;10.17284515
Česko;2006;Přistěhovalí na 1 000 obyvatel;6.641214667
Česko;2006;Vystěhovalí na 1 000 obyvatel;3.259389678
Česko;2006;Přirozený přírůstek/úbytek na 1 000 obyvatel;0.135389883
Česko;2006;Přírůstek/úbytek stěhováním na 1 000 obyvatel;3.381824989
Česko;2006;Celkový přírůstek/úbytek na 1 000 obyvatel;3.517214872
Česko;2006;Podíl živě narozených mimo manželství (%);33.31632508
Česko;2006;Mrtvorozenost;2.817299538
Česko;2006;Perinatální úmrtnost;4.2306605107
Česko;2006;Novorozenecká úmrtnost;2.324460697
Česko;2006;Kojenecká úmrtnost;3.326057582
Česko;2005;Sňatky na 1 000 obyvatel;5.064347672
Česko;2005;Rozvody na 1 000 obyvatel;3.05723263
Česko;2005;Živě narození na 1 000 obyvatel;9.987305176
Česko;2005;Potraty na 1 000 obyvatel;3.91075241457669
Česko;2005;UPT na 1 000 obyvatel;2.58479208512099
Česko;2005;Zemřelí na 1 000 obyvatel;10.54690538
Česko;2005;Přistěhovalí na 1 000 obyvatel;5.891485048
Česko;2005;Vystěhovalí na 1 000 obyvatel;2.351454335
Česko;2005;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.559600207
Česko;2005;Přírůstek/úbytek stěhováním na 1 000 obyvatel;3.540030713
Česko;2005;Celkový přírůstek/úbytek na 1 000 obyvatel;2.980430506
Česko;2005;Podíl živě narozených mimo manželství (%);31.7079375
Česko;2005;Mrtvorozenost;2.800054635
Česko;2005;Perinatální úmrtnost;3.9317840348
Česko;2005;Novorozenecká úmrtnost;2.015438651
Česko;2005;Kojenecká úmrtnost;3.394937923
Česko;2004;Sňatky na 1 000 obyvatel;5.04040248
Česko;2004;Rozvody na 1 000 obyvatel;3.238978094
Česko;2004;Živě narození na 1 000 obyvatel;9.568407639
Česko;2004;Potraty na 1 000 obyvatel;4.0486246442733
Česko;2004;UPT na 1 000 obyvatel;2.70149975658678
Česko;2004;Zemřelí na 1 000 obyvatel;10.50042212
Česko;2004;Přistěhovalí na 1 000 obyvatel;5.236935754
Česko;2004;Vystěhovalí na 1 000 obyvatel;3.411214134
Česko;2004;Přirozený přírůstek/úbytek na 1 000 obyvatel;-0.932014477
Česko;2004;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.825721621
Česko;2004;Celkový přírůstek/úbytek na 1 000 obyvatel;0.893707144
Česko;2004;Podíl živě narozených mimo manželství (%);30.55271134
Česko;2004;Mrtvorozenost;2.706042133
Česko;2004;Perinatální úmrtnost;4.0335344995
Česko;2004;Novorozenecká úmrtnost;2.293577982
Česko;2004;Kojenecká úmrtnost;3.747542595
Česko;2003;Sňatky na 1 000 obyvatel;4.797556788
Česko;2003;Rozvody na 1 000 obyvatel;3.217518419
Česko;2003;Živě narození na 1 000 obyvatel;9.183317485
Česko;2003;Potraty na 1 000 obyvatel;4.14677977123507
Česko;2003;UPT na 1 000 obyvatel;2.87188808948669
Česko;2003;Zemřelí na 1 000 obyvatel;10.9088225
Česko;2003;Přistěhovalí na 1 000 obyvatel;5.882871312
Česko;2003;Vystěhovalí na 1 000 obyvatel;3.354947155
Česko;2003;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.725505019
Česko;2003;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.527924157
Česko;2003;Celkový přírůstek/úbytek na 1 000 obyvatel;0.802419138
Česko;2003;Podíl živě narozených mimo manželství (%);28.51363612
Česko;2003;Mrtvorozenost;2.894941303
Česko;2003;Perinatální úmrtnost;4.2679097885
Česko;2003;Novorozenecká úmrtnost;2.358968885
Česko;2003;Kojenecká úmrtnost;3.896034584
Česko;2002;Sňatky na 1 000 obyvatel;5.169411654
Česko;2002;Rozvody na 1 000 obyvatel;3.113293168
Česko;2002;Živě narození na 1 000 obyvatel;9.095976443
Česko;2002;Potraty na 1 000 obyvatel;4.28820401275433
Česko;2002;UPT na 1 000 obyvatel;3.05290559324224
Česko;2002;Zemřelí na 1 000 obyvatel;10.61125362
Česko;2002;Přistěhovalí na 1 000 obyvatel;4.379961756
Česko;2002;Vystěhovalí na 1 000 obyvatel;3.175151219
Česko;2002;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.515277174
Česko;2002;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.204810537
Česko;2002;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.310466637
Česko;2002;Podíl živě narozených mimo manželství (%);25.28290906
Česko;2002;Mrtvorozenost;2.805034015
Česko;2002;Perinatální úmrtnost;4.4923533268
Česko;2002;Novorozenecká úmrtnost;2.705149484
Česko;2002;Kojenecká úmrtnost;4.149332873
Česko;2001;Sňatky na 1 000 obyvatel;5.122556384
Česko;2001;Rozvody na 1 000 obyvatel;3.08933948
Česko;2001;Živě narození na 1 000 obyvatel;8.87258377
Česko;2001;Potraty na 1 000 obyvatel;4.40690080937447
Česko;2001;UPT na 1 000 obyvatel;3.18147390033364
Česko;2001;Zemřelí na 1 000 obyvatel;10.53921914
Česko;2001;Přistěhovalí na 1 000 obyvatel;1.263473925
Česko;2001;Vystěhovalí na 1 000 obyvatel;2.099823634
Česko;2001;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.666635368
Česko;2001;Přírůstek/úbytek stěhováním na 1 000 obyvatel;-0.836349709
Česko;2001;Celkový přírůstek/úbytek na 1 000 obyvatel;-2.502985077
Česko;2001;Podíl živě narozených mimo manželství (%);23.45367359
Česko;2001;Mrtvorozenost;2.890808767
Česko;2001;Perinatální úmrtnost;4.3417089846
Česko;2001;Novorozenecká úmrtnost;2.336989473
Česko;2001;Kojenecká úmrtnost;3.968472689
Česko;2000;Sňatky na 1 000 obyvatel;5.385347661
Česko;2000;Rozvody na 1 000 obyvatel;2.891602952
Česko;2000;Živě narození na 1 000 obyvatel;8.849839226
Česko;2000;Potraty na 1 000 obyvatel;4.61133961216658
Česko;2000;UPT na 1 000 obyvatel;3.37045411425044
Česko;2000;Zemřelí na 1 000 obyvatel;10.61094847
Česko;2000;Přistěhovalí na 1 000 obyvatel;0.759503307
Česko;2000;Vystěhovalí na 1 000 obyvatel;0.122949587
Česko;2000;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.761109245
Česko;2000;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.63655372
Česko;2000;Celkový přírůstek/úbytek na 1 000 obyvatel;-1.124555525
Česko;2000;Podíl živě narozených mimo manželství (%);21.77098229
Česko;2000;Mrtvorozenost;2.84087793
Česko;2000;Perinatální úmrtnost;4.4861740285
Česko;2000;Novorozenecká úmrtnost;2.54097459
Česko;2000;Kojenecká úmrtnost;4.10295897
Česko;1999;Sňatky na 1 000 obyvatel;5.20510787739974
Česko;1999;Rozvody na 1 000 obyvatel;2.3006415383227
Česko;1999;Živě narození na 1 000 obyvatel;8.70104827642008
Česko;1999;Potraty na 1 000 obyvatel;5.06701298014234
Česko;1999;UPT na 1 000 obyvatel;3.82989665055689
Česko;1999;Zemřelí na 1 000 obyvatel;10.674930057852
Česko;1999;Přistěhovalí na 1 000 obyvatel;0.963746782972393
Česko;1999;Vystěhovalí na 1 000 obyvatel;0.110475917805917
Česko;1999;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.97388178143195
Česko;1999;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.853270865166476
Česko;1999;Celkový přírůstek/úbytek na 1 000 obyvatel;-1.12061091626548
Česko;1999;Podíl živě narozených mimo manželství (%);20.5943825374
Česko;1999;Mrtvorozenost;3.37514202330296
Česko;1999;Perinatální úmrtnost;5.291064228
Česko;1999;Novorozenecká úmrtnost;2.91714633791955
Česko;1999;Kojenecká úmrtnost;4.61602083356618
Česko;1998;Sňatky na 1 000 obyvatel;5.34505144904639
Česko;1998;Rozvody na 1 000 obyvatel;3.14358224227176
Česko;1998;Živě narození na 1 000 obyvatel;8.79412348373371
Česko;1998;Potraty na 1 000 obyvatel;5.40595513739124
Česko;1998;UPT na 1 000 obyvatel;4.172825434779
Česko;1998;Zemřelí na 1 000 obyvatel;10.638912716661
Česko;1998;Přistěhovalí na 1 000 obyvatel;1.0421621567016
Česko;1998;Vystěhovalí na 1 000 obyvatel;0.120544620791004
Česko;1998;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.84478923292727
Česko;1998;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.921617535910592
Česko;1998;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.923171697016681
Česko;1998;Podíl živě narozených mimo manželství (%);19.0081184072
Česko;1998;Mrtvorozenost;3.23685166631803
Česko;1998;Perinatální úmrtnost;5.1635490867
Česko;1998;Novorozenecká úmrtnost;3.19213563815099
Česko;1998;Kojenecká úmrtnost;5.21345336057878
Česko;1997;Sňatky na 1 000 obyvatel;5.61005516301906
Česko;1997;Rozvody na 1 000 obyvatel;3.15082763939197
Česko;1997;Živě narození na 1 000 obyvatel;8.79853939024667
Česko;1997;Potraty na 1 000 obyvatel;5.52940406896901
Česko;1997;UPT na 1 000 obyvatel;4.36952293179441
Česko;1997;Zemřelí na 1 000 obyvatel;10.9421503580967
Česko;1997;Přistěhovalí na 1 000 obyvatel;1.25004343124499
Česko;1997;Vystěhovalí na 1 000 obyvatel;0.078127714452812
Česko;1997;Přirozený přírůstek/úbytek na 1 000 obyvatel;-2.14361096785001
Česko;1997;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.17191571679218
Česko;1997;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.97169525105783
