Území,Instituce,Ukazatel,Roky,value
Česko,Nebankovní peněžní instituce účtující jako banky,Mzdy bez ostatních osobních nákladů (mil. Kč),2021,2870.2805050337
Česko,Nebankovní peněžní instituce účtující jako banky,Mzdy bez ostatních osobních nákladů (mil. Kč),2022,3830.2031812542
Česko,Nebankovní peněžní instituce účtující jako banky,Mzdy bez ostatních osobních nákladů (mil. Kč),2023,4263.3453960303
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrná hrubá mzda na zaměstnance (Kč),2014,49555.9917121784
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrná hrubá mzda na zaměstnance (Kč),2015,48621.3572578121
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrná hrubá mzda na zaměstnance (Kč),2016,51840.1681365498
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrná hrubá mzda na zaměstnance (Kč),2017,57527.8735021639
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrná hrubá mzda na zaměstnance (Kč),2018,59126.3987358361
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrná hrubá mzda na zaměstnance (Kč),2019,62664.888369586
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrná hrubá mzda na zaměstnance (Kč),2020,64921.951190616
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrná hrubá mzda na zaměstnance (Kč),2021,67542.0046590702
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrná hrubá mzda na zaměstnance (Kč),2022,79271.7010000117
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrná hrubá mzda na zaměstnance (Kč),2023,81208.6101351017
