Roky,Šetření,"ČR, regiony, kraje",Ukazatel,value
2024,Pracovištní metoda,Severovýchod,Mzdy včetně ostatních osobních nákladů - meziroční index (%),107.5235939117
2024,Pracovištní metoda,Severovýchod,Mzdy bez ostatních osobních nákladů (tis. Kč),263615880.42434183
2024,Pracovištní metoda,Severovýchod,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),19246486.23406359
2024,Pracovištní metoda,Severovýchod,Mzdy bez ostatních osobních nákladů - meziroční index (%),107.8759806636
2024,Pracovištní metoda,Severovýchod,Ostatní osobní náklady (tis. Kč),17154789.65998169
2024,Pracovištní metoda,Severovýchod,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),399476.3605975166
2024,Pracovištní metoda,Severovýchod,Ostatní osobní náklady - meziroční index (%),102.3841772067
2024,Pracovištní metoda,Jihovýchod,Mzdy včetně ostatních osobních nákladů (tis. Kč),364667917.87376314
2024,Pracovištní metoda,Jihovýchod,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),26037548.628667336
2024,Pracovištní metoda,Jihovýchod,Mzdy včetně ostatních osobních nákladů - meziroční index (%),107.6890766433
2024,Pracovištní metoda,Jihovýchod,Mzdy bez ostatních osobních nákladů (tis. Kč),340827830.6678996
2024,Pracovištní metoda,Jihovýchod,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),25252759.414887723
2024,Pracovištní metoda,Jihovýchod,Mzdy bez ostatních osobních nákladů - meziroční index (%),108.0021401293
2024,Pracovištní metoda,Jihovýchod,Ostatní osobní náklady (tis. Kč),23840087.20586349
2024,Pracovištní metoda,Jihovýchod,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),784789.2137796117
2024,Pracovištní metoda,Jihovýchod,Ostatní osobní náklady - meziroční index (%),103.4039430505
2024,Pracovištní metoda,Střední Morava,Mzdy včetně ostatních osobních nákladů (tis. Kč),224319626.51398933
2024,Pracovištní metoda,Střední Morava,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),15685182.427036978
2024,Pracovištní metoda,Střední Morava,Mzdy včetně ostatních osobních nákladů - meziroční index (%),107.5180215308
2024,Pracovištní metoda,Střední Morava,Mzdy bez ostatních osobních nákladů (tis. Kč),210042906.8594965
2024,Pracovištní metoda,Střední Morava,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),14978384.185817983
2024,Pracovištní metoda,Střední Morava,Mzdy bez ostatních osobních nákladů - meziroční index (%),107.6786818948
2024,Pracovištní metoda,Střední Morava,Ostatní osobní náklady (tis. Kč),14276719.654492822
2024,Pracovištní metoda,Střední Morava,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),706798.2412189964
2024,Pracovištní metoda,Střední Morava,Ostatní osobní náklady - meziroční index (%),105.2085654713
2024,Pracovištní metoda,Moravskoslezsko,Mzdy včetně ostatních osobních nákladů (tis. Kč),220946872.5477715
2024,Pracovištní metoda,Moravskoslezsko,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),13583735.020440554
2024,Pracovištní metoda,Moravskoslezsko,Mzdy včetně ostatních osobních nákladů - meziroční index (%),106.5506990213
2024,Pracovištní metoda,Moravskoslezsko,Mzdy bez ostatních osobních nákladů (tis. Kč),206768937.93744925
2024,Pracovištní metoda,Moravskoslezsko,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),13395314.781728774
2024,Pracovištní metoda,Moravskoslezsko,Mzdy bez ostatních osobních nákladů - meziroční index (%),106.9271675025
2024,Pracovištní metoda,Moravskoslezsko,Ostatní osobní náklady (tis. Kč),14177934.610322263
2024,Pracovištní metoda,Moravskoslezsko,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),188420.2387117805
2024,Pracovištní metoda,Moravskoslezsko,Ostatní osobní náklady - meziroční index (%),101.346867616
2024,Pracovištní metoda,Hlavní město Praha,Mzdy včetně ostatních osobních nákladů (tis. Kč),612534192.0253603
2024,Pracovištní metoda,Hlavní město Praha,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),8333130.616528262
2024,Pracovištní metoda,Hlavní město Praha,Mzdy včetně ostatních osobních nákladů - meziroční index (%),101.379198275
2024,Pracovištní metoda,Hlavní město Praha,Mzdy bez ostatních osobních nákladů (tis. Kč),565647893.0839452
2024,Pracovištní metoda,Hlavní město Praha,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),15009971.65265313
2024,Pracovištní metoda,Hlavní město Praha,Mzdy bez ostatních osobních nákladů - meziroční index (%),102.7259240725
2024,Pracovištní metoda,Hlavní město Praha,Ostatní osobní náklady (tis. Kč),46886298.9414151
2024,Pracovištní metoda,Hlavní město Praha,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),-6676841.036124867
2024,Pracovištní metoda,Hlavní město Praha,Ostatní osobní náklady - meziroční index (%),87.5346347527
2024,Pracovištní metoda,Středočeský kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),252050853.22381744
2024,Pracovištní metoda,Středočeský kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),20501448.06754088
2024,Pracovištní metoda,Středočeský kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),108.8540275254
2024,Pracovištní metoda,Středočeský kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),237041110.50215903
2024,Pracovištní metoda,Středočeský kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),19872313.61438735
2024,Pracovištní metoda,Středočeský kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),109.1506302467
2024,Pracovištní metoda,Středočeský kraj,Ostatní osobní náklady (tis. Kč),15009742.72165841
2024,Pracovištní metoda,Středočeský kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),629134.4531535337
2024,Pracovištní metoda,Středočeský kraj,Ostatní osobní náklady - meziroční index (%),104.3748806824
2024,Pracovištní metoda,Jihočeský kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),118353280.70127937
2024,Pracovištní metoda,Jihočeský kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),8979463.119524248
2024,Pracovištní metoda,Jihočeský kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),108.2098836066
2024,Pracovištní metoda,Jihočeský kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),110829060.81832953
2024,Pracovištní metoda,Jihočeský kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),8548628.854731701
2024,Pracovištní metoda,Jihočeský kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),108.3580296745
2024,Pracovištní metoda,Jihočeský kraj,Ostatní osobní náklady (tis. Kč),7524219.882949841
2024,Pracovištní metoda,Jihočeský kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),430834.2647925476
2024,Pracovištní metoda,Jihočeský kraj,Ostatní osobní náklady - meziroční index (%),106.0737465575
2024,Pracovištní metoda,Plzeňský kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),122617469.66201727
2024,Pracovištní metoda,Plzeňský kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),8557157.955742968
2024,Pracovištní metoda,Plzeňský kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),107.5023098111
2024,Pracovištní metoda,Plzeňský kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),115616791.76707456
2024,Pracovištní metoda,Plzeňský kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),8980957.456179209
2024,Pracovištní metoda,Plzeňský kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),108.4220820461
2024,Pracovištní metoda,Plzeňský kraj,Ostatní osobní náklady (tis. Kč),7000677.89494271
2024,Pracovištní metoda,Plzeňský kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),-423799.5004362409
2024,Pracovištní metoda,Plzeňský kraj,Ostatní osobní náklady - meziroční index (%),94.2918608561
2024,Pracovištní metoda,Karlovarský kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),44158904.823919475
2024,Pracovištní metoda,Karlovarský kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),3951196.6561404085
2024,Pracovištní metoda,Karlovarský kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),109.8269631277
2024,Pracovištní metoda,Karlovarský kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),40892681.5912794
2024,Pracovištní metoda,Karlovarský kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),3622427.5102178487
2024,Pracovištní metoda,Karlovarský kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),109.7193528714
2024,Pracovištní metoda,Karlovarský kraj,Ostatní osobní náklady (tis. Kč),3266223.2326400685
2024,Pracovištní metoda,Karlovarský kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),328769.1459225594
2024,Pracovištní metoda,Karlovarský kraj,Ostatní osobní náklady - meziroční index (%),111.1923160743
2024,Pracovištní metoda,Ústecký kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),132273209.42847577
2024,Pracovištní metoda,Ústecký kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),10282490.438321482
2024,Pracovištní metoda,Ústecký kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),108.4289120709
2024,Pracovištní metoda,Ústecký kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),124041850.4964834
2024,Pracovištní metoda,Ústecký kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),9629238.844059793
2024,Pracovištní metoda,Ústecký kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),108.4162390011
2024,Pracovištní metoda,Ústecký kraj,Ostatní osobní náklady (tis. Kč),8231358.931992363
2024,Pracovištní metoda,Ústecký kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),653251.5942616897
2024,Pracovištní metoda,Ústecký kraj,Ostatní osobní náklady - meziroční index (%),108.6202473144
2024,Pracovištní metoda,Liberecký kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),77318199.35725172
2024,Pracovištní metoda,Liberecký kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),6341791.030459661
2024,Pracovištní metoda,Liberecký kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),108.9350689616
2024,Pracovištní metoda,Liberecký kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),72456349.06816104
2024,Pracovištní metoda,Liberecký kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),6102476.92721464
2024,Pracovištní metoda,Liberecký kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),109.1968663325
2024,Pracovištní metoda,Liberecký kraj,Ostatní osobní náklady (tis. Kč),4861850.289090683
2024,Pracovištní metoda,Liberecký kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),239314.1032450205
2024,Pracovištní metoda,Liberecký kraj,Ostatní osobní náklady - meziroční index (%),105.1771169251
2024,Pracovištní metoda,Královéhradecký kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),106837619.12867409
2024,Pracovištní metoda,Královéhradecký kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),6592073.6463911
2024,Pracovištní metoda,Královéhradecký kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),106.5759267553
2024,Pracovištní metoda,Královéhradecký kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),100353336.81582513
2024,Pracovištní metoda,Královéhradecký kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),6101791.522787142
2024,Pracovištní metoda,Královéhradecký kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),106.4739432163
2024,Pracovištní metoda,Královéhradecký kraj,Ostatní osobní náklady (tis. Kč),6484282.312848944
2024,Pracovištní metoda,Královéhradecký kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),490282.1236039591
2024,Pracovištní metoda,Královéhradecký kraj,Ostatní osobní náklady - meziroční index (%),108.1795480168
2024,Pracovištní metoda,Pardubický kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),96614851.5983977
2024,Pracovištní metoda,Pardubický kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),6712097.917810348
2024,Pracovištní metoda,Pardubický kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),107.4659536477
2024,Pracovištní metoda,Pardubický kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),90806194.54035564
2024,Pracovištní metoda,Pardubický kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),7042217.784061811
2024,Pracovištní metoda,Pardubický kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),108.4072151977
2024,Pracovištní metoda,Pardubický kraj,Ostatní osobní náklady (tis. Kč),5808657.058042064
2024,Pracovištní metoda,Pardubický kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),-330119.866251463
2024,Pracovištní metoda,Pardubický kraj,Ostatní osobní náklady - meziroční index (%),94.6223837367
2024,Pracovištní metoda,Kraj Vysočina,Mzdy včetně ostatních osobních nákladů (tis. Kč),91760349.41341728
2024,Pracovištní metoda,Kraj Vysočina,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),6857538.415926819
2024,Pracovištní metoda,Kraj Vysočina,Mzdy včetně ostatních osobních nákladů - meziroční index (%),108.0769274131
2024,Pracovištní metoda,Kraj Vysočina,Mzdy bez ostatních osobních nákladů (tis. Kč),86460388.76744986
2024,Pracovištní metoda,Kraj Vysočina,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),6272428.073713055
2024,Pracovištní metoda,Kraj Vysočina,Mzdy bez ostatních osobních nákladů - meziroční index (%),107.8221568668
2024,Pracovištní metoda,Kraj Vysočina,Ostatní osobní náklady (tis. Kč),5299960.645967425
2024,Pracovištní metoda,Kraj Vysočina,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),585110.3422137641
2024,Pracovištní metoda,Kraj Vysočina,Ostatní osobní náklady - meziroční index (%),112.4099452691
2024,Pracovištní metoda,Jihomoravský kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),272907568.46034586
2024,Pracovištní metoda,Jihomoravský kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),19180010.21274052
2024,Pracovištní metoda,Jihomoravský kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),107.5592932613
2024,Pracovištní metoda,Jihomoravský kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),254367441.90044978
2024,Pracovištní metoda,Jihomoravský kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),18980331.34117467
2024,Pracovištní metoda,Jihomoravský kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),108.0634539827
2024,Pracovištní metoda,Jihomoravský kraj,Ostatní osobní náklady (tis. Kč),18540126.559896063
2024,Pracovištní metoda,Jihomoravský kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),199678.8715658477
2024,Pracovištní metoda,Jihomoravský kraj,Ostatní osobní náklady - meziroční index (%),101.0887349914
2024,Pracovištní metoda,Olomoucký kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),117599125.59592119
2024,Pracovištní metoda,Olomoucký kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),8688308.510248194
2024,Pracovištní metoda,Olomoucký kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),107.9774523254
2024,Pracovištní metoda,Olomoucký kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),110058324.55447894
2024,Pracovištní metoda,Olomoucký kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),8362374.379472215
2024,Pracovištní metoda,Olomoucký kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),108.2229177908
2024,Pracovištní metoda,Olomoucký kraj,Ostatní osobní náklady (tis. Kč),7540801.041442244
2024,Pracovištní metoda,Olomoucký kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),325934.1307759792
2024,Pracovištní metoda,Olomoucký kraj,Ostatní osobní náklady - meziroční index (%),104.5175349014
2024,Pracovištní metoda,Zlínský kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),106720500.91806814
2024,Pracovištní metoda,Zlínský kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),6996873.916788785
2024,Pracovištní metoda,Zlínský kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),107.0162649787
2024,Pracovištní metoda,Zlínský kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),99984582.30501756
2024,Pracovištní metoda,Zlínský kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),6616009.806345767
2024,Pracovištní metoda,Zlínský kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),107.0859065629
2024,Pracovištní metoda,Zlínský kraj,Ostatní osobní náklady (tis. Kč),6735918.613050576
2024,Pracovištní metoda,Zlínský kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),380864.1104430171
2024,Pracovištní metoda,Zlínský kraj,Ostatní osobní náklady - meziroční index (%),105.9930895996
2024,Pracovištní metoda,Moravskoslezský kraj,Mzdy včetně ostatních osobních nákladů (tis. Kč),220946872.5477715
2024,Pracovištní metoda,Moravskoslezský kraj,Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč),13583735.020440554
2024,Pracovištní metoda,Moravskoslezský kraj,Mzdy včetně ostatních osobních nákladů - meziroční index (%),106.5506990213
2024,Pracovištní metoda,Moravskoslezský kraj,Mzdy bez ostatních osobních nákladů (tis. Kč),206768937.93744925
2024,Pracovištní metoda,Moravskoslezský kraj,Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč),13395314.781728774
2024,Pracovištní metoda,Moravskoslezský kraj,Mzdy bez ostatních osobních nákladů - meziroční index (%),106.9271675025
2024,Pracovištní metoda,Moravskoslezský kraj,Ostatní osobní náklady (tis. Kč),14177934.610322263
2024,Pracovištní metoda,Moravskoslezský kraj,Ostatní osobní náklady - meziroční rozdíl (tis. Kč),188420.2387117805
2024,Pracovištní metoda,Moravskoslezský kraj,Ostatní osobní náklady - meziroční index (%),101.346867616
