Území,Roky,Ukazatel,value
Česko,2012,Dovoz (meziroční index),104.0
Česko,2011,"Vývoz (v mil. Kč, FOB)",2570941.0
Česko,2011,"Dovoz (v mil. Kč, CIF)",2558964.0
Česko,2011,Bilance (v mil. Kč),11977.0
Česko,2011,Vývoz (meziroční index),110.1
Česko,2011,Dovoz (meziroční index),108.6
Česko,2010,"Vývoz (v mil. Kč, FOB)",2334841.0
Česko,2010,"Dovoz (v mil. Kč, CIF)",2355420.0
Česko,2010,Bilance (v mil. Kč),-20579.0
Česko,2010,Vývoz (meziroční index),114.8
Česko,2010,Dovoz (meziroční index),117.6
Česko,2009,"Vývoz (v mil. Kč, FOB)",2033355.0
Česko,2009,"Dovoz (v mil. Kč, CIF)",2002288.0
Česko,2009,Bilance (v mil. Kč),31067.0
Česko,2009,Vývoz (meziroční index),89.2
Česko,2009,Dovoz (meziroční index),86.2
Česko,2008,"Vývoz (v mil. Kč, FOB)",2279850.0
Česko,2008,"Dovoz (v mil. Kč, CIF)",2324182.0
Česko,2008,Bilance (v mil. Kč),-44332.0
Česko,2008,Vývoz (meziroční index),98.5
Česko,2008,Dovoz (meziroční index),99.5
Česko,2007,"Vývoz (v mil. Kč, FOB)",2314158.0
Česko,2007,"Dovoz (v mil. Kč, CIF)",2335399.0
Česko,2007,Bilance (v mil. Kč),-21241.0
Česko,2007,Vývoz (meziroční index),110.7
Česko,2007,Dovoz (meziroční index),111.8
Česko,2006,"Vývoz (v mil. Kč, FOB)",2091053.0
Česko,2006,"Dovoz (v mil. Kč, CIF)",2089253.0
Česko,2006,Bilance (v mil. Kč),1800.0
Česko,2006,Vývoz (meziroční index),111.0
Česko,2006,Dovoz (meziroční index),111.2
Česko,2005,"Vývoz (v mil. Kč, FOB)",1883791.0
Česko,2005,"Dovoz (v mil. Kč, CIF)",1878626.0
Česko,2005,Bilance (v mil. Kč),5165.0
Česko,2005,Vývoz (meziroční index),
Česko,2005,Dovoz (meziroční index),
