Stát,Roky,Odvětví ekonomické činnosti,Velkost zpravodajské jednotky,Ukazatel,value
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Náklady práce celkem,42883.9302531817
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Přímé náklady celkem,30459.8674308527
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,27163.6635436
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Přímé náklady - náhrady mzdy,3296.2038872527
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Nepřímé náklady - sociální požitky,776.3730908311
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,10678.1132029767
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,503.9897051293
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,438.2661027739
Česko,2023,"A - Zemědělství, lesnictví, rybářství",10 až 19 zaměstnanců,Nepřímé náklady - daně a dotace,27.3207206181
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 a více zaměstnanců,Náklady práce celkem,49773.4713024458
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 a více zaměstnanců,Přímé náklady celkem,35237.8345381021
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,31316.7286483023
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 a více zaměstnanců,Přímé náklady - náhrady mzdy,3921.1058897998
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 a více zaměstnanců,Nepřímé náklady - sociální požitky,983.7155461924
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,12416.1127849618
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,638.9419418215
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,488.1477556689
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 a více zaměstnanců,Nepřímé náklady - daně a dotace,8.7187356992
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Náklady práce celkem,46917.7247947867
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Přímé náklady celkem,33239.1795203965
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,29580.4027998834
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Přímé náklady - náhrady mzdy,3658.7767205131
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Nepřímé náklady - sociální požitky,929.5683912321
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,11722.0902376199
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,532.2870593074
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,465.1683348982
Česko,2023,"A - Zemědělství, lesnictví, rybářství",20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,29.4312513326
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Náklady práce celkem,49043.574174306
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Přímé náklady celkem,34726.5793836474
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,30897.4298181474
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,3829.1495655
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,1011.0615247756
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,12264.8431643301
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,573.931487881
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,467.154710552
Česko,2023,"A - Zemědělství, lesnictví, rybářství",50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,0.0039031199
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Náklady práce celkem,48153.4100655826
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Přímé náklady celkem,34635.5386221602
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,30756.0539408773
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,3879.4846812829
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,328.5028569217
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,12212.753739153
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,580.415861441
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,396.4860437954
Česko,2023,"A - Zemědělství, lesnictví, rybářství",100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,-0.2870578888
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Náklady práce celkem,53556.7861457914
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Přímé náklady celkem,38060.7128473621
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,33912.5050342328
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,4148.2078131293
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,1020.9088468251
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,13301.4834205934
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,648.6441133038
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,525.0369177071
Česko,2023,"A - Zemědělství, lesnictví, rybářství",250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Náklady práce celkem,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Přímé náklady celkem,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",500 až 999 zaměstnanců,Nepřímé náklady - daně a dotace,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Náklady práce celkem,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Přímé náklady celkem,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Přímé náklady - náhrady mzdy,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Nepřímé náklady - sociální požitky,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,
Česko,2023,"A - Zemědělství, lesnictví, rybářství",1 000 a více zaměstnanců,Nepřímé náklady - daně a dotace,
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Náklady práce celkem,67811.2241469925
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Přímé náklady celkem,47323.8031043499
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Přímé náklady - mzdy za vykonanou práci,41144.6855920383
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Přímé náklady - náhrady mzdy,6179.1175123116
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Nepřímé náklady - sociální požitky,1577.4734861355
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,16551.8577324739
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1926.9174751201
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Nepřímé náklady - personální náklady/výdaje,430.8390826541
Česko,2023,B - Těžba a dobývání,Celkem zaměstnanců,Nepřímé náklady - daně a dotace,0.333266259
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Náklady práce celkem,43075.1596760618
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Přímé náklady celkem,31572.3603573682
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,27931.1889027337
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Přímé náklady - náhrady mzdy,3641.1714546345
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Nepřímé náklady - sociální požitky,28.0193338331
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,10970.3342746298
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,373.2371236685
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,115.3295960766
Česko,2023,B - Těžba a dobývání,1 až 9 zaměstnanců,Nepřímé náklady - daně a dotace,15.8789904855
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Náklady práce celkem,49436.1482640539
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Přímé náklady celkem,35751.2098693018
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,32060.9102708998
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Přímé náklady - náhrady mzdy,3690.299598402
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Nepřímé náklady - sociální požitky,305.02641774
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,12322.4666742416
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,694.7589113857
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,362.6863913847
Česko,2023,B - Těžba a dobývání,10 až 19 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,B - Těžba a dobývání,20 a více zaměstnanců,Náklady práce celkem,68787.9233991026
Česko,2023,B - Těžba a dobývání,20 a více zaměstnanců,Přímé náklady celkem,47942.7166548338
Česko,2023,B - Těžba a dobývání,20 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,41649.1379602125
Česko,2023,B - Těžba a dobývání,20 a více zaměstnanců,Přímé náklady - náhrady mzdy,6293.5786946214
Česko,2023,B - Těžba a dobývání,20 a více zaměstnanců,Nepřímé náklady - sociální požitky,1641.5210242804
Česko,2023,B - Těžba a dobývání,20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,16774.2073810911
Česko,2023,B - Těžba a dobývání,20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1990.1064208033
Česko,2023,B - Těžba a dobývání,20 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,439.3719180941
Česko,2023,B - Těžba a dobývání,20 a více zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Náklady práce celkem,55959.0077677643
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Přímé náklady celkem,40589.2915130074
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,36381.0378514181
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Přímé náklady - náhrady mzdy,4208.2536615894
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Nepřímé náklady - sociální požitky,360.9916626753
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,13856.4575762738
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,776.7806372251
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,375.4863785826
Česko,2023,B - Těžba a dobývání,20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Náklady práce celkem,61883.8574755498
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Přímé náklady celkem,44417.2951424364
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,39628.2943743697
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,4789.0007680667
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,705.293351669
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,15196.0614989294
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,917.4288474454
Česko,2023,B - Těžba a dobývání,50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,647.7786350696
