Území;CZ NACE;Ukazatel;Roky;value
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2008;20993.0487852178
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2009;22514.5405233117
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2010;23024.1279260574
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2011;24348.3939678179
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2012;24670.5089803818
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2013;24300.3894255157
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2014;25234.7492687522
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2015;26483.0320597901
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2016;27454.2085637963
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2017;29787.0243547688
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2018;32135.9462480607
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2019;35930.8110765629
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2020;38974.0887815761
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2021;42981.9225149807
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2022;41925.0184454883
Česko;Sekce Q Zdravotní a sociální péče;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);2023;
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2008;112071.0
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2009;122941.0
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2010;126988.0
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2011;129850.0
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2012;134773.0
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2013;134859.0
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2014;144606.0
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2015;148834.0
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2016;160864.741315446
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2017;172921.861526401
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2018;185592.892881619
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2019;201545.505246559
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2020;225277.241292282
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2021;271021.65098473
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2022;282862.590627138
Česko;Sekce Q Zdravotní a sociální péče;Čistý obrat (Výnosy celkem) (mil. Kč);2023;
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2008;107985.0
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2009;118569.0
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2010;121724.0
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2011;125147.0
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2012;129144.0
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2013;128505.0
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2014;138326.0
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2015;142674.0
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2016;154388.154576816
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2017;164076.380510499
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2018;174932.679697959
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2019;192343.550569497
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2020;207757.851340177
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2021;247962.447136919
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2022;261276.162424486
Česko;Sekce Q Zdravotní a sociální péče;Tržby z prodeje výrobků a služeb a za prodej zboží (mil. Kč);2023;
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2008;105210.0
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2009;114783.0
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2010;117861.0
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2011;121272.0
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2012;124549.0
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2013;124904.0
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2014;134570.0
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2015;138018.0
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2016;149976.769193599
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2017;158777.561345547
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2018;169483.161155811
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2019;186515.420723279
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2020;201643.043014586
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2021;241592.936995115
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2022;254583.476433511
Česko;Sekce Q Zdravotní a sociální péče;Výkony včetně obchodní marže (mil. Kč);2023;
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2008;95278.0
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2009;104893.0
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2010;109774.0
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2011;112443.0
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2012;118058.0
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2013;118721.0
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2014;126090.0
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2015;132153.0
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2016;142911.277231161
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2017;154622.692774654
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2018;167404.392105131
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2019;180304.888824906
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2020;199155.829564145
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2021;234978.165521905
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2022;250057.784471819
Česko;Sekce Q Zdravotní a sociální péče;Náklady celkem (mil. Kč);2023;
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2008;43693.0
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2009;47271.0
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2010;48068.0
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2011;48541.0
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2012;50256.0
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2013;50742.0
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2014;53394.0
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2015;54490.0
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2016;60902.5264671811
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2017;62636.1941816195
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2018;65714.2016538306
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2019;71312.5938201123
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2020;76094.7113400501
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2021;89733.9972531208
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2022;95994.2437743595
Česko;Sekce Q Zdravotní a sociální péče;Spotřeba materiálu a energie a náklady na služby (mil. Kč);2023;
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2008;36589.0
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2009;40357.0
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2010;43045.0
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2011;45511.0
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2012;47149.0
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2013;48287.0
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2014;52075.0
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2015;55026.0
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2016;60252.4742400561
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2017;66947.5000906865
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2018;74628.2081881853
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2019;82566.5417740227
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2020;92753.5421461146
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2021;109434.059282565
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2022;109351.448600581
Česko;Sekce Q Zdravotní a sociální péče;Osobní náklady (mil. Kč);2023;
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2008;25790.0
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2009;28361.0
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2010;30183.0
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2011;32010.0
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2012;33279.0
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2013;33199.0
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2014;35303.0
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2015;38364.0
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2016;41778.0837629097
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2017;46332.8131601712
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2018;51508.6647493517
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2019;56803.170065757
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2020;63504.4494723906
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2021;71431.8279963479
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2022;71261.7965271924
Česko;Sekce Q Zdravotní a sociální péče;Mzdy bez OON (mil. Kč);2023;
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2008;61517.0
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2009;67512.0
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2010;69793.0
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2011;72731.0
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2012;74292.0
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2013;74162.0
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2014;81176.0
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2015;83529.0
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2016;89074.2427264179
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2017;96141.3671639274
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2018;103768.959501981
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2019;115202.826903167
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2020;125548.331674536
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2021;151858.939741995
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2022;158589.232659152
Česko;Sekce Q Zdravotní a sociální péče;Přidaná hodnota (mil. Kč);2023;
