Území,Ukazatel,Pohlaví,Roky,value
Česko,Osoby čtoucí online zpravodajství (%),ženy,2018,
Česko,Osoby čtoucí online zpravodajství (%),ženy,2019,71.8
Česko,Osoby čtoucí online zpravodajství (%),ženy,2020,71.828
Česko,Osoby čtoucí online zpravodajství (%),ženy,2021,73.621
Česko,Osoby čtoucí online zpravodajství (%),ženy,2022,74.373
Česko,Osoby čtoucí online zpravodajství (%),ženy,2023,76.2768
Česko,Osoby čtoucí online zpravodajství (%),ženy,2024,78.975075582
Česko,Osoby čtoucí online zpravodajství (%),muži,2005,13.23842098
Česko,Osoby čtoucí online zpravodajství (%),muži,2006,20.6
Česko,Osoby čtoucí online zpravodajství (%),muži,2007,22.98
Česko,Osoby čtoucí online zpravodajství (%),muži,2008,34.97
Česko,Osoby čtoucí online zpravodajství (%),muži,2009,43.07
Česko,Osoby čtoucí online zpravodajství (%),muži,2010,46.65
Česko,Osoby čtoucí online zpravodajství (%),muži,2011,53.58
Česko,Osoby čtoucí online zpravodajství (%),muži,2012,61.6
Česko,Osoby čtoucí online zpravodajství (%),muži,2013,61.9
Česko,Osoby čtoucí online zpravodajství (%),muži,2014,67.7
Česko,Osoby čtoucí online zpravodajství (%),muži,2015,68.4
Česko,Osoby čtoucí online zpravodajství (%),muži,2016,
Česko,Osoby čtoucí online zpravodajství (%),muži,2017,74.5
Česko,Osoby čtoucí online zpravodajství (%),muži,2018,
Česko,Osoby čtoucí online zpravodajství (%),muži,2019,77.2
Česko,Osoby čtoucí online zpravodajství (%),muži,2020,75.416
Česko,Osoby čtoucí online zpravodajství (%),muži,2021,77.993
Česko,Osoby čtoucí online zpravodajství (%),muži,2022,80.799
Česko,Osoby čtoucí online zpravodajství (%),muži,2023,78.8842
Česko,Osoby čtoucí online zpravodajství (%),muži,2024,79.837096632
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2005,18.3
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2006,27.0
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2007,31.6
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2008,38.8
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2009,45.1
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2010,47.58182209
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2011,51.1
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2012,57.5
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2013,58.7
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2014,63.1
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2015,63.0
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2016,68.2
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2017,67.9
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2018,71.8
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2019,70.2
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2020,71.759
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2021,74.424
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2022,75.221
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2023,79.0936
Česko,Osoby vyhledávající informace o zboží a službách (%),ženy,2024,81.304356069
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2005,21.2
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2006,32.0
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2007,37.7
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2008,44.5
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2009,48.0
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2010,52.15622791
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2011,52.2
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2012,59.0
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2013,58.6
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2014,65.8
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2015,63.3
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2016,68.4
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2017,67.4
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2018,70.9
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2019,70.9
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2020,70.055
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2021,72.922
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2022,75.999
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2023,77.0753
Česko,Osoby vyhledávající informace o zboží a službách (%),muži,2024,78.146627934
Česko,Osoby vyhledávající informace o cestování (%),ženy,2005,11.8
Česko,Osoby vyhledávající informace o cestování (%),ženy,2006,19.8
Česko,Osoby vyhledávající informace o cestování (%),ženy,2007,22.4
Česko,Osoby vyhledávající informace o cestování (%),ženy,2008,23.6
Česko,Osoby vyhledávající informace o cestování (%),ženy,2009,24.5
Česko,Osoby vyhledávající informace o cestování (%),ženy,2010,23.64
Česko,Osoby vyhledávající informace o cestování (%),ženy,2011,34.79960082
Česko,Osoby vyhledávající informace o cestování (%),ženy,2012,40.3764935
Česko,Osoby vyhledávající informace o cestování (%),ženy,2013,41.2
Česko,Osoby vyhledávající informace o cestování (%),ženy,2014,44.28487768
Česko,Osoby vyhledávající informace o cestování (%),ženy,2015,45.62686422
Česko,Osoby vyhledávající informace o cestování (%),ženy,2016,48.3
Česko,Osoby vyhledávající informace o cestování (%),ženy,2017,45.7
Česko,Osoby vyhledávající informace o cestování (%),ženy,2018,54.2
Česko,Osoby vyhledávající informace o cestování (%),ženy,2019,52.4
Česko,Osoby vyhledávající informace o cestování (%),ženy,2020,39.671
Česko,Osoby vyhledávající informace o cestování (%),ženy,2021,44.075
Česko,Osoby vyhledávající informace o cestování (%),ženy,2022,52.81
Česko,Osoby vyhledávající informace o cestování (%),ženy,2023,60.7797
Česko,Osoby vyhledávající informace o cestování (%),ženy,2024,64.280710435
Česko,Osoby vyhledávající informace o cestování (%),muži,2005,12.9
Česko,Osoby vyhledávající informace o cestování (%),muži,2006,21.4
Česko,Osoby vyhledávající informace o cestování (%),muži,2007,24.1
Česko,Osoby vyhledávající informace o cestování (%),muži,2008,24.3
Česko,Osoby vyhledávající informace o cestování (%),muži,2009,25.5
Česko,Osoby vyhledávající informace o cestování (%),muži,2010,26.54
Česko,Osoby vyhledávající informace o cestování (%),muži,2011,35.21809882
Česko,Osoby vyhledávající informace o cestování (%),muži,2012,40.8479599
Česko,Osoby vyhledávající informace o cestování (%),muži,2013,41.4
Česko,Osoby vyhledávající informace o cestování (%),muži,2014,43.71216629
Česko,Osoby vyhledávající informace o cestování (%),muži,2015,43.43840303
Česko,Osoby vyhledávající informace o cestování (%),muži,2016,45.7
Česko,Osoby vyhledávající informace o cestování (%),muži,2017,43.1
Česko,Osoby vyhledávající informace o cestování (%),muži,2018,50.6
Česko,Osoby vyhledávající informace o cestování (%),muži,2019,51.6
Česko,Osoby vyhledávající informace o cestování (%),muži,2020,37.214
Česko,Osoby vyhledávající informace o cestování (%),muži,2021,43.681
Česko,Osoby vyhledávající informace o cestování (%),muži,2022,53.024
Česko,Osoby vyhledávající informace o cestování (%),muži,2023,54.3493
Česko,Osoby vyhledávající informace o cestování (%),muži,2024,58.156692314
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2005,4.57996863
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2006,11.74
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2007,13.12
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2008,17.9
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2009,25.44
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2010,25.4878909
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2011,37.5
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2012,44.5
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2013,46.9
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2014,
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2015,47.85114817
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2016,53.8
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2017,59.4
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2018,63.4
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2019,62.7
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2020,65.974
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2021,67.296
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2022,66.201
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2023,70.0432
Česko,Osoby vyhledávající informace  o zdraví (%),ženy,2024,74.225065476
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2005,2.28336577
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2006,6.67
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2007,6.51
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2008,8.07
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2009,11.56
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2010,12.56335202
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2011,20.0
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2012,26.0
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2013,27.8
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2014,
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2015,26.35019424
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2016,31.0
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2017,35.7
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2018,39.2
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2019,41.8
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2020,49.229
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2021,51.077
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2022,50.521
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2023,48.5992
Česko,Osoby vyhledávající informace  o zdraví (%),muži,2024,52.843466307
Česko,Osoby prodávající zboží či služby online (%),ženy,2005,
Česko,Osoby prodávající zboží či služby online (%),ženy,2006,
Česko,Osoby prodávající zboží či služby online (%),ženy,2007,
Česko,Osoby prodávající zboží či služby online (%),ženy,2008,
Česko,Osoby prodávající zboží či služby online (%),ženy,2009,
Česko,Osoby prodávající zboží či služby online (%),ženy,2010,
Česko,Osoby prodávající zboží či služby online (%),ženy,2011,
Česko,Osoby prodávající zboží či služby online (%),ženy,2012,
Česko,Osoby prodávající zboží či služby online (%),ženy,2013,
Česko,Osoby prodávající zboží či služby online (%),ženy,2014,
Česko,Osoby prodávající zboží či služby online (%),ženy,2015,
Česko,Osoby prodávající zboží či služby online (%),ženy,2016,
Česko,Osoby prodávající zboží či služby online (%),ženy,2017,
Česko,Osoby prodávající zboží či služby online (%),ženy,2018,13.2
Česko,Osoby prodávající zboží či služby online (%),ženy,2019,11.1
Česko,Osoby prodávající zboží či služby online (%),ženy,2020,9.87
Česko,Osoby prodávající zboží či služby online (%),ženy,2021,9.105
Česko,Osoby prodávající zboží či služby online (%),ženy,2022,13.437
Česko,Osoby prodávající zboží či služby online (%),ženy,2023,16.1894
Česko,Osoby prodávající zboží či služby online (%),ženy,2024,17.886617728
Česko,Osoby prodávající zboží či služby online (%),muži,2005,
Česko,Osoby prodávající zboží či služby online (%),muži,2006,
Česko,Osoby prodávající zboží či služby online (%),muži,2007,
Česko,Osoby prodávající zboží či služby online (%),muži,2008,
Česko,Osoby prodávající zboží či služby online (%),muži,2009,
Česko,Osoby prodávající zboží či služby online (%),muži,2010,
Česko,Osoby prodávající zboží či služby online (%),muži,2011,
Česko,Osoby prodávající zboží či služby online (%),muži,2012,
Česko,Osoby prodávající zboží či služby online (%),muži,2013,
Česko,Osoby prodávající zboží či služby online (%),muži,2014,
Česko,Osoby prodávající zboží či služby online (%),muži,2015,
Česko,Osoby prodávající zboží či služby online (%),muži,2016,
Česko,Osoby prodávající zboží či služby online (%),muži,2017,
Česko,Osoby prodávající zboží či služby online (%),muži,2018,12.5
Česko,Osoby prodávající zboží či služby online (%),muži,2019,11.6
Česko,Osoby prodávající zboží či služby online (%),muži,2020,9.771
Česko,Osoby prodávající zboží či služby online (%),muži,2021,9.772
Česko,Osoby prodávající zboží či služby online (%),muži,2022,13.762
Česko,Osoby prodávající zboží či služby online (%),muži,2023,13.3173
Česko,Osoby prodávající zboží či služby online (%),muži,2024,14.422961881
